transaccionId,cuentaId,monto,fecha,autorizado
TX-00537,CU-0537,6806.05,2024-09-21,true
TX-00538,CU-0538,32131.94,2023-07-08,true
TX-00539,CU-0539,2490.38,2024-06-30,true
TX-00540,CU-0540,46500.14,2024-11-20,true
TX-00541,CU-0541,23557.51,2023-07-20,true
TX-00542,CU-0542,28932.41,2023-07-19,true
TX-00543,CU-0543,45671.41,2023-12-16,false
TX-00544,CU-0544,373.53,2023-07-01,true
TX-00545,CU-0545,44641.7,2024-04-04,true
TX-00546,CU-0546,3164.92,2023-06-22,false
TX-00547,CU-0547,7642.28,2023-08-01,true
TX-00548,CU-0548,12803.55,2023-04-25,true
TX-00549,CU-0549,38545.09,2024-01-12,true
TX-00550,CU-0550,18056.77,2023-10-02,true
TX-00551,CU-0551,36824.92,2023-10-04,true
TX-00552,CU-0552,12116.68,2023-12-25,true
TX-00553,CU-0553,27212.29,2024-07-06,true
TX-00554,CU-0554,23244.04,2023-02-02,true
TX-00555,CU-0555,39479.31,2023-04-08,true
TX-00556,CU-0556,35333.6,2023-01-03,false
TX-00557,CU-0557,21036.58,2024-03-06,true
TX-00558,CU-0558,1559.4,2024-09-24,true
TX-00559,CU-0559,8327.39,2023-06-28,true
TX-00560,CU-0560,3872.32,2024-02-02,true
TX-00561,CU-0561,11562.83,2024-01-24,false
TX-00562,CU-0562,5279.14,2023-03-07,false
TX-00563,CU-0563,15828.62,2023-09-14,true
TX-00564,CU-0564,1451.78,2023-03-17,true
TX-00565,CU-0565,38569.95,2023-08-27,true
TX-00566,CU-0566,29909.06,2023-03-31,false
TX-00567,CU-0567,5480.27,2024-10-29,true
TX-00568,CU-0568,23952.07,2023-04-11,true
TX-00569,CU-0569,8434.89,2024-08-18,true
TX-00570,CU-0570,22195.3,2023-03-25,true
TX-00571,CU-0571,24923.8,2023-07-16,true
TX-00572,CU-0572,42353.53,2024-05-20,false
TX-00573,CU-0573,26350.9,2024-06-19,true
TX-00574,CU-0574,40785.43,2024-07-21,true
TX-00575,CU-0575,43289.8,2023-04-27,true
TX-00576,CU-0576,7869.13,2024-12-19,true
TX-00577,CU-0577,21985.63,2023-03-18,false
TX-00578,CU-0578,13192.25,2024-08-10,true
TX-00579,CU-0579,16065.61,2023-11-22,true
TX-00580,CU-0580,12715.77,2023-05-06,true
TX-00581,CU-0581,23080.71,2024-02-01,false
TX-00582,CU-0582,10668.73,2023-08-15,true
TX-00583,CU-0583,8125.02,2023-09-08,true
TX-00584,CU-0584,12983.82,2023-02-01,true
TX-00585,CU-0585,42790.83,2024-02-13,true
TX-00586,CU-0586,3765.28,2024-03-07,true
TX-00587,CU-0587,48020.09,2024-12-25,true
TX-00588,CU-0588,15862.01,2023-10-26,false
TX-00589,CU-0589,6355.21,2023-03-05,true
TX-00590,CU-0590,21142.23,2024-06-07,true
TX-00591,CU-0591,4898.84,2024-12-19,true
TX-00592,CU-0592,15936.92,2023-03-08,true
TX-00593,CU-0593,9424.36,2023-08-28,true
TX-00594,CU-0594,39627.6,2023-01-10,false
TX-00595,CU-0595,4815.46,2023-08-07,true
TX-00596,CU-0596,21270.34,2023-09-05,false
TX-00597,CU-0597,42393.01,2023-02-16,false
TX-00598,CU-0598,37387.12,2023-02-24,true
TX-00599,CU-0599,5332.82,2024-11-20,true
TX-00600,CU-0600,41892.31,2023-09-04,true
TX-00601,CU-0601,12437.98,2024-09-09,true
TX-00602,CU-0602,7820.27,2024-01-07,true
TX-00603,CU-0603,2448.58,2023-01-05,true
TX-00604,CU-0604,5787.61,2023-12-02,true
TX-00605,CU-0605,32216.74,2024-09-27,true
TX-00606,CU-0606,29952.16,2024-05-09,true
TX-00607,CU-0607,22351.16,2023-06-06,true
TX-00608,CU-0608,43939.4,2024-09-12,true
TX-00609,CU-0609,4751.51,2024-09-03,true
TX-00610,CU-0610,36986.28,2024-06-09,true
TX-00611,CU-0611,37258.93,2023-02-25,true
TX-00612,CU-0612,48001.73,2023-05-01,true
TX-00613,CU-0613,7434.52,2023-06-14,true
TX-00614,CU-0614,24923.48,2023-12-21,true
TX-00615,CU-0615,6173.09,2023-06-29,true
TX-00616,CU-0616,9482.08,2023-06-28,false
TX-00617,CU-0617,32531.4,2023-08-27,true
TX-00618,CU-0618,44795.61,2023-06-04,true
TX-00619,CU-0619,11930.61,2024-05-07,true
TX-00620,CU-0620,30884.5,2024-09-23,true
TX-00621,CU-0621,6805.72,2023-12-04,true
TX-00622,CU-0622,17951.11,2024-12-01,false
TX-00623,CU-0623,19775.11,2024-11-18,true
TX-00624,CU-0624,22697.04,2023-08-16,true
TX-00625,CU-0625,29153.94,2023-03-29,true
TX-00626,CU-0626,32783.58,2023-02-21,true
TX-00627,CU-0627,2227.12,2023-09-24,true
TX-00628,CU-0628,35576.18,2023-04-17,true
TX-00629,CU-0629,11415.08,2023-06-24,false
TX-00630,CU-0630,37632.93,2024-12-21,true
TX-00631,CU-0631,10367.91,2023-04-18,true
TX-00632,CU-0632,43900.04,2024-06-15,false
TX-00633,CU-0633,21218.3,2024-07-21,true
TX-00634,CU-0634,30867.37,2024-09-02,true
TX-00635,CU-0635,3734.91,2024-04-04,true
TX-00636,CU-0636,27960.01,2023-09-10,true
TX-00637,CU-0637,21889.17,2023-08-25,true
TX-00638,CU-0638,3069.39,2023-09-14,true
TX-00639,CU-0639,15436.23,2024-03-26,true
TX-00640,CU-0640,16102.25,2024-06-03,true
TX-00641,CU-0641,5064.87,2023-05-08,false
TX-00642,CU-0642,32598.97,2023-08-26,true
TX-00643,CU-0643,45535.76,2023-10-15,true
TX-00644,CU-0644,25777.11,2023-12-29,false
TX-00645,CU-0645,5024.74,2023-08-29,false
TX-00646,CU-0646,20554.16,2024-11-28,true
TX-00647,CU-0647,38279.88,2023-08-27,true
TX-00648,CU-0648,21543.14,2023-04-06,false
TX-00649,CU-0649,29752.55,2024-05-16,true
TX-00650,CU-0650,2863.04,2024-05-14,false
TX-00651,CU-0651,24287.41,2024-10-08,false
TX-00652,CU-0652,6864.95,2023-02-22,true
TX-00653,CU-0653,6488.22,2024-05-03,false
TX-00654,CU-0654,48688.97,2023-11-02,true
TX-00655,CU-0655,7380.09,2023-11-25,true
TX-00656,CU-0656,33031.91,2023-01-25,false
TX-00657,CU-0657,31790.43,2023-05-13,true
TX-00658,CU-0658,17285.73,2024-07-15,false
TX-00659,CU-0659,34769.22,2024-12-19,true
TX-00660,CU-0660,26984.95,2023-09-27,true
TX-00661,CU-0661,34854.16,2024-07-05,true
TX-00662,CU-0662,48486.95,2023-09-24,true
TX-00663,CU-0663,33302.4,2024-03-05,false
TX-00664,CU-0664,5860.99,2024-02-08,true
TX-00665,CU-0665,12144.29,2023-01-25,true
TX-00666,CU-0666,43657.62,2023-12-24,false
TX-00667,CU-0667,28549.85,2023-09-18,true
TX-00668,CU-0668,25962.17,2023-01-06,false
TX-00669,CU-0669,1134.7,2024-12-31,true
TX-00670,CU-0670,26425.87,2023-08-05,true
TX-00671,CU-0671,18070.47,2023-01-20,false
TX-00672,CU-0672,19821.81,2023-05-18,true
TX-00673,CU-0673,1985.74,2024-04-26,true
TX-00674,CU-0674,8540.21,2023-04-20,true
TX-00675,CU-0675,27848.07,2023-05-01,true
TX-00676,CU-0676,5451.39,2023-01-23,true
TX-00677,CU-0677,31601.36,2024-12-01,false
TX-00678,CU-0678,40929.74,2023-04-14,false
TX-00679,CU-0679,12382.77,2024-08-20,false
TX-00680,CU-0680,48170.81,2023-04-13,true
TX-00681,CU-0681,29689.78,2023-10-17,false
TX-00682,CU-0682,34162.36,2023-03-28,true
TX-00683,CU-0683,43341.89,2023-09-05,true
TX-00684,CU-0684,46677.55,2024-09-01,true
TX-00685,CU-0685,35854.81,2024-08-11,false
TX-00686,CU-0686,45475.35,2024-08-12,false
TX-00687,CU-0687,15483.71,2023-12-14,false
TX-00688,CU-0688,44099.65,2024-08-16,true
TX-00689,CU-0689,28011.89,2024-10-21,true
TX-00690,CU-0690,40142.28,2024-08-08,true
TX-00691,CU-0691,12419.09,2023-06-01,true
TX-00692,CU-0692,6139.74,2023-05-10,true
TX-00693,CU-0693,40338.5,2024-03-18,true
TX-00694,CU-0694,29420.49,2024-09-07,false
TX-00695,CU-0695,17132.15,2024-11-04,true
TX-00696,CU-0696,24815.91,2023-01-16,true
TX-00697,CU-0697,28762.34,2023-01-27,true
TX-00698,CU-0698,29564.8,2024-11-18,true
TX-00699,CU-0699,39257.0,2024-05-03,true
TX-00700,CU-0700,42295.06,2024-04-24,true
TX-00701,CU-0701,923.4,2023-03-29,true
TX-00702,CU-0702,31998.58,2024-09-27,true
TX-00703,CU-0703,18516.41,2024-10-07,true
TX-00704,CU-0704,27483.23,2024-01-01,false
TX-00705,CU-0705,47112.24,2024-11-20,true
TX-00706,CU-0706,171.17,2023-12-08,false
TX-00707,CU-0707,34294.43,2023-06-14,false
TX-00708,CU-0708,19459.78,2023-12-01,true
TX-00709,CU-0709,49548.97,2023-06-11,true
TX-00710,CU-0710,20493.32,2024-03-09,false
TX-00711,CU-0711,21764.59,2023-11-10,true
TX-00712,CU-0712,9835.33,2024-01-05,true
TX-00713,CU-0713,21623.28,2023-08-18,true
TX-00714,CU-0714,13916.89,2023-04-19,true
TX-00715,CU-0715,5593.7,2023-07-17,true
TX-00716,CU-0716,23542.1,2023-06-27,true
TX-00717,CU-0717,30325.84,2023-12-24,true
TX-00718,CU-0718,25486.14,2023-08-02,true
TX-00719,CU-0719,10795.79,2023-11-12,true
TX-00720,CU-0720,14989.59,2023-07-02,true
TX-00721,CU-0721,31179.65,2023-04-11,true
TX-00722,CU-0722,17629.39,2024-09-17,true
TX-00723,CU-0723,42354.03,2024-03-06,true
TX-00724,CU-0724,7792.93,2024-04-18,true
TX-00725,CU-0725,17450.43,2023-03-26,true
TX-00726,CU-0726,40681.93,2023-03-02,false
TX-00727,CU-0727,21641.34,2024-08-16,false
TX-00728,CU-0728,27885.64,2023-08-01,true
TX-00729,CU-0729,26499.76,2023-11-04,false
TX-00730,CU-0730,31394.14,2024-10-07,true
TX-00731,CU-0731,8973.74,2024-04-04,true
TX-00732,CU-0732,28776.99,2023-03-18,true
TX-00733,CU-0733,9901.41,2024-03-10,true
TX-00734,CU-0734,38703.53,2024-06-07,true
TX-00735,CU-0735,23073.74,2024-12-25,true
TX-00736,CU-0736,41607.39,2024-08-31,true
TX-00737,CU-0737,8295.42,2024-05-14,false
TX-00738,CU-0738,4182.42,2023-10-29,false
TX-00739,CU-0739,18863.95,2024-09-27,true
TX-00740,CU-0740,37185.35,2024-05-12,true
TX-00741,CU-0741,1019.18,2023-03-21,true
TX-00742,CU-0742,3462.37,2024-09-01,true
TX-00743,CU-0743,2820.89,2023-07-04,true
TX-00744,CU-0744,31019.99,2023-08-16,true
TX-00745,CU-0745,18507.88,2023-03-06,true
TX-00746,CU-0746,15114.12,2024-02-10,false
TX-00747,CU-0747,23862.71,2024-12-12,false
TX-00748,CU-0748,28365.69,2023-04-05,false
TX-00749,CU-0749,49946.31,2023-01-07,true
TX-00750,CU-0750,22662.68,2023-08-30,true
TX-00751,CU-0751,42074.56,2023-01-06,false
TX-00752,CU-0752,3846.69,2024-07-18,true
TX-00753,CU-0753,33866.59,2023-09-25,false
TX-00754,CU-0754,19069.59,2023-10-04,true
TX-00755,CU-0755,8561.83,2024-10-27,true
TX-00756,CU-0756,17076.16,2023-02-12,false
TX-00757,CU-0757,42672.33,2023-02-03,true
TX-00758,CU-0758,12128.74,2023-03-13,true
TX-00759,CU-0759,20328.16,2023-06-04,false
TX-00760,CU-0760,49834.53,2024-09-13,false
TX-00761,CU-0761,42135.55,2023-12-07,false
TX-00762,CU-0762,8465.36,2023-11-14,true
TX-00763,CU-0763,43837.6,2024-11-09,false
TX-00764,CU-0764,38006.47,2023-12-12,true
TX-00765,CU-0765,38861.01,2023-04-22,true
TX-00766,CU-0766,2785.28,2024-07-23,true
TX-00767,CU-0767,45525.3,2023-02-13,true
TX-00768,CU-0768,42515.39,2023-11-30,true
TX-00769,CU-0769,45116.4,2023-10-13,true
TX-00770,CU-0770,37438.51,2024-05-20,false
TX-00771,CU-0771,17333.96,2023-02-14,true
TX-00772,CU-0772,20758.4,2023-07-01,true
TX-00773,CU-0773,14672.78,2023-09-18,false
TX-00774,CU-0774,7501.88,2023-01-06,true
TX-00775,CU-0775,32672.53,2023-02-15,true
TX-00776,CU-0776,18003.76,2024-04-28,false
TX-00777,CU-0777,20561.71,2023-04-18,true
TX-00778,CU-0778,16129.08,2023-01-30,true
TX-00779,CU-0779,37891.07,2023-04-24,true
TX-00780,CU-0780,45630.35,2024-07-20,false
TX-00781,CU-0781,22833.11,2023-04-16,true
TX-00782,CU-0782,21679.1,2024-05-14,false
TX-00783,CU-0783,27666.15,2023-08-27,true
TX-00784,CU-0784,29597.58,2023-06-04,true
TX-00785,CU-0785,18183.55,2024-05-11,true
TX-00786,CU-0786,39259.43,2023-02-25,true
TX-00787,CU-0787,29654.5,2023-10-02,true
TX-00788,CU-0788,36728.37,2024-06-30,true
TX-00789,CU-0789,38712.67,2023-12-17,true
TX-00790,CU-0790,4810.87,2023-01-15,true
TX-00791,CU-0791,41191.89,2023-02-09,true
TX-00792,CU-0792,2372.8,2024-10-31,false
TX-00793,CU-0793,46354.63,2024-09-25,true
TX-00794,CU-0794,21911.2,2024-01-23,true
TX-00795,CU-0795,20299.41,2023-12-22,true
TX-00796,CU-0796,42795.48,2023-02-25,false
TX-00797,CU-0797,24413.95,2023-05-28,true
TX-00798,CU-0798,17985.75,2024-07-16,true
TX-00799,CU-0799,30630.47,2024-07-26,true
TX-00800,CU-0800,45569.05,2024-07-02,false
TX-00801,CU-0801,31989.7,2024-03-23,false
TX-00802,CU-0802,42583.99,2024-07-31,true
TX-00803,CU-0803,3108.26,2024-12-19,false
TX-00804,CU-0804,34818.68,2024-10-05,true
TX-00805,CU-0805,12256.36,2024-01-17,true
TX-00806,CU-0806,48876.59,2024-10-12,true
TX-00807,CU-0807,13147.6,2023-01-16,true
TX-00808,CU-0808,21278.39,2024-01-13,true
TX-00809,CU-0809,46057.4,2023-02-21,true
TX-00810,CU-0810,45778.69,2023-12-03,false
TX-00811,CU-0811,27101.54,2023-07-04,false
TX-00812,CU-0812,25073.66,2023-01-03,true
TX-00813,CU-0813,18528.86,2023-05-24,true
TX-00814,CU-0814,5862.15,2023-12-04,true
TX-00815,CU-0815,25512.14,2024-11-19,true
TX-00816,CU-0816,10421.12,2024-09-29,true
TX-00817,CU-0817,25648.97,2024-01-03,false
TX-00818,CU-0818,46816.71,2023-01-04,true
TX-00819,CU-0819,16567.72,2024-08-17,false
TX-00820,CU-0820,20364.22,2024-10-01,true
TX-00821,CU-0821,22409.19,2024-06-07,true
TX-00822,CU-0822,33722.52,2023-07-02,true
TX-00823,CU-0823,20644.68,2024-02-26,true
TX-00824,CU-0824,10187.25,2023-07-30,true
TX-00825,CU-0825,15653.76,2023-03-13,true
TX-00826,CU-0826,21539.66,2023-08-01,true
TX-00827,CU-0827,32892.79,2023-11-19,true
TX-00828,CU-0828,47616.76,2024-07-19,false
TX-00829,CU-0829,15987.53,2023-04-22,true
TX-00830,CU-0830,22392.84,2024-07-17,true
TX-00831,CU-0831,37985.14,2023-05-12,false
TX-00832,CU-0832,40648.7,2024-12-09,true
TX-00833,CU-0833,213.33,2023-05-29,true
TX-00834,CU-0834,817.57,2023-01-06,true
TX-00835,CU-0835,46444.57,2024-03-15,true
TX-00836,CU-0836,7650.07,2023-02-13,true
TX-00837,CU-0837,20929.06,2024-03-12,true
TX-00838,CU-0838,9684.67,2023-03-01,true
TX-00839,CU-0839,9503.46,2023-02-14,false
TX-00840,CU-0840,8494.59,2024-04-20,true
TX-00841,CU-0841,46110.38,2023-05-22,true
TX-00842,CU-0842,20194.21,2024-06-24,true
TX-00843,CU-0843,27226.7,2024-08-10,true
TX-00844,CU-0844,34049.82,2024-06-20,true
TX-00845,CU-0845,36348.34,2023-06-17,true
TX-00846,CU-0846,25183.99,2023-01-24,true
TX-00847,CU-0847,7847.57,2023-10-20,true
TX-00848,CU-0848,22148.86,2023-08-11,true
TX-00849,CU-0849,27942.65,2023-01-05,true
TX-00850,CU-0850,45417.35,2024-04-11,false
TX-00851,CU-0851,12341.71,2023-09-19,false
TX-00852,CU-0852,31723.73,2024-02-01,true
TX-00853,CU-0853,1487.33,2024-12-21,true
TX-00854,CU-0854,30295.97,2024-08-14,true
TX-00855,CU-0855,24940.01,2024-07-23,true
TX-00856,CU-0856,38799.31,2024-12-23,true
TX-00857,CU-0857,36750.29,2024-06-22,true
TX-00858,CU-0858,39328.11,2023-11-24,true
TX-00859,CU-0859,35723.12,2023-10-18,true
TX-00860,CU-0860,49109.42,2023-10-04,false
TX-00861,CU-0861,9827.7,2023-04-24,true
TX-00862,CU-0862,40361.94,2023-12-27,true
TX-00863,CU-0863,1610.98,2023-11-13,true
TX-00864,CU-0864,44845.0,2023-04-28,true
TX-00865,CU-0865,5851.04,2024-09-21,true
TX-00866,CU-0866,31560.05,2023-11-20,true
TX-00867,CU-0867,39414.54,2024-02-16,true
TX-00868,CU-0868,49698.85,2023-06-15,true
TX-00869,CU-0869,21678.4,2023-01-25,true
TX-00870,CU-0870,21920.27,2023-08-27,true
TX-00871,CU-0871,6756.58,2023-07-27,true
TX-00872,CU-0872,17913.99,2023-09-16,true
TX-00873,CU-0873,20619.87,2024-03-17,true
TX-00874,CU-0874,24866.91,2024-10-18,true
TX-00875,CU-0875,32594.64,2023-03-23,false
TX-00876,CU-0876,11598.41,2024-01-10,true
TX-00877,CU-0877,41097.91,2024-02-27,true
TX-00878,CU-0878,39970.84,2023-03-19,true
TX-00879,CU-0879,2357.37,2023-04-19,true
TX-00880,CU-0880,15452.19,2023-11-15,false
TX-00881,CU-0881,44255.42,2023-10-03,true
TX-00882,CU-0882,14912.81,2024-10-28,true
TX-00883,CU-0883,41069.01,2023-05-14,false
TX-00884,CU-0884,46533.2,2023-07-22,true
TX-00885,CU-0885,18682.08,2024-02-14,true
TX-00886,CU-0886,31363.64,2024-11-26,true
TX-00887,CU-0887,10677.82,2023-09-16,false
TX-00888,CU-0888,13494.03,2023-06-01,true
TX-00889,CU-0889,15512.47,2024-08-12,false
TX-00890,CU-0890,34293.89,2023-12-31,true
TX-00891,CU-0891,44439.34,2024-11-19,false
TX-00892,CU-0892,7856.55,2024-01-18,true
TX-00893,CU-0893,36061.68,2023-12-18,true
TX-00894,CU-0894,46600.35,2023-07-11,true
TX-00895,CU-0895,48113.41,2024-06-26,true
TX-00896,CU-0896,19974.32,2023-10-08,false
TX-00897,CU-0897,48310.26,2023-05-18,false
TX-00898,CU-0898,32171.95,2023-10-22,true
TX-00899,CU-0899,33958.47,2024-06-21,true
TX-00900,CU-0900,2699.09,2024-04-28,true
TX-00901,CU-0901,13704.65,2024-09-27,true
TX-00902,CU-0902,28150.39,2023-01-11,true
TX-00903,CU-0903,22120.2,2023-10-26,true
TX-00904,CU-0904,28500.23,2023-03-09,true
TX-00905,CU-0905,6341.1,2023-12-31,true
TX-00906,CU-0906,14216.45,2024-08-29,true
TX-00907,CU-0907,28653.08,2023-04-01,true
TX-00908,CU-0908,33930.55,2023-12-26,true
TX-00909,CU-0909,14348.2,2023-09-29,false
TX-00910,CU-0910,20726.05,2024-10-29,true
TX-00911,CU-0911,14630.05,2023-11-27,true
TX-00912,CU-0912,30972.68,2024-04-28,true
TX-00913,CU-0913,31862.38,2023-03-15,true
TX-00914,CU-0914,25548.17,2023-11-24,true
TX-00915,CU-0915,10878.3,2024-04-20,false
TX-00916,CU-0916,42788.14,2024-03-30,true
TX-00917,CU-0917,20115.01,2023-05-14,false
TX-00918,CU-0918,46584.43,2024-12-31,true
TX-00919,CU-0919,7654.6,2024-05-22,true
TX-00920,CU-0920,24068.36,2024-09-28,true
TX-00921,CU-0921,24736.65,2023-12-03,true
TX-00922,CU-0922,41791.78,2023-07-19,true
TX-00923,CU-0923,13862.76,2023-04-21,false
TX-00924,CU-0924,45724.88,2024-04-08,true
TX-00925,CU-0925,40430.58,2024-09-11,true
TX-00926,CU-0926,15790.82,2024-08-14,false
TX-00927,CU-0927,41560.41,2024-05-20,false
TX-00928,CU-0928,48059.63,2023-03-14,true
TX-00929,CU-0929,39651.01,2023-08-07,true
TX-00930,CU-0930,30816.88,2024-03-09,true
TX-00931,CU-0931,5636.85,2023-01-21,true
TX-00932,CU-0932,15391.53,2024-09-17,true
TX-00933,CU-0933,45763.16,2024-04-20,false
TX-00934,CU-0934,11372.97,2024-10-29,true
TX-00935,CU-0935,149.79,2023-08-09,true
TX-00936,CU-0936,36511.93,2024-04-23,false
TX-00937,CU-0937,33779.4,2024-01-30,true
TX-00938,CU-0938,30554.97,2023-11-21,true
TX-00939,CU-0939,33420.0,2023-07-31,true
TX-00940,CU-0940,16265.33,2024-09-09,false
TX-00941,CU-0941,32710.43,2023-10-02,true
TX-00942,CU-0942,32991.38,2023-11-20,true
TX-00943,CU-0943,31653.42,2024-11-16,false
TX-00944,CU-0944,41435.65,2024-05-19,true
TX-00945,CU-0945,33291.53,2024-02-28,false
TX-00946,CU-0946,33698.58,2024-07-08,true
TX-00947,CU-0947,46885.57,2023-04-02,true
TX-00948,CU-0948,17762.86,2023-04-18,true
TX-00949,CU-0949,20415.02,2024-02-17,true
TX-00950,CU-0950,16651.38,2023-10-04,false
TX-00951,CU-0951,19616.65,2024-01-16,false
TX-00952,CU-0952,20968.47,2024-10-19,true
TX-00953,CU-0953,36258.62,2024-08-25,true
TX-00954,CU-0954,16884.74,2024-03-19,false
TX-00955,CU-0955,12190.7,2024-09-18,true
TX-00956,CU-0956,15537.83,2024-05-11,false
TX-00957,CU-0957,11022.86,2024-04-18,false
TX-00958,CU-0958,27163.18,2023-01-01,true
TX-00959,CU-0959,28943.28,2023-03-05,true
TX-00960,CU-0960,5586.54,2023-02-21,true
TX-00961,CU-0961,21678.92,2024-04-15,true
TX-00962,CU-0962,23011.46,2024-08-10,true
TX-00963,CU-0963,10144.56,2024-08-31,true
TX-00964,CU-0964,46505.0,2024-02-01,true
TX-00965,CU-0965,41371.59,2023-06-02,true
TX-00966,CU-0966,37550.45,2024-07-08,true
TX-00967,CU-0967,25426.95,2024-05-31,true
TX-00968,CU-0968,49310.62,2024-02-06,true
TX-00969,CU-0969,46030.63,2023-07-11,false
TX-00970,CU-0970,35654.35,2023-03-08,true
TX-00971,CU-0971,49399.62,2023-01-17,true
TX-00972,CU-0972,22621.86,2023-06-05,false
TX-00973,CU-0973,22309.43,2024-06-18,true
TX-00974,CU-0974,9133.72,2023-10-28,true
TX-00975,CU-0975,41494.54,2023-05-02,true
TX-00976,CU-0976,28399.26,2024-11-17,true
TX-00977,CU-0977,20421.58,2023-08-30,true
TX-00978,CU-0978,44100.51,2024-09-17,true
TX-00979,CU-0979,12073.03,2024-08-17,true
TX-00980,CU-0980,2417.47,2024-03-18,true
TX-00981,CU-0981,34120.87,2024-07-13,true
TX-00982,CU-0982,12755.41,2023-06-09,true
TX-00983,CU-0983,48870.15,2023-06-14,false
TX-00984,CU-0984,25031.64,2024-03-12,true
TX-00985,CU-0985,44628.03,2023-10-26,true
TX-00986,CU-0986,19443.07,2023-04-16,true
TX-00987,CU-0987,8167.98,2023-01-03,true
TX-00988,CU-0988,37021.56,2023-12-19,true
TX-00989,CU-0989,31157.58,2024-05-06,false
TX-00990,CU-0990,24213.29,2023-10-19,false
TX-00991,CU-0991,18281.36,2024-06-16,true
TX-00992,CU-0992,30446.98,2023-07-02,true
TX-00993,CU-0993,13205.78,2023-04-13,true
TX-00994,CU-0994,46610.86,2023-07-05,false
TX-00995,CU-0995,511.02,2024-02-18,true
TX-00996,CU-0996,22158.9,2024-05-12,false
TX-00997,CU-0997,15304.14,2024-11-26,true
TX-00998,CU-0998,37179.42,2024-01-15,true
TX-00999,CU-0999,12059.68,2024-10-10,true
TX-01000,CU-1000,20275.94,2023-10-11,true
TX-01001,CU-1001,31131.99,2024-01-07,false
TX-01002,CU-1002,18087.18,2024-05-31,true
TX-01003,CU-1003,15987.63,2023-06-20,true
TX-01004,CU-1004,13945.21,2023-09-15,true
TX-01005,CU-1005,39886.06,2024-05-09,true
TX-01006,CU-1006,27589.88,2024-05-17,true
TX-01007,CU-1007,35475.79,2024-12-08,true
TX-01008,CU-1008,39098.46,2023-06-24,true
TX-01009,CU-1009,25974.4,2023-07-11,true
TX-01010,CU-1010,9471.84,2024-04-07,true
TX-01011,CU-1011,31993.33,2024-06-02,false
TX-01012,CU-1012,18365.84,2024-07-05,true
TX-01013,CU-1013,33223.0,2024-02-23,true
TX-01014,CU-1014,18510.92,2023-05-19,false
TX-01015,CU-1015,38351.21,2023-10-20,true
TX-01016,CU-1016,42560.69,2024-07-11,true
TX-01017,CU-1017,11826.12,2024-03-26,true
TX-01018,CU-1018,1560.92,2024-12-07,true
TX-01019,CU-1019,46752.17,2024-07-17,true
TX-01020,CU-1020,39143.23,2023-08-17,false
TX-01021,CU-1021,34399.76,2024-01-08,true
TX-01022,CU-1022,40323.73,2023-12-07,false
TX-01023,CU-1023,7668.06,2024-07-08,false
TX-01024,CU-1024,33833.59,2023-05-15,false
TX-01025,CU-1025,22383.93,2024-07-26,true
TX-01026,CU-1026,29635.14,2024-10-29,true
TX-01027,CU-1027,47558.86,2024-11-04,true
TX-01028,CU-1028,7053.07,2024-01-26,true
TX-01029,CU-1029,15313.38,2023-07-09,true
TX-01030,CU-1030,12280.87,2024-10-28,true
TX-01031,CU-1031,32570.55,2024-10-28,true
TX-01032,CU-1032,29067.71,2024-09-20,true
TX-01033,CU-1033,26439.61,2024-09-21,true
TX-01034,CU-1034,37987.19,2024-06-15,true
TX-01035,CU-1035,23024.89,2023-10-17,true
TX-01036,CU-1036,20018.7,2023-09-08,false
TX-01037,CU-1037,16691.36,2024-07-25,true
TX-01038,CU-1038,40112.89,2024-05-14,true
TX-01039,CU-1039,42945.57,2024-12-28,false
TX-01040,CU-1040,39069.11,2023-08-18,false
TX-01041,CU-1041,46112.53,2023-02-26,true
TX-01042,CU-1042,12042.13,2024-08-28,true
TX-01043,CU-1043,25635.56,2023-09-25,false
TX-01044,CU-1044,40538.65,2024-04-28,true
TX-01045,CU-1045,6160.9,2024-01-31,true
TX-01046,CU-1046,2872.52,2024-12-03,true
TX-01047,CU-1047,22394.03,2023-01-18,true
TX-01048,CU-1048,26298.88,2024-07-18,false
TX-01049,CU-1049,1218.55,2023-08-12,true
TX-01050,CU-1050,43275.98,2023-06-21,true
TX-01051,CU-1051,494.1,2023-12-19,true
TX-01052,CU-1052,30102.3,2023-07-05,true
TX-01053,CU-1053,9756.47,2024-10-29,true
TX-01054,CU-1054,1504.66,2024-08-02,true
TX-01055,CU-1055,15593.69,2023-03-18,false
TX-01056,CU-1056,43266.65,2023-08-30,true
TX-01057,CU-1057,44725.22,2023-06-10,false
TX-01058,CU-1058,369.96,2023-07-29,true
TX-01059,CU-1059,1370.85,2024-02-16,true
TX-01060,CU-1060,15622.34,2024-08-13,true
TX-01061,CU-1061,33280.46,2023-12-13,true
TX-01062,CU-1062,19796.34,2023-07-27,true
TX-01063,CU-1063,48773.45,2024-05-04,false
TX-01064,CU-1064,16878.32,2023-08-31,true
TX-01065,CU-1065,49015.25,2024-01-06,false
TX-01066,CU-1066,16011.03,2024-05-31,true
TX-01067,CU-1067,5107.56,2023-05-26,true
TX-01068,CU-1068,15510.9,2024-06-15,true
TX-01069,CU-1069,48254.76,2023-01-19,true
TX-01070,CU-1070,25548.45,2024-11-22,false
TX-01071,CU-1071,8075.22,2023-04-11,true
TX-01072,CU-1072,119.51,2024-01-20,true
TX-01073,CU-1073,358.22,2023-01-17,true
