tarjetaId,ultimosCuatroDigitos,tipoTarjeta,limiteCredito,fechaVencimiento,bloqueada,intentosFallidos,redesContactadas,fechaEmision,banco
TJ-0287,8725,prepago,35249.09,2024-08-05,false,0,Visa|Amex,2020-10-25,BAC
TJ-0288,8303,credito,14087.79,2026-02-21,false,0,Amex,2019-05-23,Industrial
TJ-0289,7015,debito,32096.25,2024-12-03,false,0,Amex|Mastercard,2018-02-21,HSBC
TJ-0290,8207,credito,30029.65,2028-03-02,false,2,Mastercard,2022-09-21,Banistmo
TJ-0291,7326,debito,19106.93,2027-12-31,false,1,Amex|Visa,2019-01-28,Citibank
TJ-0292,9837,credito,23714.8,2025-10-06,false,1,Visa|Mastercard,2020-04-24,G&T Continental
TJ-0293,8377,credito,32736.96,2028-10-21,false,2,Amex|Visa,2020-12-13,G&T Continental
TJ-0294,4496,prepago,40336.66,2024-06-04,false,0,Amex|Mastercard,2023-10-23,Industrial
TJ-0295,2315,prepago,19242.43,2026-09-01,false,0,Amex,2023-09-20,Citibank
TJ-0296,7891,debito,40095.52,2024-11-26,false,2,Visa,2021-09-20,BAC
TJ-0297,8117,prepago,32818.17,2028-07-16,false,2,Mastercard,2023-02-18,Industrial
TJ-0298,9097,debito,24080.53,2027-05-04,false,2,Visa|Amex,2022-01-07,Banrural
TJ-0299,1015,credito,26859.12,2026-01-28,false,1,Mastercard,2022-04-11,G&T Continental
TJ-0300,6328,debito,28733.0,2028-06-28,false,0,Mastercard|Visa,2022-08-26,Industrial
TJ-0301,5213,prepago,17504.03,2027-03-29,false,0,Amex,2021-11-25,Citibank
TJ-0302,5685,debito,18752.4,2028-02-16,false,0,Mastercard,2018-08-27,Davivienda
TJ-0303,1877,credito,37178.21,2025-01-07,false,0,Amex,2023-03-31,Industrial
TJ-0304,7161,credito,34461.92,2025-11-18,false,1,Amex|Mastercard,2020-04-19,G&T Continental
TJ-0305,4350,debito,45988.08,2029-01-25,false,1,Amex,2018-09-25,Banistmo
TJ-0306,1083,credito,29432.76,2024-05-16,false,2,Mastercard,2023-10-29,Banistmo
TJ-0307,1375,prepago,22675.89,2025-09-23,false,1,Mastercard|Amex,2020-03-20,Davivienda
TJ-0308,6948,prepago,47032.81,2025-01-09,false,1,Visa|Amex,2020-03-21,Davivienda
TJ-0309,7796,debito,45849.29,2028-02-07,true,4,Mastercard,2021-12-04,Davivienda
TJ-0310,5454,debito,22331.12,2027-05-14,false,1,Visa|Amex,2022-12-10,BAC
TJ-0311,6334,credito,25557.5,2024-05-02,false,2,Mastercard|Amex,2021-11-13,Banrural
TJ-0312,8249,prepago,40143.53,2027-05-25,false,2,Mastercard|Visa,2023-12-06,Industrial
TJ-0313,5480,credito,40949.12,2027-12-24,false,0,Amex|Mastercard,2020-05-27,BAC
TJ-0314,6298,credito,8340.05,2024-07-03,false,2,Mastercard|Amex,2019-11-09,HSBC
TJ-0315,5885,credito,18558.03,2029-12-04,false,1,Visa|Amex,2020-02-04,Banrural
TJ-0316,7371,credito,41304.68,2029-08-28,false,1,Visa,2023-11-05,BAC
TJ-0317,6084,debito,31472.99,2028-04-12,false,1,Mastercard,2018-08-29,Industrial
TJ-0318,5252,debito,14534.03,2028-10-28,false,2,Amex,2018-12-02,Banistmo
TJ-0319,3906,credito,40811.99,2024-06-30,true,6,Amex|Mastercard,2021-12-09,Banistmo
TJ-0320,2149,prepago,28588.42,2024-06-30,false,0,Visa|Mastercard,2023-11-05,Industrial
TJ-0321,7108,credito,42409.53,2028-08-30,false,2,Visa|Amex,2020-07-04,Citibank
TJ-0322,1005,credito,9200.16,2027-10-19,false,1,Amex,2018-02-17,Banrural
TJ-0323,1510,credito,10033.61,2027-04-20,false,1,Visa|Amex,2022-03-16,BAC
TJ-0324,2484,prepago,15464.98,2025-04-19,false,0,Amex|Mastercard,2018-05-29,Citibank
TJ-0325,2554,prepago,40835.97,2026-06-30,false,2,Amex|Mastercard,2018-11-30,Banistmo
TJ-0326,9068,credito,24668.33,2024-02-16,false,2,Amex|Visa,2020-04-15,G&T Continental
TJ-0327,6990,credito,25029.39,2025-02-19,false,2,Visa|Amex,2020-06-20,Industrial
TJ-0328,2216,credito,14692.98,2027-12-16,false,0,Visa,2020-12-22,BAC
TJ-0329,4493,debito,43766.32,2024-10-26,false,1,Mastercard|Amex,2022-04-28,G&T Continental
TJ-0330,5176,prepago,1338.35,2028-06-24,false,0,Amex,2020-01-13,Banistmo
TJ-0331,3151,prepago,2608.42,2026-07-29,false,0,Amex|Mastercard,2018-10-28,Banistmo
TJ-0332,2528,credito,6398.2,2028-11-02,false,0,Amex,2018-12-02,Banrural
TJ-0333,3158,prepago,35812.32,2026-07-31,false,2,Visa,2018-08-31,G&T Continental
TJ-0334,9322,debito,29459.65,2025-07-09,false,0,Visa|Amex,2019-04-17,HSBC
TJ-0335,6584,prepago,22093.27,2029-08-30,false,2,Visa,2022-05-04,Banrural
TJ-0336,7628,prepago,3371.71,2027-03-26,false,1,Mastercard,2019-10-31,Banrural
TJ-0337,1802,credito,39837.72,2024-01-25,true,4,Mastercard|Visa,2018-02-24,HSBC
TJ-0338,7669,credito,43945.7,2024-11-04,false,2,Visa|Mastercard,2018-06-06,Industrial
TJ-0339,6335,debito,14743.98,2027-12-14,false,0,Visa|Mastercard,2023-08-17,BAC
TJ-0340,3157,prepago,47288.56,2026-12-10,false,1,Mastercard|Visa,2021-11-27,BAC
TJ-0341,3320,prepago,49157.3,2024-11-16,false,1,Amex,2018-03-07,HSBC
TJ-0342,8443,prepago,22710.07,2028-10-31,false,0,Visa|Mastercard,2023-02-04,Banistmo
TJ-0343,2402,prepago,40514.68,2026-03-10,false,0,Mastercard,2021-03-16,Davivienda
TJ-0344,7567,credito,24001.25,2027-04-17,false,2,Amex|Mastercard,2018-02-28,G&T Continental
TJ-0345,7347,credito,30828.77,2028-12-31,false,1,Visa,2022-05-18,Banistmo
TJ-0346,9849,debito,22333.93,2026-02-15,false,1,Mastercard,2022-06-27,Banistmo
TJ-0347,1753,credito,20395.87,2028-03-30,false,0,Amex|Mastercard,2021-04-24,BAC
TJ-0348,6962,debito,47640.43,2026-04-24,false,0,Mastercard,2019-08-30,HSBC
TJ-0349,4327,debito,8417.21,2028-05-17,false,0,Amex,2021-08-07,HSBC
TJ-0350,2024,debito,9807.89,2028-01-22,false,0,Visa|Amex,2022-01-14,Industrial
TJ-0351,2436,credito,36230.61,2029-10-10,false,1,Mastercard|Visa,2021-09-11,Industrial
TJ-0352,3447,credito,8321.73,2025-05-21,false,0,Visa,2021-01-14,HSBC
TJ-0353,4706,prepago,6341.14,2027-02-09,false,2,Mastercard,2018-05-07,Davivienda
TJ-0354,5345,prepago,45439.76,2026-03-17,false,2,Mastercard|Visa,2021-05-29,BAC
TJ-0355,2583,credito,21927.12,2029-12-14,false,0,Visa,2020-06-07,Davivienda
TJ-0356,9471,credito,25610.16,2024-03-04,false,0,Visa|Mastercard,2019-10-29,Banistmo
TJ-0357,8588,prepago,38845.49,2028-11-17,false,0,Mastercard|Amex,2023-01-24,HSBC
TJ-0358,6682,credito,21433.56,2027-05-15,false,2,Visa,2023-07-17,G&T Continental
TJ-0359,5840,prepago,10098.29,2027-08-11,false,0,Visa|Amex,2023-03-24,G&T Continental
TJ-0360,6425,credito,49260.34,2026-10-28,false,1,Visa|Amex,2023-09-24,Davivienda
TJ-0361,5292,debito,20438.8,2028-11-17,false,1,Amex|Visa,2023-12-21,G&T Continental
TJ-0362,9112,debito,16726.69,2029-08-12,false,1,Amex,2019-06-14,BAC
TJ-0363,6134,credito,4540.51,2026-05-31,false,2,Amex|Mastercard,2020-02-16,Banrural
TJ-0364,3232,debito,7291.33,2024-05-21,false,1,Amex|Visa,2020-11-18,HSBC
TJ-0365,2995,credito,40458.2,2024-11-30,false,1,Mastercard|Visa,2022-04-14,HSBC
TJ-0366,8558,debito,14289.83,2026-04-18,false,0,Amex,2023-05-16,Banrural
TJ-0367,6937,credito,12127.0,2026-09-22,false,1,Visa|Mastercard,2023-03-30,BAC
TJ-0368,1748,prepago,11095.07,2027-05-24,true,6,Mastercard|Amex,2022-02-01,Citibank
TJ-0369,7772,prepago,4372.14,2029-12-13,false,2,Mastercard,2023-09-28,Banistmo
TJ-0370,3143,credito,18951.45,2025-09-20,true,10,Visa|Mastercard,2022-11-26,Industrial
TJ-0371,9045,debito,29585.2,2024-07-03,false,0,Visa,2019-10-19,G&T Continental
TJ-0372,6267,debito,28280.64,2028-12-03,false,0,Mastercard|Visa,2019-04-27,HSBC
TJ-0373,9607,credito,40080.23,2029-03-12,false,1,Mastercard|Amex,2020-11-13,BAC
TJ-0374,4623,debito,19864.8,2027-12-17,false,1,Visa,2023-01-15,Banistmo
TJ-0375,3281,credito,42885.56,2025-09-25,false,0,Amex,2019-06-05,Banrural
TJ-0376,4482,prepago,21351.57,2025-11-06,false,1,Mastercard|Visa,2022-10-14,HSBC
TJ-0377,4530,prepago,11093.53,2024-02-15,false,1,Amex|Mastercard,2019-11-12,BAC
TJ-0378,7568,prepago,48364.49,2024-05-12,false,1,Visa|Amex,2020-01-15,Industrial
TJ-0379,5335,credito,49925.58,2029-11-04,false,2,Amex|Visa,2019-04-06,HSBC
TJ-0380,8094,debito,5805.82,2026-12-06,false,0,Visa,2022-05-12,Industrial
TJ-0381,2447,debito,38099.97,2024-03-18,false,1,Mastercard,2020-10-30,Banrural
TJ-0382,7730,prepago,17564.48,2027-12-03,true,8,Amex|Mastercard,2019-11-15,Banrural
TJ-0383,9186,prepago,37980.57,2025-03-03,false,0,Visa|Mastercard,2021-10-10,Davivienda
TJ-0384,7549,debito,21955.82,2029-07-09,false,1,Mastercard|Visa,2022-01-18,Banistmo
TJ-0385,6056,credito,24790.79,2024-10-25,true,8,Amex,2018-04-07,HSBC
TJ-0386,9050,credito,10407.44,2024-02-23,false,2,Mastercard|Visa,2022-01-28,BAC
TJ-0387,2228,credito,11973.25,2025-03-11,true,8,Amex|Visa,2021-06-14,HSBC
TJ-0388,4257,debito,48619.18,2029-08-07,false,2,Visa,2020-12-07,BAC
TJ-0389,9594,debito,5765.19,2028-04-23,true,7,Amex|Visa,2021-07-01,Banrural
TJ-0390,8884,credito,26985.46,2024-04-19,false,1,Amex|Mastercard,2023-03-07,Industrial
TJ-0391,3973,credito,29617.63,2028-06-03,false,0,Visa,2020-03-04,Davivienda
TJ-0392,6006,credito,34056.71,2024-08-22,false,1,Amex|Mastercard,2019-10-11,HSBC
TJ-0393,8683,credito,33564.08,2028-01-31,false,1,Amex|Visa,2019-10-05,Davivienda
TJ-0394,2942,credito,34383.24,2027-06-16,false,2,Mastercard,2023-08-07,Industrial
TJ-0395,3996,prepago,41997.96,2028-08-21,false,0,Amex|Mastercard,2022-07-23,Banistmo
TJ-0396,1572,prepago,17808.1,2029-04-26,false,0,Amex|Mastercard,2023-05-16,HSBC
TJ-0397,4187,debito,14416.53,2029-07-25,false,0,Mastercard,2020-04-02,G&T Continental
TJ-0398,9073,prepago,21790.56,2027-12-07,false,2,Mastercard|Amex,2023-10-24,Davivienda
TJ-0399,7344,debito,31332.0,2026-12-21,false,1,Mastercard,2021-12-19,Industrial
TJ-0400,8263,debito,43313.18,2024-05-27,false,2,Mastercard,2018-04-07,Citibank
TJ-0401,9112,credito,30425.27,2024-01-23,false,2,Amex|Mastercard,2021-07-13,Industrial
TJ-0402,5238,debito,43998.93,2026-08-28,false,1,Mastercard|Visa,2023-05-29,BAC
TJ-0403,9717,credito,10737.36,2029-12-25,false,1,Amex|Visa,2020-02-04,Banrural
TJ-0404,7222,debito,48824.88,2029-11-19,false,0,Visa|Mastercard,2020-06-25,Davivienda
TJ-0405,5502,credito,18235.66,2028-05-01,false,0,Amex,2020-11-20,BAC
TJ-0406,1751,prepago,44095.48,2028-07-27,false,1,Amex,2023-01-26,Banistmo
TJ-0407,5773,debito,23896.68,2028-10-15,false,1,Mastercard|Visa,2020-10-11,Industrial
TJ-0408,3236,debito,10631.73,2029-04-27,false,1,Mastercard,2019-08-24,BAC
TJ-0409,5647,credito,3615.24,2024-12-29,false,0,Amex,2023-06-27,Banistmo
TJ-0410,9737,credito,34421.02,2027-09-05,true,4,Mastercard|Amex,2023-03-06,Davivienda
TJ-0411,8689,credito,26400.11,2026-08-24,false,0,Visa|Mastercard,2020-10-27,Industrial
TJ-0412,8326,prepago,19189.03,2029-04-21,false,2,Mastercard,2018-04-04,Citibank
TJ-0413,4005,debito,2553.51,2029-03-29,false,0,Amex|Mastercard,2021-09-30,Banistmo
TJ-0414,1990,debito,5174.63,2025-05-05,false,0,Visa,2022-06-23,Banrural
TJ-0415,2798,credito,10192.56,2029-03-06,false,1,Amex|Mastercard,2019-02-24,Industrial
TJ-0416,5070,debito,21150.07,2029-08-12,false,1,Mastercard,2023-08-31,BAC
TJ-0417,2083,credito,31770.46,2028-07-14,false,2,Visa|Amex,2022-10-17,HSBC
TJ-0418,1586,debito,26857.8,2027-05-19,true,10,Amex|Visa,2018-02-13,Industrial
TJ-0419,6755,debito,11440.27,2027-09-07,false,2,Amex|Visa,2021-04-07,HSBC
TJ-0420,8851,credito,26189.56,2024-02-10,false,0,Mastercard,2023-09-04,Industrial
TJ-0421,7389,debito,13039.52,2024-12-04,false,1,Amex|Mastercard,2023-08-21,HSBC
TJ-0422,5377,credito,27990.47,2027-07-16,false,2,Visa,2020-03-29,G&T Continental
TJ-0423,1551,debito,31690.33,2028-03-02,false,1,Amex,2021-11-02,G&T Continental
TJ-0424,1886,credito,37417.64,2025-10-13,false,0,Visa,2022-07-06,Banistmo
TJ-0425,1349,prepago,41303.53,2025-11-07,false,0,Mastercard|Amex,2020-12-20,BAC
TJ-0426,1480,debito,30264.86,2025-04-25,false,1,Visa|Amex,2023-03-12,Industrial
TJ-0427,1421,credito,8152.51,2028-01-03,false,0,Amex,2021-08-29,BAC
TJ-0428,3097,credito,4840.92,2029-12-17,true,5,Amex,2022-04-24,G&T Continental
TJ-0429,1908,debito,26888.93,2025-05-24,false,2,Amex,2020-08-30,BAC
TJ-0430,6678,debito,27003.65,2029-01-10,false,0,Mastercard|Amex,2023-01-06,Industrial
TJ-0431,9608,prepago,8367.69,2027-09-11,false,2,Visa|Amex,2022-03-15,Banrural
TJ-0432,8962,credito,43118.58,2026-02-08,false,2,Mastercard,2021-01-29,G&T Continental
TJ-0433,2613,prepago,17821.46,2028-01-24,false,1,Amex|Mastercard,2023-12-03,Banrural
TJ-0434,6545,prepago,3009.92,2024-08-07,false,2,Amex,2022-09-30,Citibank
TJ-0435,5289,prepago,25588.59,2028-05-06,false,0,Visa|Mastercard,2023-10-01,HSBC
TJ-0436,2886,prepago,42420.03,2024-05-04,false,2,Amex,2020-11-11,HSBC
TJ-0437,5759,credito,12629.03,2027-09-23,false,0,Mastercard|Amex,2021-11-20,Citibank
TJ-0438,4446,debito,43186.19,2029-09-13,false,2,Visa,2023-09-11,G&T Continental
TJ-0439,8317,debito,39022.24,2027-05-13,false,1,Amex|Mastercard,2023-07-13,HSBC
TJ-0440,3947,debito,14909.72,2025-04-26,false,0,Amex,2023-01-07,G&T Continental
TJ-0441,5068,debito,30210.62,2024-06-06,false,0,Visa|Mastercard,2021-09-17,Citibank
TJ-0442,5656,prepago,41774.26,2028-08-31,false,1,Amex|Visa,2022-11-23,Banistmo
TJ-0443,6585,debito,33290.56,2029-06-24,false,0,Mastercard,2022-01-31,Industrial
TJ-0444,1489,credito,39049.64,2028-10-31,false,1,Amex|Visa,2022-03-19,HSBC
TJ-0445,3537,credito,25050.13,2029-05-31,false,1,Visa|Amex,2021-03-05,Citibank
TJ-0446,4308,debito,6057.73,2024-07-21,false,0,Mastercard|Amex,2021-10-09,Industrial
TJ-0447,6786,debito,31501.86,2027-10-09,false,1,Visa|Amex,2022-10-03,Industrial
TJ-0448,8924,prepago,48556.45,2028-08-25,false,1,Amex,2021-12-29,BAC
TJ-0449,2501,credito,25634.36,2024-07-27,false,1,Visa,2023-04-25,Banrural
TJ-0450,6400,prepago,24105.91,2027-08-08,false,0,Amex,2023-02-15,Industrial
TJ-0451,7286,credito,39143.38,2026-09-20,false,0,Visa|Mastercard,2018-04-11,Banrural
TJ-0452,7091,prepago,10648.27,2024-11-16,true,4,Mastercard,2020-04-18,G&T Continental
TJ-0453,7650,debito,3375.89,2026-02-16,true,6,Amex,2022-11-11,Industrial
TJ-0454,1697,credito,45572.71,2026-08-25,false,2,Amex|Visa,2018-09-15,Industrial
TJ-0455,5642,debito,26466.92,2028-08-15,false,1,Mastercard|Visa,2021-01-23,G&T Continental
TJ-0456,9907,credito,15649.9,2025-01-14,false,0,Visa|Mastercard,2022-11-17,HSBC
TJ-0457,3439,prepago,40992.43,2027-06-11,false,1,Mastercard,2023-03-12,Industrial
TJ-0458,3727,debito,30364.28,2028-11-13,false,1,Mastercard,2021-09-02,Banrural
TJ-0459,8772,debito,41414.65,2027-05-23,false,1,Mastercard,2022-05-09,Davivienda
TJ-0460,6012,debito,19817.09,2026-06-08,false,2,Visa|Amex,2021-09-01,Citibank
TJ-0461,7608,debito,33026.13,2026-03-13,false,2,Visa|Amex,2022-04-01,BAC
TJ-0462,7144,debito,38517.95,2028-05-10,false,1,Amex|Visa,2019-05-14,G&T Continental
TJ-0463,3390,credito,33584.46,2025-07-12,false,1,Amex|Mastercard,2019-07-17,G&T Continental
TJ-0464,4711,debito,11181.65,2029-06-13,false,2,Visa|Mastercard,2018-09-21,Industrial
TJ-0465,9059,debito,35635.36,2029-11-03,false,1,Amex|Visa,2018-07-30,HSBC
TJ-0466,6371,prepago,19867.07,2027-08-26,false,2,Amex|Mastercard,2022-03-04,Davivienda
TJ-0467,1034,credito,44447.93,2027-10-13,false,0,Mastercard,2023-05-16,Banistmo
TJ-0468,5185,prepago,13934.42,2028-08-23,false,0,Mastercard,2018-05-30,Citibank
TJ-0469,5183,debito,18401.45,2026-10-26,false,1,Visa,2018-09-09,HSBC
TJ-0470,9357,debito,22710.76,2029-02-10,false,2,Mastercard,2019-07-17,BAC
TJ-0471,2356,prepago,29147.5,2029-12-01,false,1,Mastercard,2022-08-02,Citibank
TJ-0472,4857,credito,16513.34,2027-08-01,false,0,Amex,2020-12-13,Industrial
TJ-0473,4044,prepago,28570.08,2029-05-02,false,1,Amex|Visa,2020-02-02,Davivienda
TJ-0474,1780,debito,7313.98,2026-04-17,false,2,Visa,2022-07-06,BAC
TJ-0475,9280,prepago,48556.6,2029-07-04,false,0,Mastercard,2019-09-11,G&T Continental
TJ-0476,9662,debito,18129.01,2027-04-25,false,2,Mastercard|Visa,2021-09-29,G&T Continental
TJ-0477,3952,debito,31204.65,2028-10-24,false,0,Mastercard,2020-06-01,Citibank
TJ-0478,9254,credito,3192.61,2024-01-26,false,2,Mastercard|Amex,2019-05-21,Industrial
TJ-0479,2258,credito,30171.59,2025-09-19,true,5,Mastercard,2023-02-10,HSBC
TJ-0480,4295,debito,6401.32,2029-01-04,false,0,Visa,2021-03-06,Industrial
TJ-0481,3068,debito,14818.19,2024-12-22,true,5,Mastercard|Amex,2021-12-10,Banistmo
TJ-0482,3875,credito,10861.07,2024-12-20,false,1,Mastercard|Visa,2022-09-11,G&T Continental
TJ-0483,6338,debito,17580.23,2028-09-20,false,1,Visa,2020-09-18,Banistmo
TJ-0484,8750,prepago,3814.71,2029-02-05,false,2,Visa|Amex,2018-02-01,Citibank
TJ-0485,8153,prepago,24883.98,2028-10-11,false,2,Mastercard,2023-03-09,Banrural
TJ-0486,3913,credito,35193.39,2025-01-09,false,1,Amex|Visa,2020-01-09,Industrial
TJ-0487,4074,prepago,40369.68,2026-08-05,false,0,Mastercard|Amex,2021-08-02,Banrural
TJ-0488,7858,debito,24180.94,2024-08-17,false,1,Visa|Amex,2019-03-20,Industrial
TJ-0489,5446,credito,20401.3,2026-12-21,true,9,Amex|Mastercard,2019-03-29,BAC
TJ-0490,1565,debito,4372.38,2024-09-22,false,1,Amex|Visa,2021-07-18,Banrural
TJ-0491,4626,credito,14937.23,2028-02-04,true,6,Mastercard,2020-04-11,Industrial
TJ-0492,8896,prepago,38840.06,2027-05-24,true,6,Amex|Visa,2018-01-12,HSBC
TJ-0493,5317,credito,23091.02,2029-01-12,true,3,Visa,2023-03-10,BAC
TJ-0494,5416,debito,4012.9,2026-01-23,false,1,Amex,2020-07-06,Industrial
TJ-0495,8711,credito,23004.96,2028-03-12,false,1,Mastercard,2022-03-31,Davivienda
TJ-0496,6809,prepago,5625.29,2026-08-27,false,2,Visa,2018-10-11,BAC
TJ-0497,6948,prepago,5114.15,2028-03-30,false,2,Visa,2018-10-29,Davivienda
TJ-0498,7156,debito,32535.57,2024-04-24,false,2,Amex|Mastercard,2018-06-26,Banistmo
TJ-0499,5849,debito,41573.7,2027-09-30,false,2,Mastercard,2023-03-29,BAC
TJ-0500,7261,debito,1328.62,2026-12-04,false,1,Visa,2023-04-05,Citibank
TJ-0501,3986,debito,6422.31,2025-10-17,false,1,Visa,2022-04-18,Banrural
TJ-0502,8145,prepago,43176.31,2024-03-22,false,2,Visa,2020-06-21,Banistmo
TJ-0503,2114,prepago,14638.57,2024-01-15,false,2,Amex,2023-03-30,BAC
TJ-0504,4216,credito,25480.11,2028-07-21,true,5,Mastercard,2023-11-16,Davivienda
TJ-0505,9043,debito,39459.84,2024-12-12,false,1,Visa|Mastercard,2023-09-06,G&T Continental
TJ-0506,2647,credito,28595.24,2028-10-14,false,2,Mastercard|Amex,2018-04-26,Davivienda
TJ-0507,6209,prepago,18738.83,2025-04-04,false,2,Visa,2018-06-01,Citibank
TJ-0508,2968,credito,19051.35,2026-09-10,false,2,Mastercard|Visa,2021-12-11,BAC
TJ-0509,6847,credito,21796.37,2026-12-24,true,9,Visa|Mastercard,2019-05-10,G&T Continental
TJ-0510,9029,prepago,25335.24,2029-09-18,false,1,Mastercard|Amex,2020-09-04,Citibank
TJ-0511,6457,prepago,27953.24,2026-06-04,false,2,Mastercard,2022-05-03,Davivienda
TJ-0512,3907,debito,8085.17,2024-05-27,false,0,Visa,2022-04-06,HSBC
TJ-0513,3016,credito,19694.66,2029-07-03,false,0,Amex,2022-09-18,Industrial
TJ-0514,4915,prepago,2841.01,2024-11-08,false,0,Amex|Visa,2018-06-12,Citibank
TJ-0515,9689,credito,26264.38,2029-05-09,false,1,Visa,2021-09-11,Citibank
TJ-0516,3812,credito,7651.82,2027-02-07,false,2,Mastercard|Amex,2023-08-28,Banrural
TJ-0517,3582,debito,29953.62,2026-03-17,true,7,Visa|Mastercard,2020-08-03,G&T Continental
TJ-0518,3251,prepago,11830.39,2028-12-09,false,2,Amex|Mastercard,2021-10-06,BAC
TJ-0519,5536,prepago,36339.83,2028-12-04,false,1,Mastercard,2021-08-26,Davivienda
TJ-0520,9109,prepago,24643.28,2024-11-19,false,1,Visa|Amex,2019-05-30,HSBC
TJ-0521,6230,credito,18137.37,2029-08-21,false,2,Visa,2021-09-15,Davivienda
TJ-0522,3305,debito,8738.14,2027-01-17,false,2,Amex,2020-02-10,Banistmo
TJ-0523,7113,debito,32538.95,2028-09-06,false,0,Visa|Amex,2019-02-16,Banistmo
TJ-0524,8546,credito,40522.74,2027-07-15,false,1,Mastercard,2021-01-20,Industrial
TJ-0525,5466,debito,40291.41,2024-09-04,false,2,Visa,2021-05-13,G&T Continental
TJ-0526,8765,debito,31489.46,2027-11-29,false,1,Visa,2018-01-06,Banrural
TJ-0527,2163,prepago,27739.18,2028-08-29,false,2,Visa,2019-09-30,Industrial
TJ-0528,6258,credito,26904.8,2029-08-21,false,2,Visa,2019-01-01,Citibank
TJ-0529,1615,credito,15678.84,2028-02-22,false,1,Amex,2019-01-14,Banistmo
TJ-0530,3643,debito,10181.44,2027-10-01,false,1,Mastercard|Visa,2018-01-14,G&T Continental
TJ-0531,4776,debito,35743.39,2028-05-13,false,2,Visa,2020-10-20,HSBC
TJ-0532,2365,debito,13059.88,2027-04-23,true,6,Mastercard|Amex,2018-09-12,Citibank
TJ-0533,5246,debito,34573.84,2024-07-26,false,1,Visa,2023-11-23,Banrural
TJ-0534,6856,credito,20167.96,2027-10-13,true,5,Mastercard,2018-12-16,G&T Continental
TJ-0535,3792,credito,15262.19,2025-03-13,true,10,Mastercard|Visa,2022-04-18,BAC
TJ-0536,6528,debito,13401.55,2024-12-17,false,2,Mastercard|Visa,2020-02-25,Industrial
TJ-0537,8122,debito,18623.17,2024-02-20,false,0,Amex|Visa,2021-09-08,Banistmo
TJ-0538,6234,prepago,6712.07,2025-02-09,false,2,Amex|Mastercard,2019-11-30,BAC
TJ-0539,3911,prepago,40346.7,2025-12-31,false,0,Amex,2019-04-21,Banrural
TJ-0540,3621,prepago,29561.94,2027-01-12,false,2,Mastercard,2019-03-28,HSBC
TJ-0541,2377,credito,40962.8,2028-01-22,true,9,Amex,2019-05-11,HSBC
TJ-0542,7753,debito,8537.98,2025-05-09,false,0,Visa,2023-01-19,HSBC
TJ-0543,3492,credito,31344.71,2029-09-03,false,2,Amex|Mastercard,2022-11-21,Banistmo
TJ-0544,5870,prepago,4631.04,2025-08-24,false,1,Amex,2019-05-26,Industrial
TJ-0545,8488,prepago,17020.49,2025-02-20,false,1,Mastercard|Visa,2021-07-07,Industrial
TJ-0546,2862,prepago,33076.94,2025-01-24,false,0,Visa,2023-10-21,Citibank
TJ-0547,4567,credito,18605.89,2029-12-25,false,0,Mastercard,2020-01-20,HSBC
TJ-0548,1202,prepago,7143.83,2026-10-28,false,1,Mastercard,2023-05-07,Banrural
TJ-0549,3590,credito,49754.56,2027-07-06,false,0,Visa|Amex,2022-10-03,Davivienda
TJ-0550,8343,debito,19858.39,2027-06-27,false,0,Amex,2023-07-15,Banistmo
TJ-0551,8696,debito,3538.64,2029-08-06,false,1,Visa,2018-06-12,Davivienda
TJ-0552,3924,debito,42299.05,2024-07-31,false,0,Visa,2018-05-27,Citibank
TJ-0553,1305,prepago,33987.5,2029-07-12,false,0,Mastercard|Visa,2021-11-12,HSBC
TJ-0554,6674,debito,44382.77,2028-11-24,false,2,Amex,2019-12-30,Davivienda
TJ-0555,8117,prepago,47721.62,2026-08-16,false,2,Amex|Visa,2020-06-18,Banrural
TJ-0556,3773,prepago,29251.35,2028-04-10,false,2,Amex,2019-11-13,Davivienda
TJ-0557,7987,prepago,2045.75,2024-06-11,false,1,Amex,2020-08-09,Citibank
TJ-0558,8481,prepago,12318.26,2029-11-04,false,2,Amex|Visa,2018-10-17,Banrural
TJ-0559,4065,prepago,4962.87,2026-02-22,false,1,Mastercard,2023-03-31,BAC
TJ-0560,8688,prepago,1161.53,2029-05-17,false,1,Amex,2021-05-03,HSBC
TJ-0561,7545,credito,39329.67,2029-02-11,false,1,Amex|Mastercard,2019-05-29,Banrural
TJ-0562,1188,debito,45685.68,2028-01-08,false,0,Amex|Mastercard,2022-01-10,HSBC
TJ-0563,3668,debito,29552.25,2027-10-10,false,0,Visa,2018-05-22,Citibank
TJ-0564,6751,debito,5717.1,2028-08-20,false,0,Visa|Amex,2018-04-17,Banistmo
TJ-0565,6613,credito,33953.69,2028-10-22,false,0,Mastercard|Visa,2021-10-04,BAC
TJ-0566,9048,credito,25334.75,2025-08-06,false,0,Mastercard,2019-07-05,Banistmo
TJ-0567,8976,prepago,39555.45,2029-03-24,false,0,Amex,2019-12-08,Industrial
TJ-0568,9929,credito,7856.45,2024-11-24,false,1,Amex,2020-07-31,Citibank
TJ-0569,6033,prepago,22712.89,2027-08-04,false,0,Visa,2019-10-23,Davivienda
TJ-0570,7932,credito,38113.58,2029-08-01,false,0,Visa,2021-06-06,Industrial
TJ-0571,2722,credito,49819.27,2029-08-25,false,1,Visa,2018-08-09,Banistmo
TJ-0572,6477,prepago,44542.39,2024-04-17,false,0,Amex,2019-01-27,BAC
