clienteId,tarjetaId,fechaAsignacion,esTitular,limitePersonal
CL-0517,TJ-0517,2021-01-02,true,4498.79
CL-0518,TJ-0518,2022-05-25,true,42633.3
CL-0519,TJ-0519,2023-10-14,true,11499.65
CL-0520,TJ-0520,2023-11-21,true,46771.88
CL-0521,TJ-0521,2018-11-30,true,13460.26
CL-0522,TJ-0522,2021-01-15,true,27555.24
CL-0523,TJ-0523,2019-11-15,true,49548.7
CL-0524,TJ-0524,2019-11-04,true,11516.1
CL-0525,TJ-0525,2020-02-24,true,7218.3
CL-0526,TJ-0526,2023-08-19,true,47032.38
CL-0527,TJ-0527,2021-05-18,true,21823.66
CL-0528,TJ-0528,2022-06-07,true,6853.61
CL-0529,TJ-0529,2022-12-27,true,4973.05
CL-0530,TJ-0530,2023-09-14,true,35653.35
CL-0531,TJ-0531,2023-09-16,true,20601.03
CL-0532,TJ-0532,2019-08-24,true,46897.62
CL-0533,TJ-0533,2019-03-31,true,12754.48
CL-0534,TJ-0534,2020-07-17,true,22858.55
CL-0535,TJ-0535,2021-07-26,true,36068.37
CL-0536,TJ-0536,2020-01-02,true,4953.66
CL-0537,TJ-0537,2020-11-30,true,17892.24
CL-0538,TJ-0538,2022-01-03,true,41444.96
CL-0539,TJ-0539,2020-11-20,true,22883.35
CL-0540,TJ-0540,2019-09-25,true,24425.74
CL-0541,TJ-0541,2018-07-30,true,43791.31
CL-0542,TJ-0542,2023-10-15,true,45498.52
CL-0543,TJ-0543,2023-07-10,true,40304.82
CL-0544,TJ-0544,2020-11-07,true,9099.69
CL-0545,TJ-0545,2019-12-19,true,33223.78
CL-0546,TJ-0546,2023-01-28,true,10831.36
CL-0547,TJ-0547,2020-06-13,true,25089.29
CL-0548,TJ-0548,2023-10-11,true,43124.09
CL-0549,TJ-0549,2022-02-02,true,32739.83
CL-0550,TJ-0550,2023-11-20,true,11389.16
CL-0551,TJ-0551,2022-11-29,true,42152.29
CL-0552,TJ-0552,2020-06-29,true,8107.83
CL-0553,TJ-0553,2018-07-26,true,37836.25
CL-0554,TJ-0554,2018-08-02,true,20607.72
CL-0555,TJ-0555,2018-01-19,true,41705.78
CL-0556,TJ-0556,2020-10-06,true,1096.49
CL-0557,TJ-0557,2023-02-06,true,24888.06
CL-0558,TJ-0558,2022-11-16,true,37586.6
CL-0559,TJ-0559,2022-04-13,true,24666.27
CL-0560,TJ-0560,2022-01-28,true,47760.66
CL-0561,TJ-0561,2021-12-28,true,29496.4
CL-0562,TJ-0562,2022-12-15,true,45335.89
CL-0563,TJ-0563,2019-01-19,true,36632.46
CL-0564,TJ-0564,2021-07-23,true,23922.56
CL-0565,TJ-0565,2020-08-17,true,12087.98
CL-0566,TJ-0566,2021-09-23,true,49795.16
CL-0567,TJ-0567,2023-08-17,true,11381.72
CL-0568,TJ-0568,2018-06-02,true,10033.02
CL-0569,TJ-0569,2023-12-28,true,36444.98
CL-0570,TJ-0570,2021-04-07,true,39285.09
CL-0571,TJ-0571,2018-08-18,true,16999.57
CL-0572,TJ-0572,2021-03-31,true,34273.16
CL-0573,TJ-0573,2023-02-22,true,19610.97
CL-0574,TJ-0574,2019-03-06,true,47645.3
CL-0575,TJ-0575,2019-11-23,true,23703.39
CL-0576,TJ-0576,2023-11-19,true,6870.15
CL-0577,TJ-0577,2018-06-29,true,23609.44
CL-0578,TJ-0578,2022-06-30,true,8582.49
CL-0579,TJ-0579,2018-05-28,true,44085.51
CL-0580,TJ-0580,2021-12-17,true,8755.36
CL-0581,TJ-0581,2020-12-09,true,33194.02
CL-0582,TJ-0582,2023-02-05,true,17058.43
CL-0583,TJ-0583,2019-04-20,true,43633.74
CL-0584,TJ-0584,2020-10-02,true,44999.89
CL-0585,TJ-0585,2023-01-04,true,8410.16
CL-0586,TJ-0586,2018-11-20,true,24319.45
CL-0587,TJ-0587,2018-04-04,true,4118.45
CL-0588,TJ-0588,2023-01-02,true,16737.78
CL-0589,TJ-0589,2021-09-14,true,17314.24
CL-0590,TJ-0590,2022-05-23,true,23278.94
CL-0591,TJ-0591,2021-04-20,true,24515.92
CL-0592,TJ-0592,2022-02-17,true,6482.18
CL-0593,TJ-0593,2022-09-11,true,23211.55
CL-0594,TJ-0594,2021-05-28,true,43458.48
CL-0595,TJ-0595,2020-12-02,true,34890.98
CL-0596,TJ-0596,2023-09-13,true,28619.05
CL-0597,TJ-0597,2018-06-23,true,39489.01
CL-0598,TJ-0598,2023-07-04,true,47510.62
CL-0599,TJ-0599,2022-06-21,true,24921.84
CL-0600,TJ-0600,2023-07-07,true,26448.94
CL-0601,TJ-0601,2023-10-12,true,3563.36
CL-0602,TJ-0602,2018-03-16,true,40694.62
CL-0603,TJ-0603,2021-03-18,true,49223.33
CL-0604,TJ-0604,2019-07-10,true,11736.45
CL-0605,TJ-0605,2018-01-08,true,48936.03
CL-0606,TJ-0606,2018-02-09,true,28442.91
CL-0607,TJ-0607,2020-07-07,true,15829.55
CL-0608,TJ-0608,2023-12-25,true,24510.99
CL-0609,TJ-0609,2019-05-09,true,39190.5
CL-0610,TJ-0610,2021-07-05,true,39710.39
CL-0611,TJ-0611,2018-03-16,true,49636.76
CL-0612,TJ-0612,2020-03-13,true,31234.37
CL-0613,TJ-0613,2020-03-06,true,3683.87
CL-0614,TJ-0614,2020-07-30,true,25968.07
CL-0615,TJ-0615,2018-02-10,true,10328.32
CL-0616,TJ-0616,2022-02-21,true,14204.17
CL-0617,TJ-0617,2019-03-08,true,41517.47
CL-0618,TJ-0618,2020-10-18,true,22610.1
CL-0619,TJ-0619,2020-06-20,true,6357.28
CL-0620,TJ-0620,2022-02-21,true,40003.81
CL-0621,TJ-0621,2018-04-29,true,39942.73
CL-0622,TJ-0622,2021-01-13,true,27990.69
CL-0623,TJ-0623,2023-10-10,true,31720.45
CL-0624,TJ-0624,2019-03-20,true,38786.6
CL-0625,TJ-0625,2023-08-05,true,35386.66
CL-0626,TJ-0626,2023-03-10,true,12185.46
CL-0627,TJ-0627,2019-12-28,true,32465.05
CL-0628,TJ-0628,2019-06-30,true,43863.15
CL-0629,TJ-0629,2023-05-25,true,26733.96
CL-0630,TJ-0630,2019-08-10,true,45452.73
CL-0631,TJ-0631,2020-08-21,true,44244.8
CL-0632,TJ-0632,2022-06-11,true,11322.55
CL-0633,TJ-0633,2019-01-21,true,31824.64
CL-0634,TJ-0634,2022-09-15,true,9747.44
CL-0635,TJ-0635,2021-02-06,true,47611.41
CL-0636,TJ-0636,2023-02-28,true,28527.91
CL-0637,TJ-0637,2020-03-15,true,45482.09
CL-0638,TJ-0638,2020-06-30,true,27599.31
CL-0639,TJ-0639,2022-05-07,true,29361.21
CL-0640,TJ-0640,2020-11-20,true,27721.0
CL-0641,TJ-0641,2023-05-19,true,2914.25
CL-0642,TJ-0642,2022-04-05,true,35227.4
CL-0643,TJ-0643,2022-07-25,true,42490.03
CL-0644,TJ-0644,2020-11-16,true,14355.72
CL-0645,TJ-0645,2021-01-27,true,29743.64
CL-0646,TJ-0646,2019-05-07,true,27739.7
CL-0647,TJ-0647,2018-12-02,true,3071.63
CL-0648,TJ-0648,2021-11-06,true,13873.44
CL-0649,TJ-0649,2019-11-13,true,22577.22
CL-0650,TJ-0650,2019-12-19,true,16823.54
CL-0651,TJ-0651,2023-02-25,true,12199.19
CL-0652,TJ-0652,2019-02-24,true,49602.63
CL-0653,TJ-0653,2018-07-10,true,26746.01
CL-0654,TJ-0654,2019-07-10,true,17535.7
CL-0655,TJ-0655,2021-05-19,true,9595.34
CL-0656,TJ-0656,2020-07-07,true,1808.51
CL-0657,TJ-0657,2019-10-23,true,32391.92
CL-0658,TJ-0658,2023-05-02,true,46447.01
CL-0659,TJ-0659,2020-01-07,true,24754.95
CL-0660,TJ-0660,2022-03-06,true,8753.36
CL-0661,TJ-0661,2021-11-09,true,42287.05
CL-0662,TJ-0662,2019-11-20,true,24870.49
CL-0663,TJ-0663,2019-08-26,true,12827.78
CL-0664,TJ-0664,2019-05-09,true,35352.07
CL-0665,TJ-0665,2020-06-26,true,15072.09
CL-0666,TJ-0666,2022-05-01,true,19801.67
CL-0667,TJ-0667,2020-08-15,true,27564.85
CL-0668,TJ-0668,2022-09-08,true,23638.62
CL-0669,TJ-0669,2022-02-05,true,39936.6
CL-0670,TJ-0670,2022-12-04,true,7460.76
CL-0671,TJ-0671,2022-12-11,true,23841.77
CL-0672,TJ-0672,2023-09-16,true,35320.03
CL-0673,TJ-0673,2022-07-27,true,2301.76
CL-0674,TJ-0674,2020-02-12,true,35420.31
CL-0675,TJ-0675,2021-05-18,true,47679.5
CL-0676,TJ-0676,2021-09-19,true,32282.43
CL-0677,TJ-0677,2022-12-09,true,15035.46
CL-0678,TJ-0678,2018-09-07,true,31073.99
CL-0679,TJ-0679,2020-08-09,true,13718.61
CL-0680,TJ-0680,2023-12-28,true,47767.31
CL-0681,TJ-0681,2023-08-27,true,24997.4
CL-0682,TJ-0682,2022-10-16,true,35056.73
CL-0683,TJ-0683,2022-06-29,true,39643.17
CL-0684,TJ-0684,2019-05-31,true,28680.71
CL-0685,TJ-0685,2023-07-31,true,24534.09
CL-0686,TJ-0686,2020-03-01,true,20089.86
CL-0687,TJ-0687,2018-03-21,true,16956.24
CL-0688,TJ-0688,2018-01-09,true,45789.78
CL-0689,TJ-0689,2018-09-21,true,5184.17
CL-0690,TJ-0690,2018-02-22,true,2143.46
CL-0691,TJ-0691,2023-05-29,true,42632.58
CL-0692,TJ-0692,2023-04-13,true,27480.96
CL-0693,TJ-0693,2019-04-24,true,49607.72
CL-0694,TJ-0694,2023-10-25,true,41756.68
CL-0695,TJ-0695,2019-10-03,true,36889.95
CL-0696,TJ-0696,2020-04-12,true,24353.36
CL-0697,TJ-0697,2020-10-21,true,4464.21
CL-0698,TJ-0698,2023-06-09,true,34264.29
CL-0699,TJ-0699,2018-07-15,true,11181.05
CL-0700,TJ-0700,2020-01-22,true,10112.52
CL-0701,TJ-0701,2018-08-20,true,36923.38
CL-0702,TJ-0702,2018-12-29,true,31600.14
CL-0703,TJ-0703,2020-08-03,true,31624.27
CL-0704,TJ-0704,2019-09-07,true,8883.94
CL-0705,TJ-0705,2020-11-23,true,32774.68
CL-0706,TJ-0706,2022-02-21,true,13989.43
CL-0707,TJ-0707,2021-12-04,true,36597.09
CL-0708,TJ-0708,2021-03-07,true,38667.47
CL-0709,TJ-0709,2023-05-30,true,47412.82
CL-0710,TJ-0710,2022-12-23,true,26416.02
CL-0711,TJ-0711,2023-07-18,true,35741.42
CL-0712,TJ-0712,2019-12-17,true,15218.15
CL-0713,TJ-0713,2022-11-29,true,41005.91
CL-0714,TJ-0714,2023-02-26,true,46187.23
CL-0715,TJ-0715,2018-11-07,true,23324.56
CL-0716,TJ-0716,2018-04-08,true,20993.82
CL-0717,TJ-0717,2022-05-25,true,28344.67
CL-0718,TJ-0718,2023-01-15,true,28854.11
CL-0719,TJ-0719,2020-12-04,true,7157.71
CL-0720,TJ-0720,2018-01-24,true,34370.74
CL-0721,TJ-0721,2022-03-20,true,6909.77
CL-0722,TJ-0722,2023-04-19,true,22024.5
CL-0723,TJ-0723,2023-12-19,true,43560.02
CL-0724,TJ-0724,2020-02-22,true,23179.55
CL-0725,TJ-0725,2018-12-16,true,41287.35
CL-0726,TJ-0726,2019-06-21,true,16540.31
CL-0727,TJ-0727,2020-04-16,true,45686.76
CL-0728,TJ-0728,2023-07-10,true,26371.7
CL-0729,TJ-0729,2023-07-16,true,28622.41
CL-0730,TJ-0730,2018-10-14,true,9662.59
CL-0731,TJ-0731,2018-11-11,true,9632.78
CL-0732,TJ-0732,2018-12-04,true,47186.14
CL-0733,TJ-0733,2022-07-21,true,11645.69
CL-0734,TJ-0734,2019-04-03,true,18901.67
CL-0735,TJ-0735,2023-05-13,true,4673.23
CL-0736,TJ-0736,2019-12-10,true,48043.12
CL-0737,TJ-0737,2022-05-12,true,9396.72
CL-0738,TJ-0738,2021-08-22,true,38041.18
CL-0739,TJ-0739,2019-02-23,true,30783.95
CL-0740,TJ-0740,2020-02-26,true,16529.14
CL-0741,TJ-0741,2019-06-19,true,40052.44
CL-0742,TJ-0742,2023-09-10,true,43396.45
CL-0743,TJ-0743,2021-04-05,true,12261.11
CL-0744,TJ-0744,2020-01-21,true,40079.68
CL-0745,TJ-0745,2020-01-23,true,44284.4
CL-0746,TJ-0746,2023-08-11,true,13452.93
CL-0747,TJ-0747,2019-02-11,true,43481.49
CL-0748,TJ-0748,2021-12-24,true,44401.66
CL-0749,TJ-0749,2019-06-28,true,3860.14
CL-0750,TJ-0750,2020-12-22,true,13032.88
CL-0751,TJ-0751,2018-07-10,true,28563.12
CL-0752,TJ-0752,2018-10-12,true,27501.86
CL-0753,TJ-0753,2023-08-12,true,38334.08
CL-0754,TJ-0754,2019-04-28,true,8520.61
CL-0755,TJ-0755,2023-05-27,true,45798.96
CL-0756,TJ-0756,2022-06-16,true,33267.4
CL-0757,TJ-0757,2022-11-01,true,45673.05
CL-0758,TJ-0758,2023-03-26,true,26140.53
CL-0759,TJ-0759,2018-04-17,true,10444.63
CL-0760,TJ-0760,2019-02-04,true,25019.51
CL-0761,TJ-0761,2020-12-27,true,3459.95
CL-0762,TJ-0762,2020-06-03,true,43902.08
CL-0763,TJ-0763,2023-05-02,true,18165.44
CL-0764,TJ-0764,2020-05-22,true,24856.1
CL-0765,TJ-0765,2024-01-01,true,47339.75
CL-0766,TJ-0766,2020-11-22,true,26991.88
CL-0767,TJ-0767,2021-05-26,true,37102.08
CL-0768,TJ-0768,2019-02-21,true,35936.38
CL-0769,TJ-0769,2022-04-09,true,25238.68
CL-0770,TJ-0770,2019-02-13,true,28274.05
CL-0771,TJ-0771,2021-08-29,true,4345.94
CL-0772,TJ-0772,2019-09-21,true,1140.35
CL-0773,TJ-0773,2021-01-18,true,49602.67
CL-0774,TJ-0774,2022-10-14,true,18163.46
CL-0775,TJ-0775,2023-10-02,true,17462.9
CL-0776,TJ-0776,2020-12-10,true,2921.18
CL-0777,TJ-0777,2022-07-10,true,27438.85
CL-0778,TJ-0778,2021-11-22,true,32057.44
CL-0779,TJ-0779,2020-05-26,true,35006.48
CL-0780,TJ-0780,2018-08-12,true,46852.62
CL-0781,TJ-0781,2019-02-11,true,3303.44
CL-0782,TJ-0782,2023-03-07,true,18815.33
CL-0783,TJ-0783,2019-12-17,true,27891.12
CL-0784,TJ-0784,2023-04-25,true,9064.98
CL-0785,TJ-0785,2021-10-23,true,24157.23
CL-0786,TJ-0786,2021-08-07,true,3318.39
CL-0787,TJ-0787,2019-12-17,true,17480.0
CL-0788,TJ-0788,2020-10-14,true,44826.03
CL-0789,TJ-0789,2019-04-27,true,33442.38
CL-0790,TJ-0790,2020-01-27,true,47979.73
CL-0791,TJ-0791,2019-11-23,true,19268.11
CL-0792,TJ-0792,2021-03-15,true,34195.01
CL-0793,TJ-0793,2022-02-07,true,46534.0
CL-0794,TJ-0794,2018-02-18,true,13116.39
CL-0795,TJ-0795,2018-02-24,true,23193.72
CL-0796,TJ-0796,2021-07-23,true,27747.21
CL-0797,TJ-0797,2021-09-14,true,13316.9
CL-0798,TJ-0798,2022-10-19,true,24001.29
CL-0799,TJ-0799,2022-12-09,true,8277.02
CL-0800,TJ-0800,2022-03-17,true,22644.8
