clienteId,transaccionId,fecha,canal,ipOrigen
CL-0453,TX-00453,2023-07-25,app_movil,64.4.245.152
CL-0454,TX-00454,2024-05-03,app_movil,174.176.67.182
CL-0455,TX-00455,2024-04-09,transferencia,165.47.166.227
CL-0456,TX-00456,2024-03-01,ATM,181.95.0.220
CL-0457,TX-00457,2024-07-14,transferencia,209.230.195.192
CL-0458,TX-00458,2024-06-17,ATM,103.207.44.207
CL-0459,TX-00459,2024-08-10,transferencia,193.157.243.87
CL-0460,TX-00460,2024-03-12,POS,24.227.136.241
CL-0461,TX-00461,2023-02-04,transferencia,128.226.132.44
CL-0462,TX-00462,2024-03-11,transferencia,131.209.135.228
CL-0463,TX-00463,2024-07-02,app_movil,138.10.206.116
CL-0464,TX-00464,2024-01-16,POS,162.222.252.212
CL-0465,TX-00465,2023-12-01,app_movil,44.202.89.5
CL-0466,TX-00466,2023-05-14,app_movil,98.192.167.171
CL-0467,TX-00467,2024-06-29,ATM,6.40.254.172
CL-0468,TX-00468,2023-11-24,POS,167.55.78.116
CL-0469,TX-00469,2023-10-26,ATM,168.239.154.68
CL-0470,TX-00470,2023-10-23,POS,33.102.215.244
CL-0471,TX-00471,2024-04-23,POS,210.86.127.46
CL-0472,TX-00472,2024-06-19,POS,213.64.87.246
CL-0473,TX-00473,2024-01-11,POS,91.86.150.169
CL-0474,TX-00474,2024-03-27,online,13.166.209.18
CL-0475,TX-00475,2023-11-05,POS,209.120.220.120
CL-0476,TX-00476,2024-02-20,ATM,94.176.5.30
CL-0477,TX-00477,2024-09-13,POS,117.187.2.65
CL-0478,TX-00478,2024-12-13,app_movil,52.161.119.46
CL-0479,TX-00479,2024-07-29,ATM,184.31.209.92
CL-0480,TX-00480,2024-06-06,ATM,83.183.235.11
CL-0481,TX-00481,2023-12-24,transferencia,118.197.202.142
CL-0482,TX-00482,2024-10-13,ATM,46.176.232.119
CL-0483,TX-00483,2024-11-18,app_movil,216.48.136.90
CL-0484,TX-00484,2024-12-28,online,54.122.118.188
CL-0485,TX-00485,2024-03-03,transferencia,35.232.69.103
CL-0486,TX-00486,2024-08-12,POS,50.226.119.245
CL-0487,TX-00487,2023-08-04,transferencia,48.156.106.168
CL-0488,TX-00488,2024-02-21,transferencia,102.121.254.189
CL-0489,TX-00489,2024-07-12,POS,217.185.61.24
CL-0490,TX-00490,2023-02-25,ATM,123.37.42.43
CL-0491,TX-00491,2024-01-14,app_movil,121.140.123.190
CL-0492,TX-00492,2023-05-11,online,156.134.211.83
CL-0493,TX-00493,2023-06-15,app_movil,41.132.130.254
CL-0494,TX-00494,2023-11-13,app_movil,29.25.65.95
CL-0495,TX-00495,2024-06-01,POS,161.11.205.177
CL-0496,TX-00496,2023-12-11,ATM,135.60.65.156
CL-0497,TX-00497,2023-03-26,POS,142.206.163.66
CL-0498,TX-00498,2023-09-29,app_movil,75.75.99.165
CL-0499,TX-00499,2023-12-20,app_movil,42.28.251.57
CL-0500,TX-00500,2024-02-29,ATM,42.166.196.29
CL-0501,TX-00501,2024-11-20,online,65.100.41.132
CL-0502,TX-00502,2024-09-01,app_movil,60.14.247.134
CL-0503,TX-00503,2023-07-16,transferencia,117.10.229.217
CL-0504,TX-00504,2023-06-27,online,207.135.151.170
CL-0505,TX-00505,2023-05-04,app_movil,163.208.121.127
CL-0506,TX-00506,2024-03-21,online,172.78.127.124
CL-0507,TX-00507,2023-12-16,online,108.179.101.226
CL-0508,TX-00508,2023-04-01,app_movil,77.109.156.58
CL-0509,TX-00509,2023-01-10,online,208.26.201.189
CL-0510,TX-00510,2023-05-25,ATM,115.240.181.4
CL-0511,TX-00511,2023-03-05,app_movil,20.86.154.62
CL-0512,TX-00512,2024-03-25,transferencia,28.23.177.116
CL-0513,TX-00513,2024-12-09,ATM,77.53.61.44
CL-0514,TX-00514,2023-09-12,transferencia,110.167.12.14
CL-0515,TX-00515,2024-02-24,ATM,14.105.238.116
CL-0516,TX-00516,2024-09-21,app_movil,109.130.168.130
CL-0517,TX-00517,2023-10-27,POS,74.181.238.160
CL-0518,TX-00518,2023-06-04,app_movil,218.45.97.11
CL-0519,TX-00519,2023-07-26,transferencia,109.166.159.100
CL-0520,TX-00520,2024-02-17,app_movil,139.2.248.185
CL-0521,TX-00521,2023-12-05,transferencia,139.42.141.129
CL-0522,TX-00522,2023-02-02,transferencia,88.238.171.46
CL-0523,TX-00523,2024-09-03,ATM,67.31.131.99
CL-0524,TX-00524,2023-08-15,ATM,48.44.227.255
CL-0525,TX-00525,2024-02-12,POS,27.71.201.173
CL-0526,TX-00526,2024-07-04,ATM,120.192.121.158
CL-0527,TX-00527,2024-12-10,ATM,103.81.213.27
CL-0528,TX-00528,2023-12-29,online,69.227.98.143
CL-0529,TX-00529,2023-09-09,transferencia,102.95.241.130
CL-0530,TX-00530,2024-01-22,transferencia,82.51.56.83
CL-0531,TX-00531,2023-12-28,ATM,123.35.190.158
CL-0532,TX-00532,2024-10-30,ATM,185.31.148.222
CL-0533,TX-00533,2023-05-15,app_movil,97.44.244.216
CL-0534,TX-00534,2024-03-12,transferencia,12.65.10.230
CL-0535,TX-00535,2024-03-01,ATM,150.100.146.86
CL-0536,TX-00536,2024-05-06,POS,157.154.97.27
CL-0537,TX-00537,2024-09-21,POS,85.253.69.79
CL-0538,TX-00538,2023-07-08,transferencia,48.255.249.162
CL-0539,TX-00539,2024-06-30,app_movil,72.210.211.189
CL-0540,TX-00540,2024-11-20,app_movil,10.170.241.83
CL-0541,TX-00541,2023-07-20,app_movil,104.242.36.0
CL-0542,TX-00542,2023-07-19,online,91.13.204.110
CL-0543,TX-00543,2023-12-16,ATM,84.97.239.6
CL-0544,TX-00544,2023-07-01,POS,32.22.147.206
CL-0545,TX-00545,2024-04-04,transferencia,195.113.167.77
CL-0546,TX-00546,2023-06-22,transferencia,181.115.9.131
CL-0547,TX-00547,2023-08-01,online,16.75.97.255
CL-0548,TX-00548,2023-04-25,ATM,39.223.179.160
CL-0549,TX-00549,2024-01-12,online,64.128.203.71
CL-0550,TX-00550,2023-10-02,app_movil,8.177.141.55
CL-0551,TX-00551,2023-10-04,transferencia,45.92.34.46
CL-0552,TX-00552,2023-12-25,transferencia,20.87.232.5
CL-0553,TX-00553,2024-07-06,online,80.40.34.54
CL-0554,TX-00554,2023-02-02,app_movil,117.212.161.17
CL-0555,TX-00555,2023-04-08,POS,206.149.111.102
CL-0556,TX-00556,2023-01-03,online,181.34.82.29
CL-0557,TX-00557,2024-03-06,online,210.110.90.99
CL-0558,TX-00558,2024-09-24,online,175.34.93.112
CL-0559,TX-00559,2023-06-28,POS,151.168.163.129
CL-0560,TX-00560,2024-02-02,transferencia,215.81.215.108
CL-0561,TX-00561,2024-01-24,app_movil,77.122.2.25
CL-0562,TX-00562,2023-03-07,ATM,15.126.169.50
CL-0563,TX-00563,2023-09-14,transferencia,192.185.254.104
CL-0564,TX-00564,2023-03-17,transferencia,91.209.222.177
CL-0565,TX-00565,2023-08-27,online,59.197.134.76
CL-0566,TX-00566,2023-03-31,ATM,50.224.20.116
CL-0567,TX-00567,2024-10-29,ATM,166.207.195.10
CL-0568,TX-00568,2023-04-11,transferencia,7.22.214.113
CL-0569,TX-00569,2024-08-18,app_movil,47.142.53.98
CL-0570,TX-00570,2023-03-25,app_movil,69.20.83.244
CL-0571,TX-00571,2023-07-16,app_movil,112.69.84.66
CL-0572,TX-00572,2024-05-20,transferencia,19.29.11.231
CL-0573,TX-00573,2024-06-19,POS,142.101.231.239
CL-0574,TX-00574,2024-07-21,POS,114.220.215.232
CL-0575,TX-00575,2023-04-27,POS,177.174.252.93
CL-0576,TX-00576,2024-12-19,online,169.37.223.208
CL-0577,TX-00577,2023-03-18,online,63.237.109.83
CL-0578,TX-00578,2024-08-10,app_movil,125.231.174.219
CL-0579,TX-00579,2023-11-22,app_movil,58.232.206.215
CL-0580,TX-00580,2023-05-06,POS,38.64.228.73
CL-0581,TX-00581,2024-02-01,app_movil,128.58.53.162
CL-0582,TX-00582,2023-08-15,ATM,5.68.136.194
CL-0583,TX-00583,2023-09-08,POS,209.9.96.250
CL-0584,TX-00584,2023-02-01,online,205.96.184.250
CL-0585,TX-00585,2024-02-13,online,166.137.5.92
CL-0586,TX-00586,2024-03-07,ATM,87.7.242.183
CL-0587,TX-00587,2024-12-25,ATM,25.1.24.137
CL-0588,TX-00588,2023-10-26,online,78.204.81.245
CL-0589,TX-00589,2023-03-05,transferencia,109.228.99.104
CL-0590,TX-00590,2024-06-07,POS,72.251.60.46
CL-0591,TX-00591,2024-12-19,transferencia,137.64.232.72
CL-0592,TX-00592,2023-03-08,app_movil,165.188.167.204
CL-0593,TX-00593,2023-08-28,online,58.10.4.233
CL-0594,TX-00594,2023-01-10,online,169.130.203.41
CL-0595,TX-00595,2023-08-07,online,203.223.250.115
CL-0596,TX-00596,2023-09-05,online,13.67.174.134
CL-0597,TX-00597,2023-02-16,transferencia,153.65.100.156
CL-0598,TX-00598,2023-02-24,online,38.166.87.27
CL-0599,TX-00599,2024-11-20,POS,50.92.201.198
CL-0600,TX-00600,2023-09-04,app_movil,165.68.196.45
CL-0601,TX-00601,2024-09-09,transferencia,177.172.122.42
CL-0602,TX-00602,2024-01-07,transferencia,28.143.29.128
CL-0603,TX-00603,2023-01-05,app_movil,42.244.74.246
CL-0604,TX-00604,2023-12-02,POS,12.10.238.154
CL-0605,TX-00605,2024-09-27,app_movil,120.82.165.55
CL-0606,TX-00606,2024-05-09,online,151.39.54.84
CL-0607,TX-00607,2023-06-06,transferencia,210.46.117.15
CL-0608,TX-00608,2024-09-12,ATM,183.135.214.194
CL-0609,TX-00609,2024-09-03,app_movil,30.40.29.18
CL-0610,TX-00610,2024-06-09,app_movil,151.237.190.48
CL-0611,TX-00611,2023-02-25,transferencia,130.81.133.194
CL-0612,TX-00612,2023-05-01,POS,123.124.74.116
CL-0613,TX-00613,2023-06-14,ATM,157.97.163.216
CL-0614,TX-00614,2023-12-21,app_movil,202.190.21.120
CL-0615,TX-00615,2023-06-29,online,14.145.186.247
CL-0616,TX-00616,2023-06-28,online,131.219.255.113
CL-0617,TX-00617,2023-08-27,ATM,123.25.160.161
CL-0618,TX-00618,2023-06-04,POS,110.191.122.205
CL-0619,TX-00619,2024-05-07,app_movil,62.218.123.239
CL-0620,TX-00620,2024-09-23,app_movil,66.97.113.176
CL-0621,TX-00621,2023-12-04,online,91.57.76.56
CL-0622,TX-00622,2024-12-01,transferencia,66.119.123.183
CL-0623,TX-00623,2024-11-18,transferencia,48.176.24.106
CL-0624,TX-00624,2023-08-16,transferencia,156.239.21.216
CL-0625,TX-00625,2023-03-29,POS,56.202.53.134
CL-0626,TX-00626,2023-02-21,POS,141.216.167.106
CL-0627,TX-00627,2023-09-24,online,198.253.1.175
CL-0628,TX-00628,2023-04-17,transferencia,88.193.89.81
CL-0629,TX-00629,2023-06-24,ATM,222.178.231.10
CL-0630,TX-00630,2024-12-21,ATM,40.1.177.82
CL-0631,TX-00631,2023-04-18,transferencia,19.240.90.158
CL-0632,TX-00632,2024-06-15,online,150.62.21.151
CL-0633,TX-00633,2024-07-21,ATM,98.215.50.99
CL-0634,TX-00634,2024-09-02,transferencia,25.135.244.141
CL-0635,TX-00635,2024-04-04,transferencia,150.138.251.66
CL-0636,TX-00636,2023-09-10,transferencia,57.85.229.6
CL-0637,TX-00637,2023-08-25,online,98.113.73.236
CL-0638,TX-00638,2023-09-14,ATM,119.234.99.33
CL-0639,TX-00639,2024-03-26,online,29.198.220.16
CL-0640,TX-00640,2024-06-03,ATM,38.5.200.211
CL-0641,TX-00641,2023-05-08,transferencia,193.9.251.172
CL-0642,TX-00642,2023-08-26,ATM,158.94.9.46
CL-0643,TX-00643,2023-10-15,ATM,112.233.73.106
CL-0644,TX-00644,2023-12-29,ATM,206.95.148.60
CL-0645,TX-00645,2023-08-29,app_movil,221.197.239.4
CL-0646,TX-00646,2024-11-28,POS,65.198.147.214
CL-0647,TX-00647,2023-08-27,app_movil,179.88.187.15
CL-0648,TX-00648,2023-04-06,POS,36.21.244.195
CL-0649,TX-00649,2024-05-16,ATM,38.239.40.105
CL-0650,TX-00650,2024-05-14,online,11.222.82.44
CL-0651,TX-00651,2024-10-08,POS,151.176.218.154
CL-0652,TX-00652,2023-02-22,transferencia,26.199.199.69
CL-0653,TX-00653,2024-05-03,online,103.187.197.143
CL-0654,TX-00654,2023-11-02,online,159.146.0.58
CL-0655,TX-00655,2023-11-25,app_movil,166.228.28.239
CL-0656,TX-00656,2023-01-25,ATM,96.41.44.43
CL-0657,TX-00657,2023-05-13,app_movil,188.62.34.4
CL-0658,TX-00658,2024-07-15,POS,86.60.141.182
CL-0659,TX-00659,2024-12-19,ATM,37.206.32.59
CL-0660,TX-00660,2023-09-27,transferencia,219.108.156.40
CL-0661,TX-00661,2024-07-05,app_movil,158.140.129.17
CL-0662,TX-00662,2023-09-24,ATM,203.146.242.20
CL-0663,TX-00663,2024-03-05,online,167.196.215.45
CL-0664,TX-00664,2024-02-08,ATM,118.91.54.172
CL-0665,TX-00665,2023-01-25,transferencia,187.179.144.51
CL-0666,TX-00666,2023-12-24,POS,63.175.11.97
CL-0667,TX-00667,2023-09-18,app_movil,198.137.219.230
CL-0668,TX-00668,2023-01-06,online,86.92.4.230
CL-0669,TX-00669,2024-12-31,online,223.213.160.70
CL-0670,TX-00670,2023-08-05,app_movil,58.136.46.89
CL-0671,TX-00671,2023-01-20,online,3.60.209.37
CL-0672,TX-00672,2023-05-18,ATM,122.247.197.102
CL-0673,TX-00673,2024-04-26,ATM,31.193.203.157
CL-0674,TX-00674,2023-04-20,transferencia,21.138.38.125
CL-0675,TX-00675,2023-05-01,online,136.221.4.150
CL-0676,TX-00676,2023-01-23,online,152.204.125.112
CL-0677,TX-00677,2024-12-01,online,139.182.74.27
CL-0678,TX-00678,2023-04-14,app_movil,141.241.95.130
CL-0679,TX-00679,2024-08-20,ATM,134.240.249.141
CL-0680,TX-00680,2023-04-13,online,37.252.145.230
CL-0681,TX-00681,2023-10-17,online,206.138.123.252
CL-0682,TX-00682,2023-03-28,ATM,69.191.113.223
CL-0683,TX-00683,2023-09-05,transferencia,7.190.141.188
CL-0684,TX-00684,2024-09-01,online,70.3.75.237
CL-0685,TX-00685,2024-08-11,app_movil,119.137.251.163
CL-0686,TX-00686,2024-08-12,online,147.116.152.186
CL-0687,TX-00687,2023-12-14,transferencia,47.103.146.2
CL-0688,TX-00688,2024-08-16,app_movil,21.26.21.230
CL-0689,TX-00689,2024-10-21,transferencia,8.91.234.224
CL-0690,TX-00690,2024-08-08,app_movil,61.184.85.233
CL-0691,TX-00691,2023-06-01,POS,8.121.1.14
CL-0692,TX-00692,2023-05-10,transferencia,105.112.197.199
CL-0693,TX-00693,2024-03-18,app_movil,167.12.41.183
CL-0694,TX-00694,2024-09-07,transferencia,116.122.84.101
CL-0695,TX-00695,2024-11-04,online,32.117.255.218
CL-0696,TX-00696,2023-01-16,app_movil,7.125.22.112
CL-0697,TX-00697,2023-01-27,app_movil,10.218.91.140
CL-0698,TX-00698,2024-11-18,ATM,190.236.229.243
CL-0699,TX-00699,2024-05-03,online,204.127.26.135
CL-0700,TX-00700,2024-04-24,online,10.176.138.187
CL-0701,TX-00701,2023-03-29,online,138.255.122.41
CL-0702,TX-00702,2024-09-27,online,81.82.20.167
CL-0703,TX-00703,2024-10-07,online,194.143.45.52
CL-0704,TX-00704,2024-01-01,online,206.221.224.112
CL-0705,TX-00705,2024-11-20,app_movil,18.247.216.71
CL-0706,TX-00706,2023-12-08,online,189.183.223.32
CL-0707,TX-00707,2023-06-14,ATM,27.124.99.146
CL-0708,TX-00708,2023-12-01,ATM,85.61.237.123
CL-0709,TX-00709,2023-06-11,transferencia,167.229.161.39
CL-0710,TX-00710,2024-03-09,POS,157.57.152.171
CL-0711,TX-00711,2023-11-10,ATM,72.96.150.162
CL-0712,TX-00712,2024-01-05,transferencia,107.189.114.104
CL-0713,TX-00713,2023-08-18,app_movil,93.101.131.83
CL-0714,TX-00714,2023-04-19,online,102.32.4.237
CL-0715,TX-00715,2023-07-17,POS,201.110.238.9
CL-0716,TX-00716,2023-06-27,POS,196.122.69.156
CL-0717,TX-00717,2023-12-24,POS,146.222.87.115
CL-0718,TX-00718,2023-08-02,app_movil,134.224.130.6
CL-0719,TX-00719,2023-11-12,POS,176.151.14.239
CL-0720,TX-00720,2023-07-02,ATM,149.192.7.4
CL-0721,TX-00721,2023-04-11,ATM,129.76.134.184
CL-0722,TX-00722,2024-09-17,transferencia,198.96.74.43
CL-0723,TX-00723,2024-03-06,ATM,189.129.145.47
CL-0724,TX-00724,2024-04-18,POS,33.23.94.81
CL-0725,TX-00725,2023-03-26,online,128.6.192.210
CL-0726,TX-00726,2023-03-02,ATM,25.54.64.22
CL-0727,TX-00727,2024-08-16,app_movil,11.198.9.153
CL-0728,TX-00728,2023-08-01,online,218.50.220.166
CL-0729,TX-00729,2023-11-04,online,19.171.103.141
CL-0730,TX-00730,2024-10-07,ATM,20.53.28.158
CL-0731,TX-00731,2024-04-04,POS,139.79.244.127
CL-0732,TX-00732,2023-03-18,POS,114.81.49.122
CL-0733,TX-00733,2024-03-10,online,40.249.160.48
CL-0734,TX-00734,2024-06-07,online,13.175.239.106
CL-0735,TX-00735,2024-12-25,transferencia,192.79.237.135
CL-0736,TX-00736,2024-08-31,transferencia,40.170.253.57
CL-0737,TX-00737,2024-05-14,app_movil,123.119.248.21
CL-0738,TX-00738,2023-10-29,app_movil,222.193.74.79
CL-0739,TX-00739,2024-09-27,ATM,29.2.17.39
CL-0740,TX-00740,2024-05-12,online,187.168.130.64
CL-0741,TX-00741,2023-03-21,POS,196.74.136.30
CL-0742,TX-00742,2024-09-01,POS,117.57.218.223
CL-0743,TX-00743,2023-07-04,ATM,159.87.206.160
CL-0744,TX-00744,2023-08-16,POS,203.138.248.93
CL-0745,TX-00745,2023-03-06,transferencia,128.59.80.83
CL-0746,TX-00746,2024-02-10,online,103.41.60.38
CL-0747,TX-00747,2024-12-12,POS,20.165.166.204
CL-0748,TX-00748,2023-04-05,app_movil,74.6.234.104
CL-0749,TX-00749,2023-01-07,POS,37.176.107.243
CL-0750,TX-00750,2023-08-30,app_movil,60.222.104.38
CL-0751,TX-00751,2023-01-06,POS,170.209.248.224
CL-0752,TX-00752,2024-07-18,app_movil,130.51.151.147
CL-0753,TX-00753,2023-09-25,ATM,65.34.229.111
CL-0754,TX-00754,2023-10-04,ATM,110.184.61.228
CL-0755,TX-00755,2024-10-27,app_movil,138.187.50.4
CL-0756,TX-00756,2023-02-12,online,122.222.228.220
CL-0757,TX-00757,2023-02-03,transferencia,203.145.84.141
CL-0758,TX-00758,2023-03-13,online,63.63.249.154
CL-0759,TX-00759,2023-06-04,transferencia,152.90.174.32
CL-0760,TX-00760,2024-09-13,online,165.128.113.254
CL-0761,TX-00761,2023-12-07,online,103.167.125.73
CL-0762,TX-00762,2023-11-14,POS,39.227.0.70
CL-0763,TX-00763,2024-11-09,app_movil,40.59.86.127
CL-0764,TX-00764,2023-12-12,POS,71.21.9.209
CL-0765,TX-00765,2023-04-22,ATM,27.109.156.107
CL-0766,TX-00766,2024-07-23,POS,101.199.13.117
CL-0767,TX-00767,2023-02-13,online,210.127.197.174
CL-0768,TX-00768,2023-11-30,transferencia,125.114.42.237
CL-0769,TX-00769,2023-10-13,online,42.32.166.245
CL-0770,TX-00770,2024-05-20,online,167.192.130.81
CL-0771,TX-00771,2023-02-14,POS,12.101.42.138
CL-0772,TX-00772,2023-07-01,transferencia,52.101.234.61
CL-0773,TX-00773,2023-09-18,app_movil,141.106.203.200
CL-0774,TX-00774,2023-01-06,POS,53.18.236.142
CL-0775,TX-00775,2023-02-15,POS,39.75.190.210
CL-0776,TX-00776,2024-04-28,ATM,197.233.87.123
CL-0777,TX-00777,2023-04-18,app_movil,153.232.54.44
CL-0778,TX-00778,2023-01-30,app_movil,124.153.75.196
CL-0779,TX-00779,2023-04-24,app_movil,202.177.112.161
CL-0780,TX-00780,2024-07-20,POS,81.98.32.119
CL-0781,TX-00781,2023-04-16,online,148.8.55.25
CL-0782,TX-00782,2024-05-14,app_movil,34.228.220.198
CL-0783,TX-00783,2023-08-27,ATM,86.10.236.10
CL-0784,TX-00784,2023-06-04,POS,160.187.244.135
CL-0785,TX-00785,2024-05-11,ATM,190.41.208.161
CL-0786,TX-00786,2023-02-25,app_movil,91.36.20.138
CL-0787,TX-00787,2023-10-02,POS,104.83.251.235
CL-0788,TX-00788,2024-06-30,app_movil,1.158.172.15
CL-0789,TX-00789,2023-12-17,ATM,212.165.2.227
CL-0790,TX-00790,2023-01-15,ATM,221.29.152.3
CL-0791,TX-00791,2023-02-09,online,156.75.241.217
CL-0792,TX-00792,2024-10-31,ATM,95.16.181.235
CL-0793,TX-00793,2024-09-25,ATM,111.189.108.95
CL-0794,TX-00794,2024-01-23,POS,148.255.93.34
CL-0795,TX-00795,2023-12-22,ATM,47.85.127.204
CL-0796,TX-00796,2023-02-25,ATM,112.177.184.58
CL-0797,TX-00797,2023-05-28,app_movil,118.177.74.84
CL-0798,TX-00798,2024-07-16,online,39.114.162.62
CL-0799,TX-00799,2024-07-26,online,196.212.205.135
CL-0800,TX-00800,2024-07-02,transferencia,67.67.64.200
CL-0801,TX-00801,2024-03-23,POS,58.231.4.203
CL-0802,TX-00802,2024-07-31,online,109.189.151.255
CL-0803,TX-00803,2024-12-19,online,98.82.42.4
CL-0804,TX-00804,2024-10-05,transferencia,121.191.234.97
CL-0805,TX-00805,2024-01-17,transferencia,188.237.131.45
CL-0806,TX-00806,2024-10-12,app_movil,166.45.85.138
CL-0807,TX-00807,2023-01-16,ATM,107.158.101.48
CL-0808,TX-00808,2024-01-13,ATM,123.63.239.80
CL-0809,TX-00809,2023-02-21,POS,178.42.65.12
CL-0810,TX-00810,2023-12-03,transferencia,166.101.249.69
CL-0811,TX-00811,2023-07-04,transferencia,43.47.64.157
CL-0812,TX-00812,2023-01-03,transferencia,146.242.15.112
CL-0813,TX-00813,2023-05-24,ATM,144.40.92.248
CL-0814,TX-00814,2023-12-04,online,49.164.197.60
CL-0815,TX-00815,2024-11-19,app_movil,150.224.142.11
CL-0816,TX-00816,2024-09-29,online,78.212.108.214
CL-0817,TX-00817,2024-01-03,online,162.46.89.206
CL-0818,TX-00818,2023-01-04,POS,104.100.95.201
CL-0819,TX-00819,2024-08-17,online,58.150.56.250
CL-0820,TX-00820,2024-10-01,ATM,91.43.237.32
CL-0821,TX-00821,2024-06-07,transferencia,97.109.128.3
CL-0822,TX-00822,2023-07-02,transferencia,217.47.33.69
CL-0823,TX-00823,2024-02-26,POS,187.156.235.125
CL-0824,TX-00824,2023-07-30,online,109.133.53.221
CL-0825,TX-00825,2023-03-13,ATM,95.20.136.30
CL-0826,TX-00826,2023-08-01,online,177.116.65.140
CL-0827,TX-00827,2023-11-19,ATM,180.196.162.62
CL-0828,TX-00828,2024-07-19,online,33.36.228.40
CL-0829,TX-00829,2023-04-22,transferencia,25.136.183.226
CL-0830,TX-00830,2024-07-17,POS,166.226.206.67
CL-0831,TX-00831,2023-05-12,ATM,23.16.98.133
CL-0832,TX-00832,2024-12-09,ATM,96.34.10.42
CL-0833,TX-00833,2023-05-29,transferencia,169.132.62.89
CL-0834,TX-00834,2023-01-06,ATM,214.161.230.0
CL-0835,TX-00835,2024-03-15,transferencia,66.243.164.178
CL-0836,TX-00836,2023-02-13,app_movil,88.150.39.33
CL-0837,TX-00837,2024-03-12,transferencia,89.98.220.1
CL-0838,TX-00838,2023-03-01,ATM,12.40.208.86
CL-0839,TX-00839,2023-02-14,ATM,152.85.245.6
CL-0840,TX-00840,2024-04-20,transferencia,40.153.2.92
CL-0841,TX-00841,2023-05-22,transferencia,193.76.32.119
CL-0842,TX-00842,2024-06-24,app_movil,107.129.129.116
CL-0843,TX-00843,2024-08-10,POS,58.10.175.254
CL-0844,TX-00844,2024-06-20,app_movil,96.100.109.178
CL-0845,TX-00845,2023-06-17,POS,200.91.23.126
CL-0846,TX-00846,2023-01-24,app_movil,1.137.242.18
CL-0847,TX-00847,2023-10-20,transferencia,222.190.2.251
CL-0848,TX-00848,2023-08-11,app_movil,126.71.33.110
CL-0849,TX-00849,2023-01-05,ATM,8.108.44.97
CL-0850,TX-00850,2024-04-11,online,121.24.222.101
CL-0851,TX-00851,2023-09-19,online,99.3.83.159
CL-0852,TX-00852,2024-02-01,app_movil,166.234.219.83
CL-0853,TX-00853,2024-12-21,transferencia,73.105.199.75
CL-0854,TX-00854,2024-08-14,online,139.204.104.196
CL-0855,TX-00855,2024-07-23,POS,24.143.203.119
CL-0856,TX-00856,2024-12-23,ATM,78.231.245.69
CL-0857,TX-00857,2024-06-22,ATM,78.225.29.184
CL-0858,TX-00858,2023-11-24,POS,94.231.79.207
CL-0859,TX-00859,2023-10-18,app_movil,82.72.207.129
CL-0860,TX-00860,2023-10-04,online,170.61.207.46
CL-0861,TX-00861,2023-04-24,online,53.241.216.126
CL-0862,TX-00862,2023-12-27,ATM,30.115.99.185
CL-0863,TX-00863,2023-11-13,app_movil,3.136.137.107
CL-0864,TX-00864,2023-04-28,app_movil,195.160.160.183
CL-0865,TX-00865,2024-09-21,app_movil,160.2.139.246
CL-0866,TX-00866,2023-11-20,app_movil,111.126.212.146
CL-0867,TX-00867,2024-02-16,online,191.121.134.187
CL-0868,TX-00868,2023-06-15,transferencia,74.230.210.153
CL-0869,TX-00869,2023-01-25,online,4.172.201.105
CL-0870,TX-00870,2023-08-27,transferencia,66.144.49.230
CL-0871,TX-00871,2023-07-27,ATM,38.76.214.86
CL-0872,TX-00872,2023-09-16,ATM,26.95.17.0
CL-0873,TX-00873,2024-03-17,ATM,210.226.115.185
CL-0874,TX-00874,2024-10-18,app_movil,8.33.153.149
CL-0875,TX-00875,2023-03-23,ATM,174.213.138.14
CL-0876,TX-00876,2024-01-10,ATM,165.80.111.26
CL-0877,TX-00877,2024-02-27,POS,94.45.11.247
CL-0878,TX-00878,2023-03-19,POS,41.88.172.45
CL-0879,TX-00879,2023-04-19,POS,36.95.47.161
CL-0880,TX-00880,2023-11-15,transferencia,23.212.161.225
CL-0881,TX-00881,2023-10-03,POS,97.246.226.20
CL-0882,TX-00882,2024-10-28,app_movil,11.248.183.175
CL-0883,TX-00883,2023-05-14,online,201.189.196.19
CL-0884,TX-00884,2023-07-22,app_movil,126.236.195.89
CL-0885,TX-00885,2024-02-14,app_movil,139.136.155.118
CL-0886,TX-00886,2024-11-26,app_movil,33.223.162.126
CL-0887,TX-00887,2023-09-16,app_movil,216.95.144.134
CL-0888,TX-00888,2023-06-01,POS,102.230.45.214
CL-0889,TX-00889,2024-08-12,online,76.205.74.81
CL-0890,TX-00890,2023-12-31,app_movil,98.91.185.52
CL-0891,TX-00891,2024-11-19,online,216.237.246.240
CL-0892,TX-00892,2024-01-18,app_movil,148.237.124.30
CL-0893,TX-00893,2023-12-18,transferencia,206.2.88.216
CL-0894,TX-00894,2023-07-11,online,116.91.174.223
CL-0895,TX-00895,2024-06-26,online,47.220.8.27
CL-0896,TX-00896,2023-10-08,POS,95.79.245.2
CL-0897,TX-00897,2023-05-18,ATM,141.146.22.198
CL-0898,TX-00898,2023-10-22,online,171.129.51.204
CL-0899,TX-00899,2024-06-21,online,194.5.10.251
CL-0900,TX-00900,2024-04-28,online,148.99.206.185
CL-0901,TX-00901,2024-09-27,app_movil,124.232.125.53
CL-0902,TX-00902,2023-01-11,online,92.189.209.139
CL-0903,TX-00903,2023-10-26,transferencia,212.26.95.9
CL-0904,TX-00904,2023-03-09,ATM,98.121.133.121
CL-0905,TX-00905,2023-12-31,ATM,48.255.78.134
CL-0906,TX-00906,2024-08-29,POS,144.179.226.100
