transaccionId,dispositivoId,fecha,ipUsada,exitosa
TX-00481,DV-0081,2023-12-24,96.39.108.192,true
TX-00482,DV-0082,2024-10-13,151.88.157.185,false
TX-00483,DV-0083,2024-11-18,66.84.6.32,true
TX-00484,DV-0084,2024-12-28,199.22.153.69,true
TX-00485,DV-0085,2024-03-03,101.103.48.40,true
TX-00486,DV-0086,2024-08-12,141.114.24.201,false
TX-00487,DV-0087,2023-08-04,40.210.121.108,true
TX-00488,DV-0088,2024-02-21,108.87.117.132,false
TX-00489,DV-0089,2024-07-12,32.186.74.196,true
TX-00490,DV-0090,2023-02-25,25.130.246.16,true
TX-00491,DV-0091,2024-01-14,180.136.248.199,true
TX-00492,DV-0092,2023-05-11,37.52.236.138,true
TX-00493,DV-0093,2023-06-15,207.202.196.87,true
TX-00494,DV-0094,2023-11-13,188.23.182.213,true
TX-00495,DV-0095,2024-06-01,57.82.248.18,true
TX-00496,DV-0096,2023-12-11,22.216.161.132,true
TX-00497,DV-0097,2023-03-26,16.65.201.82,false
TX-00498,DV-0098,2023-09-29,5.102.112.253,true
TX-00499,DV-0099,2023-12-20,60.220.88.47,true
TX-00500,DV-0100,2024-02-29,88.176.112.50,true
TX-00501,DV-0101,2024-11-20,173.203.250.68,true
TX-00502,DV-0102,2024-09-01,217.191.26.149,false
TX-00503,DV-0103,2023-07-16,172.110.247.4,true
TX-00504,DV-0104,2023-06-27,145.215.52.216,true
TX-00505,DV-0105,2023-05-04,95.117.77.218,true
TX-00506,DV-0106,2024-03-21,204.178.60.144,false
TX-00507,DV-0107,2023-12-16,100.216.245.108,true
TX-00508,DV-0108,2023-04-01,104.166.200.29,true
TX-00509,DV-0109,2023-01-10,45.122.15.92,false
TX-00510,DV-0110,2023-05-25,89.42.73.8,true
TX-00511,DV-0111,2023-03-05,113.245.66.249,true
TX-00512,DV-0112,2024-03-25,204.180.224.122,true
TX-00513,DV-0113,2024-12-09,98.19.160.38,true
TX-00514,DV-0114,2023-09-12,193.127.110.224,true
TX-00515,DV-0115,2024-02-24,201.208.80.174,true
TX-00516,DV-0116,2024-09-21,68.181.117.198,false
TX-00517,DV-0117,2023-10-27,133.155.59.109,false
TX-00518,DV-0118,2023-06-04,94.207.112.217,false
TX-00519,DV-0119,2023-07-26,87.129.55.167,true
TX-00520,DV-0120,2024-02-17,204.144.21.159,true
TX-00521,DV-0121,2023-12-05,58.121.158.103,true
TX-00522,DV-0122,2023-02-02,83.24.139.105,false
TX-00523,DV-0123,2024-09-03,124.195.186.185,true
TX-00524,DV-0124,2023-08-15,10.211.134.115,true
TX-00525,DV-0125,2024-02-12,143.10.71.147,true
TX-00526,DV-0126,2024-07-04,219.176.129.30,false
TX-00527,DV-0127,2024-12-10,133.81.30.179,false
TX-00528,DV-0128,2023-12-29,188.175.88.46,true
TX-00529,DV-0129,2023-09-09,153.87.89.216,true
TX-00530,DV-0130,2024-01-22,48.159.218.143,false
TX-00531,DV-0131,2023-12-28,48.168.243.4,true
TX-00532,DV-0132,2024-10-30,88.245.158.138,true
TX-00533,DV-0133,2023-05-15,165.142.113.146,true
TX-00534,DV-0134,2024-03-12,155.58.17.194,true
TX-00535,DV-0135,2024-03-01,29.61.3.141,false
TX-00536,DV-0136,2024-05-06,192.112.30.206,true
TX-00537,DV-0137,2024-09-21,214.71.223.52,true
TX-00538,DV-0138,2023-07-08,96.181.93.133,true
TX-00539,DV-0139,2024-06-30,135.3.190.55,true
TX-00540,DV-0140,2024-11-20,170.76.231.230,true
TX-00541,DV-0141,2023-07-20,167.95.73.192,true
TX-00542,DV-0142,2023-07-19,155.146.232.47,true
TX-00543,DV-0143,2023-12-16,64.229.19.231,false
TX-00544,DV-0144,2023-07-01,4.103.72.201,true
TX-00545,DV-0145,2024-04-04,69.138.18.155,true
TX-00546,DV-0146,2023-06-22,71.36.196.32,false
TX-00547,DV-0147,2023-08-01,16.39.161.105,true
TX-00548,DV-0148,2023-04-25,163.111.41.36,true
TX-00549,DV-0149,2024-01-12,109.146.48.95,true
TX-00550,DV-0150,2023-10-02,180.221.117.229,true
TX-00551,DV-0151,2023-10-04,115.199.173.16,true
TX-00552,DV-0152,2023-12-25,149.245.99.223,true
TX-00553,DV-0153,2024-07-06,21.88.152.10,true
TX-00554,DV-0154,2023-02-02,28.137.76.131,true
TX-00555,DV-0155,2023-04-08,51.25.34.249,true
TX-00556,DV-0156,2023-01-03,81.236.10.72,false
TX-00557,DV-0157,2024-03-06,141.194.201.200,true
TX-00558,DV-0158,2024-09-24,205.104.208.114,true
TX-00559,DV-0159,2023-06-28,28.233.52.60,true
TX-00560,DV-0160,2024-02-02,211.163.93.94,true
TX-00561,DV-0161,2024-01-24,214.112.127.74,false
TX-00562,DV-0162,2023-03-07,158.170.107.184,false
TX-00563,DV-0163,2023-09-14,118.62.104.40,true
TX-00564,DV-0164,2023-03-17,44.93.90.199,true
TX-00565,DV-0165,2023-08-27,157.5.0.155,true
TX-00566,DV-0166,2023-03-31,46.228.92.61,false
TX-00567,DV-0167,2024-10-29,64.113.84.76,true
TX-00568,DV-0168,2023-04-11,48.128.126.136,true
TX-00569,DV-0169,2024-08-18,57.161.167.235,true
TX-00570,DV-0170,2023-03-25,43.39.41.220,true
TX-00571,DV-0171,2023-07-16,33.1.117.228,true
TX-00572,DV-0172,2024-05-20,214.145.114.239,false
TX-00573,DV-0173,2024-06-19,81.250.4.25,true
TX-00574,DV-0174,2024-07-21,216.47.15.67,true
TX-00575,DV-0175,2023-04-27,183.92.254.161,true
TX-00576,DV-0176,2024-12-19,126.58.154.150,true
TX-00577,DV-0177,2023-03-18,196.252.65.165,false
TX-00578,DV-0178,2024-08-10,180.209.160.3,true
TX-00579,DV-0179,2023-11-22,175.66.2.200,true
TX-00580,DV-0180,2023-05-06,66.113.150.237,true
TX-00581,DV-0181,2024-02-01,72.90.22.88,false
TX-00582,DV-0182,2023-08-15,17.171.200.254,true
TX-00583,DV-0183,2023-09-08,119.73.37.183,true
TX-00584,DV-0184,2023-02-01,200.31.34.241,true
TX-00585,DV-0185,2024-02-13,73.63.154.199,true
TX-00586,DV-0186,2024-03-07,175.55.7.45,true
TX-00587,DV-0187,2024-12-25,180.116.175.116,true
TX-00588,DV-0188,2023-10-26,94.143.138.170,false
TX-00589,DV-0189,2023-03-05,216.214.162.125,true
TX-00590,DV-0190,2024-06-07,80.78.11.17,true
TX-00591,DV-0191,2024-12-19,29.242.216.99,true
TX-00592,DV-0192,2023-03-08,168.0.163.78,true
TX-00593,DV-0193,2023-08-28,98.73.80.83,true
TX-00594,DV-0194,2023-01-10,97.172.249.111,false
TX-00595,DV-0195,2023-08-07,173.3.18.153,true
TX-00596,DV-0196,2023-09-05,222.177.19.105,false
TX-00597,DV-0197,2023-02-16,192.134.239.48,false
TX-00598,DV-0198,2023-02-24,19.2.11.1,true
TX-00599,DV-0199,2024-11-20,117.125.73.203,true
TX-00600,DV-0200,2023-09-04,170.5.164.223,true
TX-00601,DV-0201,2024-09-09,152.179.202.44,true
TX-00602,DV-0202,2024-01-07,75.60.122.249,true
TX-00603,DV-0203,2023-01-05,137.157.154.38,true
TX-00604,DV-0204,2023-12-02,145.80.164.87,true
TX-00605,DV-0205,2024-09-27,64.19.103.190,true
TX-00606,DV-0206,2024-05-09,61.40.175.143,true
TX-00607,DV-0207,2023-06-06,145.30.173.31,true
TX-00608,DV-0208,2024-09-12,94.78.73.42,true
TX-00609,DV-0209,2024-09-03,143.138.243.248,true
TX-00610,DV-0210,2024-06-09,79.165.144.33,true
TX-00611,DV-0211,2023-02-25,29.203.88.61,true
TX-00612,DV-0212,2023-05-01,7.163.252.43,true
TX-00613,DV-0213,2023-06-14,77.103.186.49,true
TX-00614,DV-0214,2023-12-21,173.128.99.225,true
TX-00615,DV-0215,2023-06-29,33.244.213.220,true
TX-00616,DV-0216,2023-06-28,92.106.118.87,false
TX-00617,DV-0217,2023-08-27,193.253.164.26,true
TX-00618,DV-0218,2023-06-04,78.31.0.203,true
TX-00619,DV-0219,2024-05-07,87.172.77.72,true
TX-00620,DV-0220,2024-09-23,17.34.172.14,true
TX-00621,DV-0221,2023-12-04,177.151.7.54,true
TX-00622,DV-0222,2024-12-01,9.213.110.80,false
TX-00623,DV-0223,2024-11-18,92.198.160.113,true
TX-00624,DV-0224,2023-08-16,29.39.181.4,true
TX-00625,DV-0225,2023-03-29,175.249.176.209,true
TX-00626,DV-0226,2023-02-21,172.136.123.19,true
TX-00627,DV-0227,2023-09-24,185.115.119.31,true
TX-00628,DV-0228,2023-04-17,63.33.153.142,true
TX-00629,DV-0229,2023-06-24,84.8.217.242,false
TX-00630,DV-0230,2024-12-21,121.220.58.211,true
TX-00631,DV-0231,2023-04-18,21.47.147.156,true
TX-00632,DV-0232,2024-06-15,85.31.47.118,false
TX-00633,DV-0233,2024-07-21,71.199.200.14,true
TX-00634,DV-0234,2024-09-02,202.43.254.99,true
TX-00635,DV-0235,2024-04-04,197.140.64.127,true
TX-00636,DV-0236,2023-09-10,151.110.140.201,true
TX-00637,DV-0237,2023-08-25,4.44.128.34,true
TX-00638,DV-0238,2023-09-14,20.233.87.54,true
TX-00639,DV-0239,2024-03-26,47.147.241.95,true
TX-00640,DV-0240,2024-06-03,169.80.34.223,true
TX-00641,DV-0241,2023-05-08,99.244.155.232,false
TX-00642,DV-0242,2023-08-26,60.93.33.128,true
TX-00643,DV-0243,2023-10-15,22.54.113.186,true
TX-00644,DV-0244,2023-12-29,92.3.147.96,false
TX-00645,DV-0245,2023-08-29,75.172.185.2,false
TX-00646,DV-0246,2024-11-28,90.244.197.148,true
TX-00647,DV-0247,2023-08-27,69.57.83.28,true
TX-00648,DV-0248,2023-04-06,15.7.127.204,false
TX-00649,DV-0249,2024-05-16,16.203.98.18,true
TX-00650,DV-0250,2024-05-14,82.164.44.29,false
TX-00651,DV-0251,2024-10-08,156.70.82.248,false
TX-00652,DV-0252,2023-02-22,222.110.189.77,true
TX-00653,DV-0253,2024-05-03,21.61.67.32,false
TX-00654,DV-0254,2023-11-02,155.133.47.161,true
TX-00655,DV-0255,2023-11-25,4.136.146.45,true
TX-00656,DV-0256,2023-01-25,216.51.20.232,false
TX-00657,DV-0257,2023-05-13,110.250.131.146,true
TX-00658,DV-0258,2024-07-15,124.200.170.16,false
TX-00659,DV-0259,2024-12-19,88.74.31.205,true
TX-00660,DV-0260,2023-09-27,90.64.7.159,true
TX-00661,DV-0261,2024-07-05,31.200.186.131,true
TX-00662,DV-0262,2023-09-24,41.70.126.10,true
TX-00663,DV-0263,2024-03-05,61.1.206.90,false
TX-00664,DV-0264,2024-02-08,60.109.117.125,true
TX-00665,DV-0265,2023-01-25,214.81.56.131,true
TX-00666,DV-0266,2023-12-24,31.1.16.77,false
TX-00667,DV-0267,2023-09-18,97.221.221.100,true
TX-00668,DV-0268,2023-01-06,119.71.136.119,false
TX-00669,DV-0269,2024-12-31,210.113.170.43,true
TX-00670,DV-0270,2023-08-05,158.71.69.110,true
TX-00671,DV-0271,2023-01-20,149.2.39.228,false
TX-00672,DV-0272,2023-05-18,136.58.227.144,true
TX-00673,DV-0273,2024-04-26,179.117.161.208,true
TX-00674,DV-0274,2023-04-20,18.28.80.137,true
TX-00675,DV-0275,2023-05-01,62.211.88.47,true
TX-00676,DV-0276,2023-01-23,150.8.120.109,true
TX-00677,DV-0277,2024-12-01,113.15.2.68,false
TX-00678,DV-0278,2023-04-14,174.52.155.58,false
TX-00679,DV-0279,2024-08-20,210.156.30.40,false
TX-00680,DV-0280,2023-04-13,163.108.90.242,true
TX-00681,DV-0281,2023-10-17,59.127.100.215,false
TX-00682,DV-0282,2023-03-28,72.145.119.131,true
TX-00683,DV-0283,2023-09-05,118.26.19.159,true
TX-00684,DV-0284,2024-09-01,207.173.103.185,true
TX-00685,DV-0285,2024-08-11,89.35.189.137,false
TX-00686,DV-0286,2024-08-12,169.38.5.62,false
TX-00687,DV-0287,2023-12-14,154.28.70.99,false
TX-00688,DV-0288,2024-08-16,204.121.32.217,true
TX-00689,DV-0289,2024-10-21,54.204.221.52,true
TX-00690,DV-0290,2024-08-08,79.55.85.125,true
TX-00691,DV-0291,2023-06-01,26.224.146.96,true
TX-00692,DV-0292,2023-05-10,157.13.63.87,true
TX-00693,DV-0293,2024-03-18,4.157.60.125,true
TX-00694,DV-0294,2024-09-07,6.72.25.204,false
TX-00695,DV-0295,2024-11-04,35.234.159.11,true
TX-00696,DV-0296,2023-01-16,156.54.72.183,true
TX-00697,DV-0297,2023-01-27,171.253.36.111,true
TX-00698,DV-0298,2024-11-18,31.118.210.129,true
TX-00699,DV-0299,2024-05-03,129.237.61.253,true
TX-00700,DV-0300,2024-04-24,168.59.87.224,true
TX-00701,DV-0301,2023-03-29,47.202.32.20,true
TX-00702,DV-0302,2024-09-27,220.196.5.14,true
TX-00703,DV-0303,2024-10-07,28.16.50.225,true
TX-00704,DV-0304,2024-01-01,139.121.37.73,false
TX-00705,DV-0305,2024-11-20,216.132.121.214,true
TX-00706,DV-0306,2023-12-08,196.10.154.239,false
TX-00707,DV-0307,2023-06-14,196.164.59.128,false
TX-00708,DV-0308,2023-12-01,106.73.3.81,true
TX-00709,DV-0309,2023-06-11,132.172.69.243,true
TX-00710,DV-0310,2024-03-09,71.101.10.244,false
TX-00711,DV-0311,2023-11-10,5.34.160.206,true
TX-00712,DV-0312,2024-01-05,154.46.156.36,true
TX-00713,DV-0313,2023-08-18,136.93.173.34,true
TX-00714,DV-0314,2023-04-19,55.50.164.207,true
TX-00715,DV-0315,2023-07-17,54.133.228.204,true
TX-00716,DV-0316,2023-06-27,53.107.188.23,true
TX-00717,DV-0317,2023-12-24,187.225.187.119,true
TX-00718,DV-0318,2023-08-02,200.118.104.179,true
TX-00719,DV-0319,2023-11-12,69.175.186.2,true
TX-00720,DV-0320,2023-07-02,180.201.230.97,true
TX-00721,DV-0321,2023-04-11,185.23.187.17,true
TX-00722,DV-0322,2024-09-17,190.51.96.150,true
TX-00723,DV-0323,2024-03-06,32.55.56.82,true
TX-00724,DV-0324,2024-04-18,16.88.87.46,true
TX-00725,DV-0325,2023-03-26,157.90.72.107,true
TX-00726,DV-0326,2023-03-02,97.48.0.103,false
TX-00727,DV-0327,2024-08-16,212.205.253.3,false
TX-00728,DV-0328,2023-08-01,132.219.123.44,true
TX-00729,DV-0329,2023-11-04,221.130.184.176,false
TX-00730,DV-0330,2024-10-07,61.0.110.205,true
TX-00731,DV-0331,2024-04-04,34.98.59.6,true
TX-00732,DV-0332,2023-03-18,114.7.92.169,true
TX-00733,DV-0333,2024-03-10,3.75.3.106,true
TX-00734,DV-0334,2024-06-07,218.66.179.180,true
TX-00735,DV-0335,2024-12-25,29.9.236.75,true
TX-00736,DV-0336,2024-08-31,86.181.224.155,true
TX-00737,DV-0337,2024-05-14,204.137.131.204,false
TX-00738,DV-0338,2023-10-29,84.173.224.120,false
TX-00739,DV-0339,2024-09-27,174.2.119.61,true
TX-00740,DV-0340,2024-05-12,2.3.126.166,true
TX-00741,DV-0341,2023-03-21,221.87.83.40,true
TX-00742,DV-0342,2024-09-01,86.245.141.32,true
TX-00743,DV-0343,2023-07-04,17.64.192.185,true
TX-00744,DV-0344,2023-08-16,182.33.185.34,true
TX-00745,DV-0345,2023-03-06,47.78.200.182,true
TX-00746,DV-0346,2024-02-10,86.84.178.131,false
TX-00747,DV-0347,2024-12-12,164.7.96.228,false
TX-00748,DV-0348,2023-04-05,205.187.77.21,false
TX-00749,DV-0349,2023-01-07,139.246.40.152,true
TX-00750,DV-0350,2023-08-30,5.237.21.242,true
TX-00751,DV-0351,2023-01-06,46.134.148.4,false
TX-00752,DV-0352,2024-07-18,147.84.43.90,true
TX-00753,DV-0353,2023-09-25,109.201.148.39,false
TX-00754,DV-0354,2023-10-04,150.76.179.238,true
TX-00755,DV-0355,2024-10-27,34.241.240.180,true
TX-00756,DV-0356,2023-02-12,83.121.105.44,false
TX-00757,DV-0357,2023-02-03,208.46.2.14,true
TX-00758,DV-0358,2023-03-13,155.15.233.176,true
TX-00759,DV-0359,2023-06-04,143.197.242.80,false
TX-00760,DV-0360,2024-09-13,209.38.213.56,false
TX-00761,DV-0361,2023-12-07,93.160.230.246,false
TX-00762,DV-0362,2023-11-14,153.184.55.73,true
TX-00763,DV-0363,2024-11-09,217.25.38.98,false
TX-00764,DV-0364,2023-12-12,60.252.231.211,true
TX-00765,DV-0365,2023-04-22,81.138.170.123,true
TX-00766,DV-0366,2024-07-23,115.38.105.170,true
TX-00767,DV-0367,2023-02-13,125.220.103.206,true
TX-00768,DV-0368,2023-11-30,75.173.188.227,true
TX-00769,DV-0369,2023-10-13,202.209.35.16,true
TX-00770,DV-0370,2024-05-20,175.158.6.94,false
TX-00771,DV-0371,2023-02-14,58.184.187.39,true
TX-00772,DV-0372,2023-07-01,74.237.248.116,true
TX-00773,DV-0373,2023-09-18,139.122.202.132,false
TX-00774,DV-0374,2023-01-06,158.185.231.35,true
TX-00775,DV-0375,2023-02-15,97.254.19.164,true
TX-00776,DV-0376,2024-04-28,221.50.114.247,false
TX-00777,DV-0377,2023-04-18,203.238.200.75,true
TX-00778,DV-0378,2023-01-30,35.234.5.17,true
TX-00779,DV-0379,2023-04-24,16.161.246.138,true
TX-00780,DV-0380,2024-07-20,130.146.191.127,false
TX-00781,DV-0381,2023-04-16,80.52.41.198,true
TX-00782,DV-0382,2024-05-14,190.4.135.107,false
TX-00783,DV-0383,2023-08-27,203.57.195.44,true
TX-00784,DV-0384,2023-06-04,107.221.148.177,true
TX-00785,DV-0385,2024-05-11,146.150.147.89,true
TX-00786,DV-0386,2023-02-25,52.134.5.115,true
TX-00787,DV-0387,2023-10-02,180.46.172.226,true
TX-00788,DV-0388,2024-06-30,122.173.197.131,true
TX-00789,DV-0389,2023-12-17,223.226.45.62,true
TX-00790,DV-0390,2023-01-15,116.160.159.140,true
TX-00791,DV-0391,2023-02-09,124.254.153.177,true
TX-00792,DV-0392,2024-10-31,82.178.120.217,false
TX-00793,DV-0393,2024-09-25,191.118.254.244,true
TX-00794,DV-0394,2024-01-23,19.57.107.75,true
TX-00795,DV-0395,2023-12-22,208.135.224.149,true
TX-00796,DV-0396,2023-02-25,97.61.241.208,false
TX-00797,DV-0397,2023-05-28,9.43.146.31,true
TX-00798,DV-0398,2024-07-16,10.74.57.56,true
TX-00799,DV-0399,2024-07-26,56.4.162.117,true
TX-00800,DV-0400,2024-07-02,146.152.130.52,false
TX-00801,DV-0001,2024-03-23,157.206.195.161,false
TX-00802,DV-0002,2024-07-31,154.65.170.245,true
TX-00803,DV-0003,2024-12-19,38.135.60.48,false
TX-00804,DV-0004,2024-10-05,26.192.117.150,true
TX-00805,DV-0005,2024-01-17,11.219.184.84,true
TX-00806,DV-0006,2024-10-12,139.41.32.139,true
TX-00807,DV-0007,2023-01-16,124.242.138.156,true
TX-00808,DV-0008,2024-01-13,196.107.64.163,true
TX-00809,DV-0009,2023-02-21,22.18.228.234,true
TX-00810,DV-0010,2023-12-03,42.19.63.197,false
TX-00811,DV-0011,2023-07-04,218.132.197.235,false
TX-00812,DV-0012,2023-01-03,179.14.221.4,true
TX-00813,DV-0013,2023-05-24,136.237.211.174,true
TX-00814,DV-0014,2023-12-04,32.240.70.131,true
TX-00815,DV-0015,2024-11-19,79.176.75.38,true
TX-00816,DV-0016,2024-09-29,177.203.119.99,true
TX-00817,DV-0017,2024-01-03,169.71.91.182,false
TX-00818,DV-0018,2023-01-04,114.12.131.147,true
TX-00819,DV-0019,2024-08-17,52.150.81.163,false
TX-00820,DV-0020,2024-10-01,195.146.73.41,true
TX-00821,DV-0021,2024-06-07,58.101.239.31,true
TX-00822,DV-0022,2023-07-02,70.41.52.50,true
TX-00823,DV-0023,2024-02-26,124.200.211.50,true
TX-00824,DV-0024,2023-07-30,120.142.224.196,true
TX-00825,DV-0025,2023-03-13,9.58.62.187,true
TX-00826,DV-0026,2023-08-01,212.189.206.116,true
TX-00827,DV-0027,2023-11-19,143.124.153.117,true
TX-00828,DV-0028,2024-07-19,121.223.31.27,false
TX-00829,DV-0029,2023-04-22,125.221.48.121,true
TX-00830,DV-0030,2024-07-17,215.113.135.219,true
TX-00831,DV-0031,2023-05-12,163.38.166.251,false
TX-00832,DV-0032,2024-12-09,82.157.24.191,true
TX-00833,DV-0033,2023-05-29,36.33.122.240,true
TX-00834,DV-0034,2023-01-06,144.129.200.138,true
TX-00835,DV-0035,2024-03-15,215.226.91.145,true
TX-00836,DV-0036,2023-02-13,87.134.74.66,true
TX-00837,DV-0037,2024-03-12,152.254.18.13,true
TX-00838,DV-0038,2023-03-01,125.177.102.184,true
TX-00839,DV-0039,2023-02-14,84.65.186.50,false
TX-00840,DV-0040,2024-04-20,125.212.46.19,true
TX-00841,DV-0041,2023-05-22,36.88.14.169,true
TX-00842,DV-0042,2024-06-24,191.178.72.52,true
TX-00843,DV-0043,2024-08-10,203.161.37.159,true
TX-00844,DV-0044,2024-06-20,204.57.239.179,true
TX-00845,DV-0045,2023-06-17,78.247.75.217,true
TX-00846,DV-0046,2023-01-24,150.154.253.132,true
TX-00847,DV-0047,2023-10-20,23.155.139.84,true
TX-00848,DV-0048,2023-08-11,11.66.52.77,true
TX-00849,DV-0049,2023-01-05,152.176.236.213,true
TX-00850,DV-0050,2024-04-11,114.160.56.251,false
TX-00851,DV-0051,2023-09-19,74.43.142.182,false
TX-00852,DV-0052,2024-02-01,150.200.89.17,true
TX-00853,DV-0053,2024-12-21,82.208.45.203,true
TX-00854,DV-0054,2024-08-14,98.230.61.154,true
TX-00855,DV-0055,2024-07-23,152.241.242.237,true
TX-00856,DV-0056,2024-12-23,144.163.135.103,true
TX-00857,DV-0057,2024-06-22,147.139.175.21,true
TX-00858,DV-0058,2023-11-24,166.115.87.228,true
TX-00859,DV-0059,2023-10-18,166.171.185.252,true
TX-00860,DV-0060,2023-10-04,84.225.0.254,false
TX-00861,DV-0061,2023-04-24,162.99.74.218,true
TX-00862,DV-0062,2023-12-27,57.7.167.48,true
TX-00863,DV-0063,2023-11-13,167.149.82.241,true
TX-00864,DV-0064,2023-04-28,178.151.195.17,true
TX-00865,DV-0065,2024-09-21,136.87.69.53,true
TX-00866,DV-0066,2023-11-20,105.171.104.47,true
TX-00867,DV-0067,2024-02-16,95.199.239.251,true
TX-00868,DV-0068,2023-06-15,118.247.113.206,true
TX-00869,DV-0069,2023-01-25,42.233.116.92,true
TX-00870,DV-0070,2023-08-27,187.177.217.188,true
TX-00871,DV-0071,2023-07-27,19.9.57.70,true
TX-00872,DV-0072,2023-09-16,43.155.92.29,true
TX-00873,DV-0073,2024-03-17,136.15.245.111,true
TX-00874,DV-0074,2024-10-18,9.189.128.231,true
TX-00875,DV-0075,2023-03-23,30.0.14.183,false
TX-00876,DV-0076,2024-01-10,188.198.245.69,true
TX-00877,DV-0077,2024-02-27,219.140.238.0,true
TX-00878,DV-0078,2023-03-19,65.243.207.111,true
TX-00879,DV-0079,2023-04-19,222.139.205.121,true
TX-00880,DV-0080,2023-11-15,171.218.227.44,false
TX-00881,DV-0081,2023-10-03,61.126.12.55,true
TX-00882,DV-0082,2024-10-28,149.203.83.42,true
TX-00883,DV-0083,2023-05-14,69.189.59.103,false
TX-00884,DV-0084,2023-07-22,165.103.238.155,true
TX-00885,DV-0085,2024-02-14,31.137.138.117,true
TX-00886,DV-0086,2024-11-26,45.114.61.178,true
TX-00887,DV-0087,2023-09-16,45.155.26.234,false
TX-00888,DV-0088,2023-06-01,65.109.155.73,true
TX-00889,DV-0089,2024-08-12,168.8.148.13,false
TX-00890,DV-0090,2023-12-31,214.157.127.151,true
TX-00891,DV-0091,2024-11-19,3.35.83.120,false
TX-00892,DV-0092,2024-01-18,174.219.121.124,true
TX-00893,DV-0093,2023-12-18,116.4.119.225,true
TX-00894,DV-0094,2023-07-11,154.14.94.161,true
TX-00895,DV-0095,2024-06-26,164.209.220.66,true
TX-00896,DV-0096,2023-10-08,97.228.211.225,false
TX-00897,DV-0097,2023-05-18,181.58.58.52,false
TX-00898,DV-0098,2023-10-22,182.156.9.32,true
TX-00899,DV-0099,2024-06-21,84.140.156.192,true
TX-00900,DV-0100,2024-04-28,83.38.158.122,true
TX-00901,DV-0101,2024-09-27,48.89.59.121,true
TX-00902,DV-0102,2023-01-11,107.21.12.102,true
TX-00903,DV-0103,2023-10-26,194.39.235.237,true
TX-00904,DV-0104,2023-03-09,22.19.122.135,true
TX-00905,DV-0105,2023-12-31,165.96.10.241,true
TX-00906,DV-0106,2024-08-29,85.9.230.182,true
TX-00907,DV-0107,2023-04-01,167.119.100.61,true
TX-00908,DV-0108,2023-12-26,211.107.153.254,true
TX-00909,DV-0109,2023-09-29,211.87.156.244,false
TX-00910,DV-0110,2024-10-29,28.110.229.162,true
TX-00911,DV-0111,2023-11-27,23.236.26.78,true
TX-00912,DV-0112,2024-04-28,95.218.72.82,true
TX-00913,DV-0113,2023-03-15,151.47.96.118,true
TX-00914,DV-0114,2023-11-24,33.190.195.112,true
TX-00915,DV-0115,2024-04-20,157.169.60.99,false
TX-00916,DV-0116,2024-03-30,156.148.241.20,true
TX-00917,DV-0117,2023-05-14,118.160.62.201,false
TX-00918,DV-0118,2024-12-31,136.227.107.34,true
TX-00919,DV-0119,2024-05-22,171.235.250.156,true
TX-00920,DV-0120,2024-09-28,140.29.209.49,true
TX-00921,DV-0121,2023-12-03,128.76.236.35,true
TX-00922,DV-0122,2023-07-19,50.221.239.73,true
TX-00923,DV-0123,2023-04-21,82.202.195.37,false
TX-00924,DV-0124,2024-04-08,174.151.152.88,true
TX-00925,DV-0125,2024-09-11,146.175.55.11,true
TX-00926,DV-0126,2024-08-14,209.36.55.21,false
TX-00927,DV-0127,2024-05-20,184.42.55.201,false
TX-00928,DV-0128,2023-03-14,149.118.137.144,true
TX-00929,DV-0129,2023-08-07,30.237.180.201,true
TX-00930,DV-0130,2024-03-09,181.204.46.67,true
TX-00931,DV-0131,2023-01-21,80.107.154.215,true
TX-00932,DV-0132,2024-09-17,106.60.138.136,true
TX-00933,DV-0133,2024-04-20,109.117.246.96,false
TX-00934,DV-0134,2024-10-29,135.142.136.207,true
TX-00935,DV-0135,2023-08-09,106.132.59.161,true
TX-00936,DV-0136,2024-04-23,166.137.90.204,false
TX-00937,DV-0137,2024-01-30,17.185.163.75,true
TX-00938,DV-0138,2023-11-21,151.142.13.232,true
TX-00939,DV-0139,2023-07-31,48.227.148.110,true
TX-00940,DV-0140,2024-09-09,132.55.194.218,false
TX-00941,DV-0141,2023-10-02,160.234.137.112,true
TX-00942,DV-0142,2023-11-20,148.144.62.32,true
TX-00943,DV-0143,2024-11-16,139.173.95.63,false
TX-00944,DV-0144,2024-05-19,209.240.21.186,true
TX-00945,DV-0145,2024-02-28,40.25.173.214,false
TX-00946,DV-0146,2024-07-08,175.197.161.96,true
TX-00947,DV-0147,2023-04-02,180.75.58.74,true
TX-00948,DV-0148,2023-04-18,15.71.195.25,true
TX-00949,DV-0149,2024-02-17,166.192.234.27,true
TX-00950,DV-0150,2023-10-04,62.202.119.182,false
TX-00951,DV-0151,2024-01-16,133.97.117.198,false
TX-00952,DV-0152,2024-10-19,102.123.235.156,true
TX-00953,DV-0153,2024-08-25,15.61.82.145,true
TX-00954,DV-0154,2024-03-19,191.184.83.235,false
TX-00955,DV-0155,2024-09-18,79.58.26.53,true
TX-00956,DV-0156,2024-05-11,165.89.157.48,false
TX-00957,DV-0157,2024-04-18,130.246.190.216,false
TX-00958,DV-0158,2023-01-01,89.241.52.171,true
TX-00959,DV-0159,2023-03-05,41.171.43.2,true
TX-00960,DV-0160,2023-02-21,211.177.189.16,true
TX-00961,DV-0161,2024-04-15,178.61.53.162,true
