transaccionId,comercioId,fecha,metodoPago,montoTotal
TX-00502,CO-0202,2024-09-01,app_movil,2236.39
TX-00503,CO-0203,2023-07-16,transferencia,40531.12
TX-00504,CO-0204,2023-06-27,online,8247.41
TX-00505,CO-0205,2023-05-04,app_movil,32998.19
TX-00506,CO-0206,2024-03-21,online,39839.91
TX-00507,CO-0207,2023-12-16,online,16284.24
TX-00508,CO-0208,2023-04-01,app_movil,7630.27
TX-00509,CO-0209,2023-01-10,online,3628.98
TX-00510,CO-0210,2023-05-25,ATM,18107.77
TX-00511,CO-0211,2023-03-05,app_movil,25170.86
TX-00512,CO-0212,2024-03-25,transferencia,34859.22
TX-00513,CO-0213,2024-12-09,ATM,15349.58
TX-00514,CO-0214,2023-09-12,transferencia,36667.82
TX-00515,CO-0215,2024-02-24,ATM,7741.0
TX-00516,CO-0216,2024-09-21,app_movil,14578.11
TX-00517,CO-0217,2023-10-27,POS,31731.59
TX-00518,CO-0218,2023-06-04,app_movil,29182.66
TX-00519,CO-0219,2023-07-26,transferencia,39370.39
TX-00520,CO-0220,2024-02-17,app_movil,49409.6
TX-00521,CO-0221,2023-12-05,transferencia,45492.14
TX-00522,CO-0222,2023-02-02,transferencia,38165.19
TX-00523,CO-0223,2024-09-03,ATM,24188.33
TX-00524,CO-0224,2023-08-15,ATM,34032.61
TX-00525,CO-0225,2024-02-12,POS,796.05
TX-00526,CO-0226,2024-07-04,ATM,21174.5
TX-00527,CO-0227,2024-12-10,ATM,26430.01
TX-00528,CO-0228,2023-12-29,online,3607.42
TX-00529,CO-0229,2023-09-09,transferencia,17980.38
TX-00530,CO-0230,2024-01-22,transferencia,1084.22
TX-00531,CO-0231,2023-12-28,ATM,35789.06
TX-00532,CO-0232,2024-10-30,ATM,45643.33
TX-00533,CO-0233,2023-05-15,app_movil,31958.48
TX-00534,CO-0234,2024-03-12,transferencia,7329.38
TX-00535,CO-0235,2024-03-01,ATM,2165.17
TX-00536,CO-0236,2024-05-06,POS,16160.68
TX-00537,CO-0237,2024-09-21,POS,6806.05
TX-00538,CO-0238,2023-07-08,transferencia,32131.94
TX-00539,CO-0239,2024-06-30,app_movil,2490.38
TX-00540,CO-0240,2024-11-20,app_movil,46500.14
TX-00541,CO-0241,2023-07-20,app_movil,23557.51
TX-00542,CO-0242,2023-07-19,online,28932.41
TX-00543,CO-0243,2023-12-16,ATM,45671.41
TX-00544,CO-0244,2023-07-01,POS,373.53
TX-00545,CO-0245,2024-04-04,transferencia,44641.7
TX-00546,CO-0246,2023-06-22,transferencia,3164.92
TX-00547,CO-0247,2023-08-01,online,7642.28
TX-00548,CO-0248,2023-04-25,ATM,12803.55
TX-00549,CO-0249,2024-01-12,online,38545.09
TX-00550,CO-0250,2023-10-02,app_movil,18056.77
TX-00551,CO-0251,2023-10-04,transferencia,36824.92
TX-00552,CO-0252,2023-12-25,transferencia,12116.68
TX-00553,CO-0253,2024-07-06,online,27212.29
TX-00554,CO-0254,2023-02-02,app_movil,23244.04
TX-00555,CO-0255,2023-04-08,POS,39479.31
TX-00556,CO-0256,2023-01-03,online,35333.6
TX-00557,CO-0257,2024-03-06,online,21036.58
TX-00558,CO-0258,2024-09-24,online,1559.4
TX-00559,CO-0259,2023-06-28,POS,8327.39
TX-00560,CO-0260,2024-02-02,transferencia,3872.32
TX-00561,CO-0261,2024-01-24,app_movil,11562.83
TX-00562,CO-0262,2023-03-07,ATM,5279.14
TX-00563,CO-0263,2023-09-14,transferencia,15828.62
TX-00564,CO-0264,2023-03-17,transferencia,1451.78
TX-00565,CO-0265,2023-08-27,online,38569.95
TX-00566,CO-0266,2023-03-31,ATM,29909.06
TX-00567,CO-0267,2024-10-29,ATM,5480.27
TX-00568,CO-0268,2023-04-11,transferencia,23952.07
TX-00569,CO-0269,2024-08-18,app_movil,8434.89
TX-00570,CO-0270,2023-03-25,app_movil,22195.3
TX-00571,CO-0271,2023-07-16,app_movil,24923.8
TX-00572,CO-0272,2024-05-20,transferencia,42353.53
TX-00573,CO-0273,2024-06-19,POS,26350.9
TX-00574,CO-0274,2024-07-21,POS,40785.43
TX-00575,CO-0275,2023-04-27,POS,43289.8
TX-00576,CO-0276,2024-12-19,online,7869.13
TX-00577,CO-0277,2023-03-18,online,21985.63
TX-00578,CO-0278,2024-08-10,app_movil,13192.25
TX-00579,CO-0279,2023-11-22,app_movil,16065.61
TX-00580,CO-0280,2023-05-06,POS,12715.77
TX-00581,CO-0281,2024-02-01,app_movil,23080.71
TX-00582,CO-0282,2023-08-15,ATM,10668.73
TX-00583,CO-0283,2023-09-08,POS,8125.02
TX-00584,CO-0284,2023-02-01,online,12983.82
TX-00585,CO-0285,2024-02-13,online,42790.83
TX-00586,CO-0286,2024-03-07,ATM,3765.28
TX-00587,CO-0287,2024-12-25,ATM,48020.09
TX-00588,CO-0288,2023-10-26,online,15862.01
TX-00589,CO-0289,2023-03-05,transferencia,6355.21
TX-00590,CO-0290,2024-06-07,POS,21142.23
TX-00591,CO-0291,2024-12-19,transferencia,4898.84
TX-00592,CO-0292,2023-03-08,app_movil,15936.92
TX-00593,CO-0293,2023-08-28,online,9424.36
TX-00594,CO-0294,2023-01-10,online,39627.6
TX-00595,CO-0295,2023-08-07,online,4815.46
TX-00596,CO-0296,2023-09-05,online,21270.34
TX-00597,CO-0297,2023-02-16,transferencia,42393.01
TX-00598,CO-0298,2023-02-24,online,37387.12
TX-00599,CO-0299,2024-11-20,POS,5332.82
TX-00600,CO-0300,2023-09-04,app_movil,41892.31
TX-00601,CO-0001,2024-09-09,transferencia,12437.98
TX-00602,CO-0002,2024-01-07,transferencia,7820.27
TX-00603,CO-0003,2023-01-05,app_movil,2448.58
TX-00604,CO-0004,2023-12-02,POS,5787.61
TX-00605,CO-0005,2024-09-27,app_movil,32216.74
TX-00606,CO-0006,2024-05-09,online,29952.16
TX-00607,CO-0007,2023-06-06,transferencia,22351.16
TX-00608,CO-0008,2024-09-12,ATM,43939.4
TX-00609,CO-0009,2024-09-03,app_movil,4751.51
TX-00610,CO-0010,2024-06-09,app_movil,36986.28
TX-00611,CO-0011,2023-02-25,transferencia,37258.93
TX-00612,CO-0012,2023-05-01,POS,48001.73
TX-00613,CO-0013,2023-06-14,ATM,7434.52
TX-00614,CO-0014,2023-12-21,app_movil,24923.48
TX-00615,CO-0015,2023-06-29,online,6173.09
TX-00616,CO-0016,2023-06-28,online,9482.08
TX-00617,CO-0017,2023-08-27,ATM,32531.4
TX-00618,CO-0018,2023-06-04,POS,44795.61
TX-00619,CO-0019,2024-05-07,app_movil,11930.61
TX-00620,CO-0020,2024-09-23,app_movil,30884.5
TX-00621,CO-0021,2023-12-04,online,6805.72
TX-00622,CO-0022,2024-12-01,transferencia,17951.11
TX-00623,CO-0023,2024-11-18,transferencia,19775.11
TX-00624,CO-0024,2023-08-16,transferencia,22697.04
TX-00625,CO-0025,2023-03-29,POS,29153.94
TX-00626,CO-0026,2023-02-21,POS,32783.58
TX-00627,CO-0027,2023-09-24,online,2227.12
TX-00628,CO-0028,2023-04-17,transferencia,35576.18
TX-00629,CO-0029,2023-06-24,ATM,11415.08
TX-00630,CO-0030,2024-12-21,ATM,37632.93
TX-00631,CO-0031,2023-04-18,transferencia,10367.91
TX-00632,CO-0032,2024-06-15,online,43900.04
TX-00633,CO-0033,2024-07-21,ATM,21218.3
TX-00634,CO-0034,2024-09-02,transferencia,30867.37
TX-00635,CO-0035,2024-04-04,transferencia,3734.91
TX-00636,CO-0036,2023-09-10,transferencia,27960.01
TX-00637,CO-0037,2023-08-25,online,21889.17
TX-00638,CO-0038,2023-09-14,ATM,3069.39
TX-00639,CO-0039,2024-03-26,online,15436.23
TX-00640,CO-0040,2024-06-03,ATM,16102.25
TX-00641,CO-0041,2023-05-08,transferencia,5064.87
TX-00642,CO-0042,2023-08-26,ATM,32598.97
TX-00643,CO-0043,2023-10-15,ATM,45535.76
TX-00644,CO-0044,2023-12-29,ATM,25777.11
TX-00645,CO-0045,2023-08-29,app_movil,5024.74
TX-00646,CO-0046,2024-11-28,POS,20554.16
TX-00647,CO-0047,2023-08-27,app_movil,38279.88
TX-00648,CO-0048,2023-04-06,POS,21543.14
TX-00649,CO-0049,2024-05-16,ATM,29752.55
TX-00650,CO-0050,2024-05-14,online,2863.04
TX-00651,CO-0051,2024-10-08,POS,24287.41
TX-00652,CO-0052,2023-02-22,transferencia,6864.95
TX-00653,CO-0053,2024-05-03,online,6488.22
TX-00654,CO-0054,2023-11-02,online,48688.97
TX-00655,CO-0055,2023-11-25,app_movil,7380.09
TX-00656,CO-0056,2023-01-25,ATM,33031.91
TX-00657,CO-0057,2023-05-13,app_movil,31790.43
TX-00658,CO-0058,2024-07-15,POS,17285.73
TX-00659,CO-0059,2024-12-19,ATM,34769.22
TX-00660,CO-0060,2023-09-27,transferencia,26984.95
TX-00661,CO-0061,2024-07-05,app_movil,34854.16
TX-00662,CO-0062,2023-09-24,ATM,48486.95
TX-00663,CO-0063,2024-03-05,online,33302.4
TX-00664,CO-0064,2024-02-08,ATM,5860.99
TX-00665,CO-0065,2023-01-25,transferencia,12144.29
TX-00666,CO-0066,2023-12-24,POS,43657.62
TX-00667,CO-0067,2023-09-18,app_movil,28549.85
TX-00668,CO-0068,2023-01-06,online,25962.17
TX-00669,CO-0069,2024-12-31,online,1134.7
TX-00670,CO-0070,2023-08-05,app_movil,26425.87
TX-00671,CO-0071,2023-01-20,online,18070.47
TX-00672,CO-0072,2023-05-18,ATM,19821.81
TX-00673,CO-0073,2024-04-26,ATM,1985.74
TX-00674,CO-0074,2023-04-20,transferencia,8540.21
TX-00675,CO-0075,2023-05-01,online,27848.07
TX-00676,CO-0076,2023-01-23,online,5451.39
TX-00677,CO-0077,2024-12-01,online,31601.36
TX-00678,CO-0078,2023-04-14,app_movil,40929.74
TX-00679,CO-0079,2024-08-20,ATM,12382.77
TX-00680,CO-0080,2023-04-13,online,48170.81
TX-00681,CO-0081,2023-10-17,online,29689.78
TX-00682,CO-0082,2023-03-28,ATM,34162.36
TX-00683,CO-0083,2023-09-05,transferencia,43341.89
TX-00684,CO-0084,2024-09-01,online,46677.55
TX-00685,CO-0085,2024-08-11,app_movil,35854.81
TX-00686,CO-0086,2024-08-12,online,45475.35
TX-00687,CO-0087,2023-12-14,transferencia,15483.71
TX-00688,CO-0088,2024-08-16,app_movil,44099.65
TX-00689,CO-0089,2024-10-21,transferencia,28011.89
TX-00690,CO-0090,2024-08-08,app_movil,40142.28
TX-00691,CO-0091,2023-06-01,POS,12419.09
TX-00692,CO-0092,2023-05-10,transferencia,6139.74
TX-00693,CO-0093,2024-03-18,app_movil,40338.5
TX-00694,CO-0094,2024-09-07,transferencia,29420.49
TX-00695,CO-0095,2024-11-04,online,17132.15
TX-00696,CO-0096,2023-01-16,app_movil,24815.91
TX-00697,CO-0097,2023-01-27,app_movil,28762.34
TX-00698,CO-0098,2024-11-18,ATM,29564.8
TX-00699,CO-0099,2024-05-03,online,39257.0
TX-00700,CO-0100,2024-04-24,online,42295.06
TX-00701,CO-0101,2023-03-29,online,923.4
TX-00702,CO-0102,2024-09-27,online,31998.58
TX-00703,CO-0103,2024-10-07,online,18516.41
TX-00704,CO-0104,2024-01-01,online,27483.23
TX-00705,CO-0105,2024-11-20,app_movil,47112.24
TX-00706,CO-0106,2023-12-08,online,171.17
TX-00707,CO-0107,2023-06-14,ATM,34294.43
TX-00708,CO-0108,2023-12-01,ATM,19459.78
TX-00709,CO-0109,2023-06-11,transferencia,49548.97
TX-00710,CO-0110,2024-03-09,POS,20493.32
TX-00711,CO-0111,2023-11-10,ATM,21764.59
TX-00712,CO-0112,2024-01-05,transferencia,9835.33
TX-00713,CO-0113,2023-08-18,app_movil,21623.28
TX-00714,CO-0114,2023-04-19,online,13916.89
TX-00715,CO-0115,2023-07-17,POS,5593.7
TX-00716,CO-0116,2023-06-27,POS,23542.1
TX-00717,CO-0117,2023-12-24,POS,30325.84
TX-00718,CO-0118,2023-08-02,app_movil,25486.14
TX-00719,CO-0119,2023-11-12,POS,10795.79
TX-00720,CO-0120,2023-07-02,ATM,14989.59
TX-00721,CO-0121,2023-04-11,ATM,31179.65
TX-00722,CO-0122,2024-09-17,transferencia,17629.39
TX-00723,CO-0123,2024-03-06,ATM,42354.03
TX-00724,CO-0124,2024-04-18,POS,7792.93
TX-00725,CO-0125,2023-03-26,online,17450.43
TX-00726,CO-0126,2023-03-02,ATM,40681.93
TX-00727,CO-0127,2024-08-16,app_movil,21641.34
TX-00728,CO-0128,2023-08-01,online,27885.64
TX-00729,CO-0129,2023-11-04,online,26499.76
TX-00730,CO-0130,2024-10-07,ATM,31394.14
TX-00731,CO-0131,2024-04-04,POS,8973.74
TX-00732,CO-0132,2023-03-18,POS,28776.99
TX-00733,CO-0133,2024-03-10,online,9901.41
TX-00734,CO-0134,2024-06-07,online,38703.53
TX-00735,CO-0135,2024-12-25,transferencia,23073.74
TX-00736,CO-0136,2024-08-31,transferencia,41607.39
TX-00737,CO-0137,2024-05-14,app_movil,8295.42
TX-00738,CO-0138,2023-10-29,app_movil,4182.42
TX-00739,CO-0139,2024-09-27,ATM,18863.95
TX-00740,CO-0140,2024-05-12,online,37185.35
TX-00741,CO-0141,2023-03-21,POS,1019.18
TX-00742,CO-0142,2024-09-01,POS,3462.37
TX-00743,CO-0143,2023-07-04,ATM,2820.89
TX-00744,CO-0144,2023-08-16,POS,31019.99
TX-00745,CO-0145,2023-03-06,transferencia,18507.88
TX-00746,CO-0146,2024-02-10,online,15114.12
TX-00747,CO-0147,2024-12-12,POS,23862.71
TX-00748,CO-0148,2023-04-05,app_movil,28365.69
TX-00749,CO-0149,2023-01-07,POS,49946.31
TX-00750,CO-0150,2023-08-30,app_movil,22662.68
TX-00751,CO-0151,2023-01-06,POS,42074.56
TX-00752,CO-0152,2024-07-18,app_movil,3846.69
TX-00753,CO-0153,2023-09-25,ATM,33866.59
TX-00754,CO-0154,2023-10-04,ATM,19069.59
TX-00755,CO-0155,2024-10-27,app_movil,8561.83
TX-00756,CO-0156,2023-02-12,online,17076.16
TX-00757,CO-0157,2023-02-03,transferencia,42672.33
TX-00758,CO-0158,2023-03-13,online,12128.74
TX-00759,CO-0159,2023-06-04,transferencia,20328.16
TX-00760,CO-0160,2024-09-13,online,49834.53
TX-00761,CO-0161,2023-12-07,online,42135.55
TX-00762,CO-0162,2023-11-14,POS,8465.36
TX-00763,CO-0163,2024-11-09,app_movil,43837.6
TX-00764,CO-0164,2023-12-12,POS,38006.47
TX-00765,CO-0165,2023-04-22,ATM,38861.01
TX-00766,CO-0166,2024-07-23,POS,2785.28
TX-00767,CO-0167,2023-02-13,online,45525.3
TX-00768,CO-0168,2023-11-30,transferencia,42515.39
TX-00769,CO-0169,2023-10-13,online,45116.4
TX-00770,CO-0170,2024-05-20,online,37438.51
TX-00771,CO-0171,2023-02-14,POS,17333.96
TX-00772,CO-0172,2023-07-01,transferencia,20758.4
TX-00773,CO-0173,2023-09-18,app_movil,14672.78
TX-00774,CO-0174,2023-01-06,POS,7501.88
TX-00775,CO-0175,2023-02-15,POS,32672.53
TX-00776,CO-0176,2024-04-28,ATM,18003.76
TX-00777,CO-0177,2023-04-18,app_movil,20561.71
TX-00778,CO-0178,2023-01-30,app_movil,16129.08
TX-00779,CO-0179,2023-04-24,app_movil,37891.07
TX-00780,CO-0180,2024-07-20,POS,45630.35
TX-00781,CO-0181,2023-04-16,online,22833.11
TX-00782,CO-0182,2024-05-14,app_movil,21679.1
TX-00783,CO-0183,2023-08-27,ATM,27666.15
TX-00784,CO-0184,2023-06-04,POS,29597.58
TX-00785,CO-0185,2024-05-11,ATM,18183.55
TX-00786,CO-0186,2023-02-25,app_movil,39259.43
TX-00787,CO-0187,2023-10-02,POS,29654.5
TX-00788,CO-0188,2024-06-30,app_movil,36728.37
TX-00789,CO-0189,2023-12-17,ATM,38712.67
TX-00790,CO-0190,2023-01-15,ATM,4810.87
TX-00791,CO-0191,2023-02-09,online,41191.89
TX-00792,CO-0192,2024-10-31,ATM,2372.8
TX-00793,CO-0193,2024-09-25,ATM,46354.63
TX-00794,CO-0194,2024-01-23,POS,21911.2
TX-00795,CO-0195,2023-12-22,ATM,20299.41
TX-00796,CO-0196,2023-02-25,ATM,42795.48
TX-00797,CO-0197,2023-05-28,app_movil,24413.95
TX-00798,CO-0198,2024-07-16,online,17985.75
TX-00799,CO-0199,2024-07-26,online,30630.47
TX-00800,CO-0200,2024-07-02,transferencia,45569.05
TX-00801,CO-0201,2024-03-23,POS,31989.7
TX-00802,CO-0202,2024-07-31,online,42583.99
TX-00803,CO-0203,2024-12-19,online,3108.26
TX-00804,CO-0204,2024-10-05,transferencia,34818.68
TX-00805,CO-0205,2024-01-17,transferencia,12256.36
TX-00806,CO-0206,2024-10-12,app_movil,48876.59
TX-00807,CO-0207,2023-01-16,ATM,13147.6
TX-00808,CO-0208,2024-01-13,ATM,21278.39
TX-00809,CO-0209,2023-02-21,POS,46057.4
TX-00810,CO-0210,2023-12-03,transferencia,45778.69
TX-00811,CO-0211,2023-07-04,transferencia,27101.54
TX-00812,CO-0212,2023-01-03,transferencia,25073.66
TX-00813,CO-0213,2023-05-24,ATM,18528.86
TX-00814,CO-0214,2023-12-04,online,5862.15
TX-00815,CO-0215,2024-11-19,app_movil,25512.14
TX-00816,CO-0216,2024-09-29,online,10421.12
TX-00817,CO-0217,2024-01-03,online,25648.97
TX-00818,CO-0218,2023-01-04,POS,46816.71
TX-00819,CO-0219,2024-08-17,online,16567.72
TX-00820,CO-0220,2024-10-01,ATM,20364.22
TX-00821,CO-0221,2024-06-07,transferencia,22409.19
TX-00822,CO-0222,2023-07-02,transferencia,33722.52
TX-00823,CO-0223,2024-02-26,POS,20644.68
TX-00824,CO-0224,2023-07-30,online,10187.25
TX-00825,CO-0225,2023-03-13,ATM,15653.76
TX-00826,CO-0226,2023-08-01,online,21539.66
TX-00827,CO-0227,2023-11-19,ATM,32892.79
TX-00828,CO-0228,2024-07-19,online,47616.76
TX-00829,CO-0229,2023-04-22,transferencia,15987.53
TX-00830,CO-0230,2024-07-17,POS,22392.84
TX-00831,CO-0231,2023-05-12,ATM,37985.14
TX-00832,CO-0232,2024-12-09,ATM,40648.7
TX-00833,CO-0233,2023-05-29,transferencia,213.33
TX-00834,CO-0234,2023-01-06,ATM,817.57
TX-00835,CO-0235,2024-03-15,transferencia,46444.57
TX-00836,CO-0236,2023-02-13,app_movil,7650.07
TX-00837,CO-0237,2024-03-12,transferencia,20929.06
TX-00838,CO-0238,2023-03-01,ATM,9684.67
TX-00839,CO-0239,2023-02-14,ATM,9503.46
TX-00840,CO-0240,2024-04-20,transferencia,8494.59
TX-00841,CO-0241,2023-05-22,transferencia,46110.38
TX-00842,CO-0242,2024-06-24,app_movil,20194.21
TX-00843,CO-0243,2024-08-10,POS,27226.7
TX-00844,CO-0244,2024-06-20,app_movil,34049.82
TX-00845,CO-0245,2023-06-17,POS,36348.34
TX-00846,CO-0246,2023-01-24,app_movil,25183.99
TX-00847,CO-0247,2023-10-20,transferencia,7847.57
TX-00848,CO-0248,2023-08-11,app_movil,22148.86
TX-00849,CO-0249,2023-01-05,ATM,27942.65
TX-00850,CO-0250,2024-04-11,online,45417.35
TX-00851,CO-0251,2023-09-19,online,12341.71
TX-00852,CO-0252,2024-02-01,app_movil,31723.73
TX-00853,CO-0253,2024-12-21,transferencia,1487.33
TX-00854,CO-0254,2024-08-14,online,30295.97
TX-00855,CO-0255,2024-07-23,POS,24940.01
TX-00856,CO-0256,2024-12-23,ATM,38799.31
TX-00857,CO-0257,2024-06-22,ATM,36750.29
TX-00858,CO-0258,2023-11-24,POS,39328.11
TX-00859,CO-0259,2023-10-18,app_movil,35723.12
TX-00860,CO-0260,2023-10-04,online,49109.42
TX-00861,CO-0261,2023-04-24,online,9827.7
TX-00862,CO-0262,2023-12-27,ATM,40361.94
TX-00863,CO-0263,2023-11-13,app_movil,1610.98
TX-00864,CO-0264,2023-04-28,app_movil,44845.0
TX-00865,CO-0265,2024-09-21,app_movil,5851.04
TX-00866,CO-0266,2023-11-20,app_movil,31560.05
TX-00867,CO-0267,2024-02-16,online,39414.54
TX-00868,CO-0268,2023-06-15,transferencia,49698.85
TX-00869,CO-0269,2023-01-25,online,21678.4
TX-00870,CO-0270,2023-08-27,transferencia,21920.27
TX-00871,CO-0271,2023-07-27,ATM,6756.58
TX-00872,CO-0272,2023-09-16,ATM,17913.99
TX-00873,CO-0273,2024-03-17,ATM,20619.87
TX-00874,CO-0274,2024-10-18,app_movil,24866.91
TX-00875,CO-0275,2023-03-23,ATM,32594.64
TX-00876,CO-0276,2024-01-10,ATM,11598.41
TX-00877,CO-0277,2024-02-27,POS,41097.91
TX-00878,CO-0278,2023-03-19,POS,39970.84
TX-00879,CO-0279,2023-04-19,POS,2357.37
TX-00880,CO-0280,2023-11-15,transferencia,15452.19
TX-00881,CO-0281,2023-10-03,POS,44255.42
TX-00882,CO-0282,2024-10-28,app_movil,14912.81
TX-00883,CO-0283,2023-05-14,online,41069.01
TX-00884,CO-0284,2023-07-22,app_movil,46533.2
TX-00885,CO-0285,2024-02-14,app_movil,18682.08
TX-00886,CO-0286,2024-11-26,app_movil,31363.64
TX-00887,CO-0287,2023-09-16,app_movil,10677.82
TX-00888,CO-0288,2023-06-01,POS,13494.03
TX-00889,CO-0289,2024-08-12,online,15512.47
TX-00890,CO-0290,2023-12-31,app_movil,34293.89
TX-00891,CO-0291,2024-11-19,online,44439.34
TX-00892,CO-0292,2024-01-18,app_movil,7856.55
TX-00893,CO-0293,2023-12-18,transferencia,36061.68
TX-00894,CO-0294,2023-07-11,online,46600.35
TX-00895,CO-0295,2024-06-26,online,48113.41
TX-00896,CO-0296,2023-10-08,POS,19974.32
TX-00897,CO-0297,2023-05-18,ATM,48310.26
TX-00898,CO-0298,2023-10-22,online,32171.95
TX-00899,CO-0299,2024-06-21,online,33958.47
TX-00900,CO-0300,2024-04-28,online,2699.09
TX-00901,CO-0001,2024-09-27,app_movil,13704.65
TX-00902,CO-0002,2023-01-11,online,28150.39
TX-00903,CO-0003,2023-10-26,transferencia,22120.2
TX-00904,CO-0004,2023-03-09,ATM,28500.23
TX-00905,CO-0005,2023-12-31,ATM,6341.1
TX-00906,CO-0006,2024-08-29,POS,14216.45
TX-00907,CO-0007,2023-04-01,app_movil,28653.08
TX-00908,CO-0008,2023-12-26,ATM,33930.55
TX-00909,CO-0009,2023-09-29,ATM,14348.2
TX-00910,CO-0010,2024-10-29,transferencia,20726.05
TX-00911,CO-0011,2023-11-27,transferencia,14630.05
TX-00912,CO-0012,2024-04-28,online,30972.68
TX-00913,CO-0013,2023-03-15,ATM,31862.38
TX-00914,CO-0014,2023-11-24,POS,25548.17
TX-00915,CO-0015,2024-04-20,transferencia,10878.3
TX-00916,CO-0016,2024-03-30,POS,42788.14
TX-00917,CO-0017,2023-05-14,POS,20115.01
TX-00918,CO-0018,2024-12-31,app_movil,46584.43
TX-00919,CO-0019,2024-05-22,online,7654.6
TX-00920,CO-0020,2024-09-28,app_movil,24068.36
TX-00921,CO-0021,2023-12-03,transferencia,24736.65
TX-00922,CO-0022,2023-07-19,transferencia,41791.78
TX-00923,CO-0023,2023-04-21,online,13862.76
TX-00924,CO-0024,2024-04-08,ATM,45724.88
TX-00925,CO-0025,2024-09-11,ATM,40430.58
TX-00926,CO-0026,2024-08-14,online,15790.82
TX-00927,CO-0027,2024-05-20,app_movil,41560.41
TX-00928,CO-0028,2023-03-14,ATM,48059.63
TX-00929,CO-0029,2023-08-07,ATM,39651.01
TX-00930,CO-0030,2024-03-09,app_movil,30816.88
TX-00931,CO-0031,2023-01-21,POS,5636.85
TX-00932,CO-0032,2024-09-17,transferencia,15391.53
TX-00933,CO-0033,2024-04-20,transferencia,45763.16
TX-00934,CO-0034,2024-10-29,ATM,11372.97
TX-00935,CO-0035,2023-08-09,transferencia,149.79
TX-00936,CO-0036,2024-04-23,ATM,36511.93
TX-00937,CO-0037,2024-01-30,app_movil,33779.4
TX-00938,CO-0038,2023-11-21,transferencia,30554.97
TX-00939,CO-0039,2023-07-31,online,33420.0
TX-00940,CO-0040,2024-09-09,POS,16265.33
TX-00941,CO-0041,2023-10-02,online,32710.43
TX-00942,CO-0042,2023-11-20,transferencia,32991.38
TX-00943,CO-0043,2024-11-16,app_movil,31653.42
TX-00944,CO-0044,2024-05-19,transferencia,41435.65
TX-00945,CO-0045,2024-02-28,app_movil,33291.53
TX-00946,CO-0046,2024-07-08,POS,33698.58
TX-00947,CO-0047,2023-04-02,POS,46885.57
TX-00948,CO-0048,2023-04-18,POS,17762.86
TX-00949,CO-0049,2024-02-17,POS,20415.02
TX-00950,CO-0050,2023-10-04,POS,16651.38
TX-00951,CO-0051,2024-01-16,POS,19616.65
TX-00952,CO-0052,2024-10-19,app_movil,20968.47
TX-00953,CO-0053,2024-08-25,app_movil,36258.62
TX-00954,CO-0054,2024-03-19,POS,16884.74
TX-00955,CO-0055,2024-09-18,ATM,12190.7
TX-00956,CO-0056,2024-05-11,ATM,15537.83
TX-00957,CO-0057,2024-04-18,app_movil,11022.86
TX-00958,CO-0058,2023-01-01,online,27163.18
TX-00959,CO-0059,2023-03-05,app_movil,28943.28
TX-00960,CO-0060,2023-02-21,POS,5586.54
TX-00961,CO-0061,2024-04-15,POS,21678.92
TX-00962,CO-0062,2024-08-10,POS,23011.46
TX-00963,CO-0063,2024-08-31,app_movil,10144.56
TX-00964,CO-0064,2024-02-01,POS,46505.0
TX-00965,CO-0065,2023-06-02,transferencia,41371.59
TX-00966,CO-0066,2024-07-08,transferencia,37550.45
TX-00967,CO-0067,2024-05-31,transferencia,25426.95
TX-00968,CO-0068,2024-02-06,transferencia,49310.62
TX-00969,CO-0069,2023-07-11,app_movil,46030.63
TX-00970,CO-0070,2023-03-08,POS,35654.35
TX-00971,CO-0071,2023-01-17,online,49399.62
TX-00972,CO-0072,2023-06-05,ATM,22621.86
TX-00973,CO-0073,2024-06-18,online,22309.43
TX-00974,CO-0074,2023-10-28,ATM,9133.72
TX-00975,CO-0075,2023-05-02,transferencia,41494.54
TX-00976,CO-0076,2024-11-17,online,28399.26
TX-00977,CO-0077,2023-08-30,online,20421.58
TX-00978,CO-0078,2024-09-17,ATM,44100.51
TX-00979,CO-0079,2024-08-17,POS,12073.03
TX-00980,CO-0080,2024-03-18,app_movil,2417.47
TX-00981,CO-0081,2024-07-13,POS,34120.87
TX-00982,CO-0082,2023-06-09,ATM,12755.41
TX-00983,CO-0083,2023-06-14,POS,48870.15
TX-00984,CO-0084,2024-03-12,POS,25031.64
TX-00985,CO-0085,2023-10-26,transferencia,44628.03
TX-00986,CO-0086,2023-04-16,app_movil,19443.07
TX-00987,CO-0087,2023-01-03,transferencia,8167.98
TX-00988,CO-0088,2023-12-19,POS,37021.56
TX-00989,CO-0089,2024-05-06,POS,31157.58
TX-00990,CO-0090,2023-10-19,online,24213.29
TX-00991,CO-0091,2024-06-16,ATM,18281.36
TX-00992,CO-0092,2023-07-02,transferencia,30446.98
TX-00993,CO-0093,2023-04-13,app_movil,13205.78
TX-00994,CO-0094,2023-07-05,online,46610.86
TX-00995,CO-0095,2024-02-18,POS,511.02
TX-00996,CO-0096,2024-05-12,ATM,22158.9
TX-00997,CO-0097,2024-11-26,online,15304.14
TX-00998,CO-0098,2024-01-15,transferencia,37179.42
TX-00999,CO-0099,2024-10-10,ATM,12059.68
TX-01000,CO-0100,2023-10-11,online,20275.94
TX-01001,CO-0101,2024-01-07,POS,31131.99
TX-01002,CO-0102,2024-05-31,ATM,18087.18
TX-01003,CO-0103,2023-06-20,POS,15987.63
TX-01004,CO-0104,2023-09-15,ATM,13945.21
