transaccionId,cuentaId,monto,fecha,bancoDestino
TX-00777,CU-0802,20561.71,2023-04-18,BAC
TX-00778,CU-0802,16129.08,2023-01-30,BAC
TX-00780,CU-0814,45630.35,2024-07-20,BAC
TX-00781,CU-0782,22833.11,2023-04-16,Davivienda
TX-00783,CU-0816,27666.15,2023-08-27,Citibank
TX-00784,CU-0795,29597.58,2023-06-04,Industrial
TX-00785,CU-0810,18183.55,2024-05-11,Davivienda
TX-00788,CU-0795,36728.37,2024-06-30,G&T Continental
TX-00789,CU-0834,38712.67,2023-12-17,Banrural
TX-00791,CU-0800,41191.89,2023-02-09,HSBC
TX-00792,CU-0842,2372.8,2024-10-31,BAC
TX-00793,CU-0799,46354.63,2024-09-25,Davivienda
TX-00797,CU-0839,24413.95,2023-05-28,Citibank
TX-00800,CU-0825,45569.05,2024-07-02,Banrural
TX-00802,CU-0834,42583.99,2024-07-31,Davivienda
TX-00803,CU-0843,3108.26,2024-12-19,Citibank
TX-00807,CU-0823,13147.6,2023-01-16,HSBC
TX-00808,CU-0828,21278.39,2024-01-13,Banrural
TX-00809,CU-0838,46057.4,2023-02-21,Banistmo
TX-00810,CU-0851,45778.69,2023-12-03,Industrial
TX-00815,CU-0843,25512.14,2024-11-19,Banistmo
TX-00817,CU-0857,25648.97,2024-01-03,Industrial
TX-00818,CU-0832,46816.71,2023-01-04,G&T Continental
TX-00819,CU-0838,16567.72,2024-08-17,Banrural
TX-00821,CU-0859,22409.19,2024-06-07,BAC
TX-00822,CU-0853,33722.52,2023-07-02,BAC
TX-00824,CU-0855,10187.25,2023-07-30,BAC
TX-00826,CU-0841,21539.66,2023-08-01,G&T Continental
TX-00827,CU-0852,32892.79,2023-11-19,Industrial
TX-00828,CU-0873,47616.76,2024-07-19,HSBC
TX-00831,CU-0848,37985.14,2023-05-12,Banistmo
TX-00832,CU-0860,40648.7,2024-12-09,HSBC
TX-00833,CU-0876,213.33,2023-05-29,Davivienda
TX-00835,CU-0873,46444.57,2024-03-15,G&T Continental
TX-00837,CU-0857,20929.06,2024-03-12,Banistmo
TX-00838,CU-0864,9684.67,2023-03-01,HSBC
TX-00840,CU-0850,8494.59,2024-04-20,HSBC
TX-00841,CU-0843,46110.38,2023-05-22,Banistmo
TX-00842,CU-0885,20194.21,2024-06-24,Banistmo
TX-00843,CU-0871,27226.7,2024-08-10,Banrural
TX-00844,CU-0859,34049.82,2024-06-20,Banrural
TX-00845,CU-0867,36348.34,2023-06-17,BAC
TX-00847,CU-0865,7847.57,2023-10-20,BAC
TX-00851,CU-0856,12341.71,2023-09-19,BAC
TX-00853,CU-0855,1487.33,2024-12-21,HSBC
TX-00854,CU-0880,30295.97,2024-08-14,BAC
TX-00855,CU-0878,24940.01,2024-07-23,Industrial
TX-00856,CU-0870,38799.31,2024-12-23,Davivienda
TX-00857,CU-0871,36750.29,2024-06-22,Davivienda
TX-00858,CU-0905,39328.11,2023-11-24,Industrial
TX-00859,CU-0906,35723.12,2023-10-18,G&T Continental
TX-00861,CU-0892,9827.7,2023-04-24,Banrural
TX-00862,CU-0897,40361.94,2023-12-27,Banistmo
TX-00864,CU-0874,44845.0,2023-04-28,Banrural
TX-00865,CU-0911,5851.04,2024-09-21,Davivienda
TX-00866,CU-0903,31560.05,2023-11-20,HSBC
TX-00868,CU-0871,49698.85,2023-06-15,Banrural
TX-00871,CU-0907,6756.58,2023-07-27,Industrial
TX-00872,CU-0906,17913.99,2023-09-16,HSBC
TX-00875,CU-0898,32594.64,2023-03-23,Industrial
TX-00876,CU-0925,11598.41,2024-01-10,Banistmo
TX-00877,CU-0882,41097.91,2024-02-27,BAC
TX-00879,CU-0881,2357.37,2023-04-19,Banistmo
TX-00880,CU-0900,15452.19,2023-11-15,Davivienda
TX-00881,CU-0908,44255.42,2023-10-03,Banistmo
TX-00882,CU-0884,14912.81,2024-10-28,G&T Continental
TX-00884,CU-0886,46533.2,2023-07-22,Industrial
TX-00887,CU-0896,10677.82,2023-09-16,Citibank
TX-00889,CU-0900,15512.47,2024-08-12,BAC
TX-00890,CU-0925,34293.89,2023-12-31,Banistmo
TX-00894,CU-0912,46600.35,2023-07-11,Banrural
TX-00895,CU-0897,48113.41,2024-06-26,Banistmo
TX-00899,CU-0941,33958.47,2024-06-21,Citibank
TX-00900,CU-0941,2699.09,2024-04-28,G&T Continental
TX-00901,CU-0925,13704.65,2024-09-27,BAC
TX-00902,CU-0909,28150.39,2023-01-11,Banistmo
TX-00903,CU-0946,22120.2,2023-10-26,G&T Continental
TX-00904,CU-0943,28500.23,2023-03-09,G&T Continental
TX-00906,CU-0932,14216.45,2024-08-29,Banistmo
TX-00907,CU-0945,28653.08,2023-04-01,Banrural
TX-00908,CU-0939,33930.55,2023-12-26,Citibank
TX-00909,CU-0953,14348.2,2023-09-29,Industrial
TX-00910,CU-0916,20726.05,2024-10-29,Banrural
TX-00912,CU-0937,30972.68,2024-04-28,HSBC
TX-00915,CU-0925,10878.3,2024-04-20,Davivienda
TX-00917,CU-0943,20115.01,2023-05-14,Banrural
TX-00918,CU-0940,46584.43,2024-12-31,Banistmo
TX-00919,CU-0924,7654.6,2024-05-22,BAC
TX-00921,CU-0950,24736.65,2023-12-03,Banistmo
TX-00922,CU-0971,41791.78,2023-07-19,Banrural
TX-00924,CU-0949,45724.88,2024-04-08,HSBC
TX-00926,CU-0961,15790.82,2024-08-14,G&T Continental
TX-00927,CU-0959,41560.41,2024-05-20,G&T Continental
TX-00929,CU-0967,39651.01,2023-08-07,Banistmo
TX-00932,CU-0956,15391.53,2024-09-17,Citibank
TX-00933,CU-0978,45763.16,2024-04-20,HSBC
TX-00934,CU-0970,11372.97,2024-10-29,HSBC
TX-00935,CU-0950,149.79,2023-08-09,BAC
TX-00937,CU-0961,33779.4,2024-01-30,Citibank
TX-00938,CU-0986,30554.97,2023-11-21,Davivienda
TX-00940,CU-0969,16265.33,2024-09-09,Davivienda
TX-00944,CU-0975,41435.65,2024-05-19,Banistmo
TX-00947,CU-0961,46885.57,2023-04-02,Davivienda
TX-00948,CU-0978,17762.86,2023-04-18,Banistmo
TX-00950,CU-0957,16651.38,2023-10-04,Banrural
TX-00952,CU-0955,20968.47,2024-10-19,Banrural
TX-00953,CU-0990,36258.62,2024-08-25,Davivienda
TX-00955,CU-0976,12190.7,2024-09-18,Industrial
TX-00956,CU-0975,15537.83,2024-05-11,BAC
TX-00958,CU-0983,27163.18,2023-01-01,G&T Continental
TX-00959,CU-0986,28943.28,2023-03-05,Banistmo
TX-00960,CU-0971,5586.54,2023-02-21,Davivienda
TX-00961,CU-0994,21678.92,2024-04-15,Industrial
TX-00965,CU-1003,41371.59,2023-06-02,Banrural
TX-00967,CU-1012,25426.95,2024-05-31,G&T Continental
TX-00968,CU-0976,49310.62,2024-02-06,Banistmo
TX-00972,CU-1010,22621.86,2023-06-05,HSBC
TX-00976,CU-1017,28399.26,2024-11-17,Banistmo
TX-00977,CU-0988,20421.58,2023-08-30,Industrial
TX-00979,CU-1021,12073.03,2024-08-17,Banistmo
TX-00980,CU-1002,2417.47,2024-03-18,G&T Continental
TX-00981,CU-0990,34120.87,2024-07-13,BAC
TX-00982,CU-1007,12755.41,2023-06-09,Citibank
TX-00983,CU-1023,48870.15,2023-06-14,Davivienda
TX-00988,CU-1035,37021.56,2023-12-19,Davivienda
TX-00990,CU-1008,24213.29,2023-10-19,Banistmo
TX-00991,CU-1022,18281.36,2024-06-16,BAC
TX-00992,CU-1038,30446.98,2023-07-02,Banrural
TX-00994,CU-1022,46610.86,2023-07-05,G&T Continental
TX-00996,CU-1011,22158.9,2024-05-12,Banistmo
TX-00997,CU-1036,15304.14,2024-11-26,BAC
TX-00998,CU-1042,37179.42,2024-01-15,Banrural
TX-01000,CU-1007,20275.94,2023-10-11,Banistmo
TX-01002,CU-1012,18087.18,2024-05-31,BAC
TX-01003,CU-1008,15987.63,2023-06-20,G&T Continental
TX-01004,CU-1006,13945.21,2023-09-15,Citibank
TX-01005,CU-1042,39886.06,2024-05-09,Industrial
TX-01006,CU-1023,27589.88,2024-05-17,Industrial
TX-01007,CU-1041,35475.79,2024-12-08,HSBC
TX-01008,CU-1057,39098.46,2023-06-24,G&T Continental
TX-01010,CU-1040,9471.84,2024-04-07,HSBC
TX-01012,CU-1055,18365.84,2024-07-05,Citibank
TX-01015,CU-1031,38351.21,2023-10-20,G&T Continental
TX-01017,CU-1055,11826.12,2024-03-26,Banistmo
TX-01022,CU-1025,40323.73,2023-12-07,Citibank
TX-01024,CU-1058,33833.59,2023-05-15,BAC
TX-01026,CU-1052,29635.14,2024-10-29,Davivienda
TX-01027,CU-1066,47558.86,2024-11-04,Industrial
TX-01028,CU-1037,7053.07,2024-01-26,BAC
TX-01031,CU-1037,32570.55,2024-10-28,Davivienda
TX-01032,CU-1055,29067.71,2024-09-20,Davivienda
TX-01034,CU-1059,37987.19,2024-06-15,BAC
TX-01036,CU-1080,20018.7,2023-09-08,G&T Continental
TX-01037,CU-1054,16691.36,2024-07-25,HSBC
TX-01039,CU-1067,42945.57,2024-12-28,Banrural
TX-01040,CU-1077,39069.11,2023-08-18,G&T Continental
TX-01041,CU-1079,46112.53,2023-02-26,Banistmo
TX-01042,CU-1060,12042.13,2024-08-28,Banistmo
TX-01043,CU-1056,25635.56,2023-09-25,G&T Continental
TX-01044,CU-1066,40538.65,2024-04-28,Banrural
TX-01045,CU-1057,6160.9,2024-01-31,Banrural
TX-01047,CU-1051,22394.03,2023-01-18,Banrural
TX-01048,CU-1052,26298.88,2024-07-18,BAC
TX-01049,CU-1057,1218.55,2023-08-12,Davivienda
TX-01050,CU-1051,43275.98,2023-06-21,Banrural
TX-01051,CU-1066,494.1,2023-12-19,HSBC
TX-01053,CU-1057,9756.47,2024-10-29,Citibank
TX-01057,CU-1088,44725.22,2023-06-10,G&T Continental
TX-01059,CU-1096,1370.85,2024-02-16,Banrural
TX-01060,CU-1065,15622.34,2024-08-13,G&T Continental
TX-01061,CU-1103,33280.46,2023-12-13,Davivienda
TX-01062,CU-1107,19796.34,2023-07-27,Banrural
TX-01064,CU-1076,16878.32,2023-08-31,BAC
TX-01066,CU-1077,16011.03,2024-05-31,Banrural
TX-01071,CU-1106,8075.22,2023-04-11,HSBC
TX-01072,CU-1094,119.51,2024-01-20,Industrial
TX-01076,CU-1086,7982.9,2023-05-29,Davivienda
TX-01077,CU-1111,36671.09,2024-11-21,Davivienda
TX-01079,CU-1094,4025.84,2023-01-31,Banistmo
TX-01080,CU-1082,14222.42,2024-01-21,BAC
TX-01081,CU-1112,48191.54,2024-04-25,Davivienda
TX-01083,CU-1113,2496.53,2024-10-05,Davivienda
TX-01085,CU-1135,40574.41,2024-12-05,Banrural
TX-01088,CU-1118,7551.92,2023-07-22,HSBC
TX-01089,CU-1133,39219.77,2023-01-14,Banrural
TX-01093,CU-1135,13415.42,2023-06-18,Citibank
TX-01095,CU-1105,38044.41,2024-07-10,Banrural
TX-01096,CU-1097,47611.64,2023-05-20,Davivienda
TX-01098,CU-1139,8486.96,2023-02-18,Banistmo
TX-01099,CU-1125,43347.89,2023-11-10,Davivienda
TX-01102,CU-1151,11928.48,2024-11-23,Banrural
TX-01103,CU-1131,12313.28,2024-11-19,Citibank
TX-01104,CU-1122,5899.86,2023-05-06,Banrural
TX-01106,CU-1149,9746.14,2024-03-19,Banistmo
TX-01107,CU-1146,40594.65,2023-08-21,Davivienda
TX-01108,CU-1127,21543.99,2024-05-01,Industrial
TX-01109,CU-1145,43254.64,2023-05-06,Citibank
TX-01111,CU-1157,46810.98,2023-10-12,Davivienda
TX-01112,CU-1130,12369.21,2024-04-10,Citibank
TX-01115,CU-1160,9011.02,2024-02-23,Banrural
TX-01117,CU-1135,20459.44,2023-11-25,HSBC
TX-01120,CU-1145,46631.04,2024-10-04,HSBC
TX-01121,CU-1153,34038.6,2023-07-10,BAC
TX-01123,CU-1165,26281.33,2023-09-27,Industrial
TX-01124,CU-1142,5974.79,2024-03-23,Citibank
TX-01125,CU-1172,37024.92,2023-10-21,Citibank
TX-01127,CU-1173,14035.72,2023-11-28,Citibank
TX-01129,CU-1156,20232.2,2023-08-25,Citibank
TX-01130,CU-1157,13434.03,2024-07-15,Industrial
TX-01131,CU-1163,25360.05,2023-04-17,Davivienda
TX-01132,CU-1143,44502.97,2023-09-28,HSBC
TX-01133,CU-1170,6501.67,2023-10-19,Banrural
TX-01134,CU-1170,3289.44,2023-07-30,G&T Continental
TX-01135,CU-1143,10884.33,2024-03-20,Banistmo
TX-01136,CU-1155,4693.5,2023-03-29,Citibank
TX-01137,CU-1176,10079.12,2023-01-08,G&T Continental
TX-01138,CU-1140,26237.62,2023-08-24,HSBC
TX-01139,CU-1178,24509.26,2023-09-19,Citibank
TX-01141,CU-1180,24374.24,2024-12-13,HSBC
TX-01145,CU-1188,22759.28,2023-01-14,Davivienda
TX-01147,CU-1160,34744.77,2023-09-12,G&T Continental
TX-01148,CU-1150,26558.98,2024-11-16,Banistmo
TX-01149,CU-1171,27006.94,2024-10-11,G&T Continental
TX-01150,CU-1185,39359.49,2024-10-23,Banrural
TX-01152,CU-1157,47321.64,2023-06-28,Industrial
TX-01153,CU-1203,4965.66,2024-11-26,Banistmo
TX-01154,CU-1158,49670.01,2024-12-12,Citibank
TX-01155,CU-1158,19291.94,2023-02-08,Citibank
TX-01156,CU-1161,28072.37,2023-01-01,HSBC
TX-01157,CU-1199,49360.98,2023-07-26,Davivienda
TX-01161,CU-1172,3322.71,2023-09-03,Citibank
TX-01162,CU-1177,17993.09,2024-04-30,Industrial
TX-01165,CU-1212,17683.74,2023-12-17,Davivienda
TX-01167,CU-1175,26790.8,2024-11-28,G&T Continental
TX-01171,CU-1213,16650.0,2024-08-24,HSBC
TX-01172,CU-1213,178.35,2023-08-28,BAC
TX-01175,CU-1212,25630.25,2024-01-20,Davivienda
TX-01176,CU-1209,30739.79,2024-08-30,HSBC
TX-01182,CU-1200,43573.71,2023-12-12,Banistmo
TX-01185,CU-1188,18929.53,2023-01-22,G&T Continental
TX-01186,CU-1227,30045.3,2024-12-20,HSBC
TX-01189,CU-1236,1079.66,2023-07-19,Davivienda
TX-01191,CU-1218,39071.89,2024-12-02,Industrial
TX-01194,CU-1207,45392.14,2023-09-04,Davivienda
TX-01196,CU-1212,10780.28,2023-03-13,Citibank
TX-01197,CU-1225,16183.87,2024-03-26,G&T Continental
TX-01198,CU-1233,9285.09,2024-02-15,HSBC
TX-01201,CU-1251,4961.19,2024-02-13,Banrural
TX-01204,CU-1211,15687.25,2024-04-07,Citibank
TX-01206,CU-1239,13898.74,2023-11-02,Banistmo
TX-01207,CU-1208,20190.08,2023-10-13,Banistmo
TX-01208,CU-1226,13484.11,2024-07-13,Citibank
TX-01209,CU-1257,30130.16,2023-01-09,Davivienda
TX-01214,CU-1216,12634.72,2024-10-26,BAC
TX-01216,CU-1254,39894.37,2023-09-02,HSBC
TX-01218,CU-1227,32612.19,2024-01-17,BAC
TX-01220,CU-1254,8675.4,2023-11-27,HSBC
TX-01221,CU-1227,38580.61,2024-11-23,Citibank
TX-01222,CU-1269,3361.76,2024-02-17,Industrial
TX-01223,CU-1266,3509.39,2023-08-27,Davivienda
TX-01224,CU-1227,12097.09,2023-07-22,Davivienda
TX-01227,CU-1244,40858.12,2024-07-30,Citibank
TX-01229,CU-1250,8839.9,2024-06-27,Industrial
TX-01230,CU-1251,467.5,2023-01-25,Citibank
TX-01232,CU-1259,21321.55,2024-03-04,HSBC
TX-01234,CU-1235,47480.26,2023-05-06,HSBC
TX-01235,CU-1261,40078.17,2024-04-18,Banistmo
TX-01237,CU-1257,11317.75,2023-12-03,Citibank
TX-01239,CU-1264,20714.31,2024-11-15,Industrial
TX-01240,CU-1262,36570.57,2023-10-16,BAC
TX-01241,CU-1264,31819.42,2024-05-13,BAC
TX-01242,CU-1255,10605.4,2024-10-11,HSBC
TX-01244,CU-1290,36873.99,2024-02-26,G&T Continental
TX-01246,CU-1249,5735.04,2023-11-04,HSBC
TX-01247,CU-1294,13114.83,2023-07-04,BAC
TX-01248,CU-1271,43176.31,2024-10-24,Banistmo
TX-01252,CU-1269,13029.22,2023-12-21,BAC
TX-01255,CU-1283,16416.52,2023-01-02,Banistmo
TX-01258,CU-1307,37711.94,2023-04-21,BAC
TX-01259,CU-1309,12154.39,2023-12-17,Banistmo
TX-01262,CU-1289,17316.13,2024-01-27,Industrial
TX-01263,CU-1271,19234.23,2023-12-20,BAC
TX-01264,CU-1285,29718.98,2024-09-08,Industrial
TX-01267,CU-1279,42325.63,2023-12-15,Industrial
TX-01268,CU-1309,9936.86,2024-11-29,Industrial
TX-01269,CU-1279,31561.82,2024-08-25,BAC
TX-01270,CU-1278,37686.7,2023-12-16,BAC
TX-01271,CU-1303,23393.22,2023-08-03,BAC
TX-01272,CU-1301,25383.64,2024-01-01,Banrural
TX-01273,CU-1318,43535.53,2024-11-11,Davivienda
TX-01274,CU-1319,12611.64,2024-08-22,Banistmo
TX-01275,CU-1308,1053.28,2024-02-13,HSBC
TX-01276,CU-1289,30697.74,2023-02-12,Banistmo
TX-01277,CU-1316,34106.53,2023-08-30,Industrial
TX-01278,CU-1283,31210.89,2024-11-19,Davivienda
TX-01279,CU-1298,24419.98,2023-07-04,BAC
TX-01282,CU-1322,17334.92,2024-03-29,HSBC
TX-01283,CU-1299,12405.77,2024-12-02,HSBC
TX-01284,CU-1305,36828.16,2023-03-23,Davivienda
TX-01285,CU-1309,7925.32,2024-08-05,BAC
TX-01286,CU-1308,3482.58,2024-01-28,Citibank
TX-01287,CU-1324,18895.66,2023-10-31,BAC
TX-01288,CU-1300,10620.87,2023-11-04,BAC
TX-01289,CU-1297,1916.46,2023-02-19,G&T Continental
TX-01290,CU-1325,45395.28,2024-06-25,Banistmo
TX-01291,CU-1299,27173.76,2023-02-10,Citibank
TX-01293,CU-1300,4760.59,2023-03-04,Banrural
TX-01294,CU-1324,16558.8,2024-10-06,Banistmo
TX-01297,CU-1324,38049.96,2024-09-25,BAC
TX-01298,CU-1339,14124.9,2024-02-16,Banrural
TX-01300,CU-1312,8713.12,2024-04-19,Banistmo
TX-01302,CU-1345,40249.12,2024-12-29,HSBC
TX-01303,CU-1337,4042.61,2024-04-27,Banistmo
TX-01306,CU-1344,45902.05,2024-07-20,BAC
TX-01307,CU-1322,21467.62,2024-12-12,Citibank
TX-01309,CU-1322,41448.3,2024-04-20,Industrial
TX-01310,CU-1345,5359.81,2024-02-19,Banrural
TX-01311,CU-1313,43605.12,2024-03-01,BAC
TX-01313,CU-1318,38243.83,2024-02-09,Davivienda
TX-01316,CU-1365,48850.5,2023-12-18,Davivienda
TX-01318,CU-1338,41483.08,2024-01-18,G&T Continental
TX-01320,CU-1337,17653.37,2024-10-23,G&T Continental
TX-01321,CU-1367,32210.24,2023-04-10,BAC
TX-01322,CU-1341,11187.6,2024-10-28,Davivienda
TX-01323,CU-1360,3774.34,2023-04-04,Banrural
TX-01325,CU-1352,6293.99,2024-11-30,HSBC
TX-01326,CU-1369,38199.52,2023-03-31,Banrural
TX-01327,CU-1352,48519.32,2024-08-12,G&T Continental
TX-01329,CU-1371,21761.58,2023-03-04,Citibank
TX-01331,CU-1344,35194.56,2024-04-19,Davivienda
TX-01333,CU-1344,32017.62,2023-05-24,Citibank
TX-01335,CU-1376,35480.75,2023-02-11,HSBC
TX-01336,CU-1356,7001.39,2024-05-03,Banistmo
TX-01338,CU-1355,11154.82,2023-01-08,Citibank
TX-01345,CU-1392,26738.73,2024-06-14,Banistmo
TX-01346,CU-1379,8948.23,2024-03-22,G&T Continental
TX-01347,CU-1363,30336.32,2024-07-07,Banrural
TX-01348,CU-1391,14354.01,2024-07-08,G&T Continental
TX-01351,CU-1357,4999.85,2024-11-20,Banrural
TX-01352,CU-1358,8479.29,2024-08-13,Industrial
TX-01353,CU-1371,12527.54,2024-07-27,Davivienda
TX-01355,CU-1367,32362.26,2023-12-13,Davivienda
TX-01356,CU-1374,34060.62,2023-10-16,HSBC
TX-01358,CU-1387,36683.89,2023-06-20,Industrial
TX-01360,CU-1405,23234.53,2023-09-15,Davivienda
TX-01361,CU-1390,48308.95,2024-06-21,Citibank
TX-01362,CU-1367,20994.88,2024-02-28,Citibank
TX-01363,CU-1407,27192.06,2024-11-16,Davivienda
TX-01366,CU-1374,45418.44,2023-07-15,Banrural
TX-01367,CU-1398,44982.68,2024-03-10,G&T Continental
TX-01368,CU-1380,29519.97,2024-01-23,G&T Continental
TX-01369,CU-1414,3464.03,2024-12-14,Citibank
TX-01370,CU-1377,140.39,2024-11-26,Citibank
TX-01371,CU-1390,8341.5,2024-12-12,Banrural
TX-01372,CU-1373,16613.31,2023-09-01,HSBC
TX-01373,CU-1375,27976.69,2024-10-14,Industrial
TX-01374,CU-1375,16197.0,2024-09-15,HSBC
TX-01375,CU-1377,17979.23,2024-06-21,Davivienda
TX-01376,CU-1402,32476.45,2023-09-26,BAC
TX-01377,CU-1417,44375.41,2023-03-25,Banistmo
TX-01378,CU-1415,18290.27,2023-01-19,Industrial
TX-01379,CU-1415,35981.55,2024-09-07,BAC
TX-01380,CU-1423,3233.57,2024-04-24,Davivienda
TX-01382,CU-1427,4053.05,2023-03-14,Banrural
TX-01384,CU-1412,29349.37,2023-02-13,Banistmo
TX-01385,CU-1420,27635.83,2024-06-13,Banrural
TX-01387,CU-1423,22846.99,2023-01-22,Citibank
TX-01390,CU-1409,21223.13,2024-09-06,Banrural
TX-01393,CU-1429,48654.93,2023-12-20,Banrural
TX-01394,CU-1444,15420.18,2023-10-03,Davivienda
TX-01395,CU-1428,34457.91,2023-06-13,Citibank
TX-01396,CU-1413,19323.08,2023-02-25,Banistmo
TX-01398,CU-1443,35808.68,2024-03-03,Citibank
TX-01400,CU-1413,9745.84,2023-11-20,HSBC
TX-01402,CU-1444,17217.67,2024-04-05,Banistmo
TX-01403,CU-1426,20686.93,2023-11-28,Industrial
TX-01404,CU-1445,13375.99,2024-05-27,Citibank
TX-01407,CU-1418,25490.66,2023-05-20,BAC
TX-01408,CU-1442,14339.36,2023-05-02,Industrial
TX-01412,CU-1457,28196.76,2023-06-17,Banistmo
TX-01413,CU-1450,44226.3,2024-10-25,G&T Continental
TX-01414,CU-1451,42358.82,2024-04-18,Citibank
TX-01416,CU-1463,2589.58,2023-09-28,Citibank
TX-01417,CU-1463,30184.7,2024-03-25,Davivienda
TX-01418,CU-1421,38485.03,2024-04-26,Davivienda
TX-01419,CU-1437,19527.88,2024-06-13,BAC
TX-01420,CU-1457,19554.21,2023-04-03,BAC
TX-01421,CU-1442,15363.31,2023-11-20,Davivienda
TX-01422,CU-1446,39472.87,2024-02-29,BAC
TX-01423,CU-1473,36805.4,2024-10-17,Industrial
TX-01424,CU-1450,49641.48,2023-01-21,G&T Continental
TX-01427,CU-1454,8536.79,2024-06-12,HSBC
TX-01428,CU-1475,43342.35,2023-04-22,Banrural
TX-01429,CU-1434,8560.75,2023-08-30,Industrial
TX-01430,CU-1470,8830.29,2024-01-14,BAC
TX-01431,CU-1480,17382.97,2024-05-26,G&T Continental
TX-01432,CU-1477,23266.82,2023-08-01,G&T Continental
TX-01433,CU-1471,10066.08,2024-05-22,Davivienda
TX-01434,CU-1470,31701.08,2023-02-04,Davivienda
TX-01438,CU-1447,33201.85,2024-05-22,Industrial
TX-01440,CU-1466,6544.02,2023-07-22,HSBC
TX-01441,CU-1444,37224.62,2024-11-05,Citibank
TX-01442,CU-1485,44182.35,2023-05-26,G&T Continental
TX-01443,CU-1481,43863.54,2023-09-20,Banrural
TX-01444,CU-1477,2282.47,2024-02-20,BAC
TX-01447,CU-1483,28124.82,2024-11-11,BAC
TX-01448,CU-1496,12000.67,2024-01-15,Citibank
TX-01450,CU-1473,28031.7,2023-02-14,Banistmo
TX-01452,CU-1470,28904.47,2023-10-23,HSBC
TX-01455,CU-1481,19892.24,2024-07-01,HSBC
TX-01458,CU-0006,41908.01,2023-04-14,Davivienda
TX-01460,CU-1495,48795.88,2023-06-07,HSBC
TX-01461,CU-1488,7894.18,2024-02-26,Banrural
TX-01463,CU-1491,8548.77,2023-09-03,Banrural
TX-01465,CU-1473,32968.11,2023-06-14,Banrural
TX-01468,CU-1494,20400.86,2024-05-14,G&T Continental
TX-01474,CU-1486,33428.86,2024-08-08,HSBC
TX-01475,CU-1498,36316.84,2023-07-06,Banistmo
TX-01476,CU-0013,13975.37,2023-06-20,Banrural
TX-01478,CU-0027,36096.31,2023-08-11,G&T Continental
TX-01480,CU-0016,34375.08,2023-10-12,BAC
TX-01483,CU-0002,13984.3,2023-06-10,Davivienda
TX-01488,CU-0030,25443.26,2023-07-09,Banrural
TX-01489,CU-0017,34910.16,2023-07-15,HSBC
TX-01491,CU-0025,22824.48,2024-04-22,HSBC
TX-01492,CU-1500,13451.17,2023-09-13,Industrial
TX-01494,CU-0037,8643.9,2023-05-14,G&T Continental
TX-01498,CU-0031,15660.65,2024-02-16,Citibank
TX-01500,CU-0018,21514.47,2023-10-05,Citibank
TX-01501,CU-0028,3366.95,2023-08-14,Industrial
TX-01502,CU-0008,3569.08,2023-06-02,BAC
TX-01503,CU-0012,30438.75,2023-12-10,BAC
TX-01505,CU-0028,49569.93,2023-06-17,Davivienda
TX-01506,CU-0045,21906.99,2024-04-19,Banistmo
TX-01509,CU-0026,26190.33,2023-01-10,Banrural
TX-01510,CU-0055,5632.4,2024-06-05,Banistmo
TX-01511,CU-0060,12816.29,2023-03-13,HSBC
TX-01514,CU-0031,6513.29,2023-03-02,Industrial
TX-01516,CU-0061,26114.47,2024-04-11,Banrural
TX-01519,CU-0022,35971.65,2024-04-13,Citibank
TX-01520,CU-0027,19420.19,2023-04-18,Industrial
TX-01521,CU-0026,43252.35,2024-04-27,Banistmo
TX-01522,CU-0043,9648.48,2023-04-25,Banrural
TX-01523,CU-0038,530.77,2023-09-18,Citibank
TX-01524,CU-0054,10780.39,2024-12-16,BAC
TX-01525,CU-0055,7289.83,2024-03-25,Industrial
TX-01529,CU-0043,11885.22,2023-03-18,HSBC
TX-01532,CU-0071,26044.15,2023-11-10,G&T Continental
TX-01533,CU-0043,7509.65,2023-12-31,BAC
TX-01535,CU-0048,21680.33,2024-09-01,Banrural
TX-01536,CU-0085,43937.54,2023-02-08,Banrural
TX-01540,CU-0048,30487.88,2023-08-17,Citibank
TX-01544,CU-0047,5865.58,2023-05-24,G&T Continental
TX-01545,CU-0058,47555.75,2024-03-09,Banistmo
TX-01547,CU-0093,32763.51,2024-05-03,Davivienda
TX-01548,CU-0053,38728.55,2024-03-03,Citibank
TX-01550,CU-0069,439.28,2023-12-15,Banistmo
TX-01552,CU-0068,31290.42,2023-07-11,G&T Continental
TX-01553,CU-0067,49177.1,2024-01-15,HSBC
TX-01561,CU-0070,32087.88,2023-07-23,Banrural
TX-01562,CU-0107,32234.77,2024-11-11,G&T Continental
TX-01563,CU-0078,26923.63,2024-07-26,HSBC
TX-01565,CU-0084,47576.31,2023-07-28,Banrural
TX-01567,CU-0085,24828.48,2024-06-14,HSBC
TX-01569,CU-0097,7173.91,2023-01-06,BAC
TX-01575,CU-0076,21582.06,2023-01-20,Citibank
TX-01577,CU-0094,36054.33,2024-08-21,Industrial
TX-01578,CU-0114,19159.16,2024-06-03,Banistmo
TX-01579,CU-0092,44884.1,2023-07-16,Citibank
TX-01580,CU-0112,43842.43,2023-03-06,Citibank
TX-01582,CU-0086,35807.88,2023-08-18,G&T Continental
TX-01583,CU-0127,32301.21,2024-09-27,Citibank
TX-01586,CU-0135,7930.81,2024-08-30,Banistmo
TX-01587,CU-0132,42348.99,2023-10-30,Industrial
TX-01588,CU-0125,37777.15,2024-03-12,HSBC
TX-01589,CU-0097,2220.79,2023-01-21,G&T Continental
