clienteId,ubicacionId,fechaRegistro,esDomicilio,verificado
CL-0607,UB-0007,2017-08-12,true,true
CL-0608,UB-0008,2018-08-31,true,false
CL-0609,UB-0009,2018-09-08,true,false
CL-0610,UB-0010,2019-08-24,true,true
CL-0611,UB-0011,2017-02-13,true,true
CL-0612,UB-0012,2018-06-02,true,true
CL-0613,UB-0013,2022-07-28,true,true
CL-0614,UB-0014,2023-05-23,true,true
CL-0615,UB-0015,2023-07-12,true,true
CL-0616,UB-0016,2023-01-28,true,true
CL-0617,UB-0017,2021-03-14,true,true
CL-0618,UB-0018,2021-02-06,true,true
CL-0619,UB-0019,2017-03-16,true,true
CL-0620,UB-0020,2022-08-15,true,true
CL-0621,UB-0021,2017-04-17,true,true
CL-0622,UB-0022,2017-07-30,true,true
CL-0623,UB-0023,2020-11-17,true,false
CL-0624,UB-0024,2021-02-28,true,false
CL-0625,UB-0025,2022-01-20,true,true
CL-0626,UB-0026,2021-07-27,true,true
CL-0627,UB-0027,2021-10-02,true,true
CL-0628,UB-0028,2021-05-17,true,true
CL-0629,UB-0029,2015-10-05,true,true
CL-0630,UB-0030,2020-10-20,true,true
CL-0631,UB-0031,2018-08-17,true,true
CL-0632,UB-0032,2018-10-01,true,false
CL-0633,UB-0033,2018-11-02,true,true
CL-0634,UB-0034,2018-01-28,true,true
CL-0635,UB-0035,2016-06-30,true,true
CL-0636,UB-0036,2017-01-19,true,true
CL-0637,UB-0037,2015-08-03,true,false
CL-0638,UB-0038,2017-09-08,true,true
CL-0639,UB-0039,2020-03-12,true,false
CL-0640,UB-0040,2020-11-16,true,true
CL-0641,UB-0041,2018-04-18,true,true
CL-0642,UB-0042,2020-12-12,true,true
CL-0643,UB-0043,2015-07-03,true,true
CL-0644,UB-0044,2022-06-29,true,true
CL-0645,UB-0045,2021-11-01,true,false
CL-0646,UB-0046,2016-07-31,true,true
CL-0647,UB-0047,2022-01-22,true,true
CL-0648,UB-0048,2019-09-25,true,true
CL-0649,UB-0049,2022-02-16,true,true
CL-0650,UB-0050,2020-06-24,true,true
CL-0651,UB-0051,2021-06-02,true,true
CL-0652,UB-0052,2020-09-21,true,false
CL-0653,UB-0053,2017-11-07,true,true
CL-0654,UB-0054,2023-10-18,true,false
CL-0655,UB-0055,2017-09-25,true,true
CL-0656,UB-0056,2017-03-26,true,true
CL-0657,UB-0057,2019-10-27,true,true
CL-0658,UB-0058,2018-01-12,true,true
CL-0659,UB-0059,2021-07-29,true,true
CL-0660,UB-0060,2023-04-09,true,true
CL-0661,UB-0061,2021-05-03,true,true
CL-0662,UB-0062,2023-10-25,true,true
CL-0663,UB-0063,2021-07-01,true,true
CL-0664,UB-0064,2022-07-25,true,true
CL-0665,UB-0065,2016-02-13,true,false
CL-0666,UB-0066,2015-08-02,true,true
CL-0667,UB-0067,2020-06-21,true,true
CL-0668,UB-0068,2017-07-23,true,true
CL-0669,UB-0069,2016-11-11,true,true
CL-0670,UB-0070,2017-01-15,true,true
CL-0671,UB-0071,2019-02-14,true,true
CL-0672,UB-0072,2018-03-02,true,false
CL-0673,UB-0073,2021-04-28,true,false
CL-0674,UB-0074,2016-08-31,true,false
CL-0675,UB-0075,2015-10-31,true,false
CL-0676,UB-0076,2022-10-28,true,true
CL-0677,UB-0077,2019-10-14,true,true
CL-0678,UB-0078,2023-05-14,true,false
CL-0679,UB-0079,2019-07-17,true,true
CL-0680,UB-0080,2015-05-04,true,true
CL-0681,UB-0081,2015-03-01,true,true
CL-0682,UB-0082,2018-06-17,true,false
CL-0683,UB-0083,2023-06-14,true,true
CL-0684,UB-0084,2020-07-24,true,false
CL-0685,UB-0085,2017-11-01,true,false
CL-0686,UB-0086,2019-08-11,true,true
CL-0687,UB-0087,2023-04-28,true,true
CL-0688,UB-0088,2022-05-31,true,true
CL-0689,UB-0089,2018-12-05,true,true
CL-0690,UB-0090,2017-05-04,true,true
CL-0691,UB-0091,2021-05-09,true,true
CL-0692,UB-0092,2022-05-31,true,false
CL-0693,UB-0093,2015-06-08,true,true
CL-0694,UB-0094,2018-12-01,true,false
CL-0695,UB-0095,2018-06-20,true,false
CL-0696,UB-0096,2017-06-28,true,true
CL-0697,UB-0097,2018-03-17,true,true
CL-0698,UB-0098,2022-03-07,true,true
CL-0699,UB-0099,2017-05-18,true,false
CL-0700,UB-0100,2021-01-19,true,false
CL-0701,UB-0101,2015-07-25,true,true
CL-0702,UB-0102,2021-12-23,true,true
CL-0703,UB-0103,2023-11-10,true,true
CL-0704,UB-0104,2018-01-12,true,true
CL-0705,UB-0105,2019-01-04,true,false
CL-0706,UB-0106,2017-07-08,true,true
CL-0707,UB-0107,2015-04-19,true,true
CL-0708,UB-0108,2022-06-26,true,false
CL-0709,UB-0109,2020-02-06,true,true
CL-0710,UB-0110,2022-06-12,true,true
CL-0711,UB-0111,2017-10-17,true,true
CL-0712,UB-0112,2021-11-23,true,true
CL-0713,UB-0113,2018-07-22,true,true
CL-0714,UB-0114,2021-08-27,true,true
CL-0715,UB-0115,2019-12-11,true,true
CL-0716,UB-0116,2015-05-01,true,true
CL-0717,UB-0117,2017-01-16,true,true
CL-0718,UB-0118,2018-07-23,true,false
CL-0719,UB-0119,2016-07-23,true,true
CL-0720,UB-0120,2020-05-27,true,true
CL-0721,UB-0121,2022-11-12,true,false
CL-0722,UB-0122,2016-07-24,true,true
CL-0723,UB-0123,2017-03-28,true,true
CL-0724,UB-0124,2020-12-02,true,true
CL-0725,UB-0125,2016-04-02,true,true
CL-0726,UB-0126,2020-03-31,true,false
CL-0727,UB-0127,2021-04-21,true,false
CL-0728,UB-0128,2023-06-27,true,true
CL-0729,UB-0129,2017-02-15,true,true
CL-0730,UB-0130,2016-02-29,true,true
CL-0731,UB-0131,2020-09-07,true,false
CL-0732,UB-0132,2023-09-23,true,true
CL-0733,UB-0133,2018-05-05,true,true
CL-0734,UB-0134,2018-08-06,true,false
CL-0735,UB-0135,2018-07-10,true,true
CL-0736,UB-0136,2022-03-20,true,true
CL-0737,UB-0137,2019-02-09,true,true
CL-0738,UB-0138,2015-10-20,true,true
CL-0739,UB-0139,2022-11-25,true,true
CL-0740,UB-0140,2022-04-23,true,true
CL-0741,UB-0141,2018-10-16,true,true
CL-0742,UB-0142,2023-11-19,true,true
CL-0743,UB-0143,2018-06-23,true,true
CL-0744,UB-0144,2018-04-30,true,false
CL-0745,UB-0145,2018-09-08,true,true
CL-0746,UB-0146,2021-05-19,true,true
CL-0747,UB-0147,2021-02-25,true,true
CL-0748,UB-0148,2015-12-06,true,true
CL-0749,UB-0149,2016-12-03,true,false
CL-0750,UB-0150,2022-12-21,true,true
CL-0751,UB-0151,2015-12-12,true,false
CL-0752,UB-0152,2022-08-11,true,true
CL-0753,UB-0153,2019-11-17,true,true
CL-0754,UB-0154,2015-06-15,true,true
CL-0755,UB-0155,2023-07-24,true,true
CL-0756,UB-0156,2015-02-09,true,false
CL-0757,UB-0157,2015-01-28,true,false
CL-0758,UB-0158,2021-01-09,true,true
CL-0759,UB-0159,2023-11-13,true,true
CL-0760,UB-0160,2016-10-28,true,false
CL-0761,UB-0161,2015-07-26,true,true
CL-0762,UB-0162,2015-04-01,true,true
CL-0763,UB-0163,2016-10-16,true,false
CL-0764,UB-0164,2018-02-14,true,true
CL-0765,UB-0165,2015-02-09,true,true
CL-0766,UB-0166,2020-11-07,true,true
CL-0767,UB-0167,2018-04-27,true,true
CL-0768,UB-0168,2018-07-19,true,false
CL-0769,UB-0169,2015-11-05,true,true
CL-0770,UB-0170,2020-05-30,true,false
CL-0771,UB-0171,2018-10-09,true,false
CL-0772,UB-0172,2021-11-25,true,true
CL-0773,UB-0173,2023-02-06,true,false
CL-0774,UB-0174,2015-04-01,true,true
CL-0775,UB-0175,2023-04-26,true,true
CL-0776,UB-0176,2022-08-16,true,true
CL-0777,UB-0177,2019-12-19,true,true
CL-0778,UB-0178,2015-09-23,true,true
CL-0779,UB-0179,2017-07-15,true,false
CL-0780,UB-0180,2021-10-18,true,true
CL-0781,UB-0181,2022-06-01,true,true
CL-0782,UB-0182,2017-06-18,true,false
CL-0783,UB-0183,2016-05-30,true,true
CL-0784,UB-0184,2023-04-14,true,true
CL-0785,UB-0185,2016-07-05,true,false
CL-0786,UB-0186,2020-06-27,true,true
CL-0787,UB-0187,2018-10-30,true,true
CL-0788,UB-0188,2017-05-26,true,true
CL-0789,UB-0189,2020-07-12,true,false
CL-0790,UB-0190,2022-11-15,true,true
CL-0791,UB-0191,2020-04-09,true,true
CL-0792,UB-0192,2023-07-23,true,true
CL-0793,UB-0193,2015-02-22,true,true
CL-0794,UB-0194,2021-09-02,true,false
CL-0795,UB-0195,2021-06-28,true,true
CL-0796,UB-0196,2021-11-28,true,false
CL-0797,UB-0197,2021-03-28,true,true
CL-0798,UB-0198,2021-05-24,true,true
CL-0799,UB-0199,2015-03-09,true,true
CL-0800,UB-0200,2016-07-30,true,true
CL-0801,UB-0001,2022-01-02,true,false
CL-0802,UB-0002,2020-01-07,true,true
CL-0803,UB-0003,2016-01-26,true,true
CL-0804,UB-0004,2018-11-27,true,true
CL-0805,UB-0005,2018-11-25,true,false
CL-0806,UB-0006,2022-03-25,true,false
CL-0807,UB-0007,2019-09-09,true,true
CL-0808,UB-0008,2022-10-14,true,true
CL-0809,UB-0009,2020-10-10,true,false
CL-0810,UB-0010,2020-02-18,true,false
CL-0811,UB-0011,2019-10-21,true,true
CL-0812,UB-0012,2015-02-27,true,true
CL-0813,UB-0013,2021-10-30,true,true
CL-0814,UB-0014,2021-04-13,true,false
CL-0815,UB-0015,2016-12-20,true,false
CL-0816,UB-0016,2017-05-11,true,true
CL-0817,UB-0017,2020-12-11,true,true
CL-0818,UB-0018,2016-05-14,true,true
CL-0819,UB-0019,2020-03-01,true,true
CL-0820,UB-0020,2022-07-11,true,true
CL-0821,UB-0021,2019-07-21,true,true
CL-0822,UB-0022,2021-12-24,true,true
CL-0823,UB-0023,2018-03-29,true,true
CL-0824,UB-0024,2021-04-07,true,true
CL-0825,UB-0025,2020-08-12,true,true
CL-0826,UB-0026,2015-02-14,true,false
CL-0827,UB-0027,2020-07-02,true,false
CL-0828,UB-0028,2023-12-16,true,true
CL-0829,UB-0029,2015-04-21,true,true
CL-0830,UB-0030,2016-01-12,true,true
CL-0831,UB-0031,2015-03-11,true,true
CL-0832,UB-0032,2018-05-07,true,true
CL-0833,UB-0033,2021-07-28,true,true
CL-0834,UB-0034,2015-03-12,true,true
CL-0835,UB-0035,2018-03-13,true,true
CL-0836,UB-0036,2015-08-17,true,true
CL-0837,UB-0037,2021-03-04,true,true
CL-0838,UB-0038,2021-03-04,true,true
CL-0839,UB-0039,2016-07-22,true,false
CL-0840,UB-0040,2019-02-09,true,true
CL-0841,UB-0041,2017-08-02,true,true
CL-0842,UB-0042,2018-04-29,true,true
CL-0843,UB-0043,2021-10-13,true,true
CL-0844,UB-0044,2020-06-14,true,true
CL-0845,UB-0045,2020-08-25,true,false
CL-0846,UB-0046,2018-12-06,true,false
CL-0847,UB-0047,2017-09-26,true,true
CL-0848,UB-0048,2018-11-05,true,true
CL-0849,UB-0049,2020-04-22,true,true
CL-0850,UB-0050,2017-05-08,true,true
CL-0851,UB-0051,2023-11-08,true,true
CL-0852,UB-0052,2021-09-21,true,true
CL-0853,UB-0053,2018-08-25,true,true
CL-0854,UB-0054,2018-12-20,true,true
CL-0855,UB-0055,2023-11-06,true,true
CL-0856,UB-0056,2017-07-27,true,true
CL-0857,UB-0057,2019-11-20,true,true
CL-0858,UB-0058,2022-10-16,true,true
CL-0859,UB-0059,2015-10-22,true,false
CL-0860,UB-0060,2021-06-12,true,true
CL-0861,UB-0061,2020-04-15,true,true
CL-0862,UB-0062,2018-01-27,true,true
CL-0863,UB-0063,2017-10-14,true,false
CL-0864,UB-0064,2020-06-09,true,true
CL-0865,UB-0065,2022-09-27,true,true
CL-0866,UB-0066,2017-01-30,true,true
CL-0867,UB-0067,2016-07-14,true,true
CL-0868,UB-0068,2016-05-20,true,true
CL-0869,UB-0069,2017-08-20,true,true
CL-0870,UB-0070,2020-01-29,true,true
CL-0871,UB-0071,2015-02-03,true,true
CL-0872,UB-0072,2016-10-01,true,true
CL-0873,UB-0073,2022-04-18,true,true
CL-0874,UB-0074,2020-11-21,true,true
CL-0875,UB-0075,2020-12-26,true,true
CL-0876,UB-0076,2020-04-25,true,true
CL-0877,UB-0077,2022-08-09,true,false
CL-0878,UB-0078,2022-07-28,true,true
CL-0879,UB-0079,2015-05-05,true,false
CL-0880,UB-0080,2018-12-13,true,false
CL-0881,UB-0081,2019-10-01,true,true
CL-0882,UB-0082,2016-04-14,true,false
CL-0883,UB-0083,2020-11-17,true,true
CL-0884,UB-0084,2015-04-10,true,true
CL-0885,UB-0085,2019-04-30,true,true
CL-0886,UB-0086,2022-05-20,true,true
CL-0887,UB-0087,2020-04-25,true,true
CL-0888,UB-0088,2020-03-07,true,true
CL-0889,UB-0089,2016-07-25,true,true
CL-0890,UB-0090,2019-05-29,true,false
CL-0891,UB-0091,2022-03-05,true,true
CL-0892,UB-0092,2017-04-21,true,true
CL-0893,UB-0093,2023-03-14,true,true
CL-0894,UB-0094,2016-04-21,true,true
CL-0895,UB-0095,2018-10-02,true,true
CL-0896,UB-0096,2022-05-30,true,true
CL-0897,UB-0097,2016-11-24,true,true
CL-0898,UB-0098,2022-06-16,true,true
CL-0899,UB-0099,2023-02-10,true,true
CL-0900,UB-0100,2022-10-21,true,true
CL-0901,UB-0101,2021-10-01,true,false
CL-0902,UB-0102,2023-04-25,true,true
CL-0903,UB-0103,2017-02-05,true,true
CL-0904,UB-0104,2021-03-20,true,true
CL-0905,UB-0105,2023-07-04,true,true
CL-0906,UB-0106,2021-01-01,true,true
CL-0907,UB-0107,2015-12-30,true,true
CL-0908,UB-0108,2015-12-05,true,true
CL-0909,UB-0109,2021-06-06,true,true
CL-0910,UB-0110,2016-03-01,true,true
CL-0911,UB-0111,2018-05-11,true,true
CL-0912,UB-0112,2022-11-14,true,false
CL-0913,UB-0113,2020-01-16,true,true
CL-0914,UB-0114,2022-02-26,true,false
CL-0915,UB-0115,2015-02-09,true,true
CL-0916,UB-0116,2017-10-26,true,true
CL-0917,UB-0117,2015-05-19,true,false
CL-0918,UB-0118,2017-04-01,true,true
CL-0919,UB-0119,2019-05-03,true,true
CL-0920,UB-0120,2021-04-18,true,true
CL-0921,UB-0121,2015-11-19,true,false
CL-0922,UB-0122,2021-10-09,true,false
CL-0923,UB-0123,2020-04-15,true,true
CL-0924,UB-0124,2017-09-26,true,true
CL-0925,UB-0125,2021-09-01,true,true
CL-0926,UB-0126,2023-02-01,true,false
CL-0927,UB-0127,2017-07-06,true,true
CL-0928,UB-0128,2022-05-28,true,true
CL-0929,UB-0129,2019-10-17,true,true
CL-0930,UB-0130,2021-07-11,true,false
CL-0931,UB-0131,2017-09-25,true,true
CL-0932,UB-0132,2018-09-02,true,true
CL-0933,UB-0133,2019-10-01,true,true
CL-0934,UB-0134,2021-09-12,true,true
CL-0935,UB-0135,2021-08-13,true,true
CL-0936,UB-0136,2015-10-23,true,true
CL-0937,UB-0137,2015-11-05,true,false
CL-0938,UB-0138,2015-12-08,true,true
CL-0939,UB-0139,2018-12-15,true,true
CL-0940,UB-0140,2019-03-16,true,true
CL-0941,UB-0141,2023-06-14,true,true
CL-0942,UB-0142,2020-10-14,true,true
CL-0943,UB-0143,2015-04-04,true,true
CL-0944,UB-0144,2021-03-24,true,false
CL-0945,UB-0145,2020-07-28,true,false
CL-0946,UB-0146,2018-01-01,true,true
CL-0947,UB-0147,2021-09-27,true,true
CL-0948,UB-0148,2015-04-02,true,true
CL-0949,UB-0149,2023-08-22,true,true
CL-0950,UB-0150,2017-01-17,true,true
CL-0951,UB-0151,2020-11-24,true,true
CL-0952,UB-0152,2017-08-19,true,true
CL-0953,UB-0153,2017-10-14,true,true
CL-0954,UB-0154,2017-03-25,true,false
CL-0955,UB-0155,2018-09-16,true,true
CL-0956,UB-0156,2019-07-02,true,false
CL-0957,UB-0157,2023-12-11,true,true
CL-0958,UB-0158,2022-11-19,true,true
CL-0959,UB-0159,2016-11-13,true,true
CL-0960,UB-0160,2019-07-23,true,true
CL-0961,UB-0161,2021-10-07,true,true
CL-0962,UB-0162,2020-12-23,true,true
CL-0963,UB-0163,2023-12-20,true,true
CL-0964,UB-0164,2018-10-22,true,false
CL-0965,UB-0165,2022-11-20,true,true
CL-0966,UB-0166,2020-11-04,true,true
CL-0967,UB-0167,2019-02-22,true,true
CL-0968,UB-0168,2019-01-06,true,true
CL-0969,UB-0169,2017-05-25,true,true
CL-0970,UB-0170,2022-08-15,true,true
CL-0971,UB-0171,2018-02-28,true,false
CL-0972,UB-0172,2017-11-07,true,true
CL-0973,UB-0173,2018-04-11,true,true
CL-0974,UB-0174,2021-08-13,true,true
CL-0975,UB-0175,2017-04-02,true,true
CL-0976,UB-0176,2016-08-06,true,true
CL-0977,UB-0177,2023-08-10,true,true
CL-0978,UB-0178,2016-10-02,true,true
CL-0979,UB-0179,2018-06-11,true,true
CL-0980,UB-0180,2021-04-16,true,true
CL-0981,UB-0181,2017-10-25,true,false
CL-0982,UB-0182,2015-03-16,true,true
CL-0983,UB-0183,2018-06-16,true,true
CL-0984,UB-0184,2020-12-10,true,true
CL-0985,UB-0185,2015-02-14,true,false
CL-0986,UB-0186,2017-07-12,true,true
CL-0987,UB-0187,2020-07-01,true,true
CL-0988,UB-0188,2016-11-23,true,true
CL-0989,UB-0189,2020-08-06,true,true
CL-0990,UB-0190,2023-06-21,true,true
CL-0991,UB-0191,2023-04-18,true,true
CL-0992,UB-0192,2015-04-07,true,true
CL-0993,UB-0193,2017-03-08,true,true
CL-0994,UB-0194,2022-10-24,true,true
CL-0995,UB-0195,2020-02-25,true,true
CL-0996,UB-0196,2015-04-06,true,true
CL-0997,UB-0197,2020-02-20,true,true
CL-0998,UB-0198,2019-07-31,true,true
CL-0999,UB-0199,2018-08-18,true,true
CL-1000,UB-0200,2016-12-05,true,true
