tarjetaId,cuentaId,fechaAsociacion,esPrincipal,limiteCompartido
TJ-0516,CU-0516,2022-07-29,true,6187.63
TJ-0517,CU-0517,2022-03-27,true,26106.41
TJ-0518,CU-0518,2023-05-05,true,43939.38
TJ-0519,CU-0519,2023-04-09,true,1618.96
TJ-0520,CU-0520,2021-01-12,true,14044.25
TJ-0521,CU-0521,2023-08-20,true,23355.34
TJ-0522,CU-0522,2019-02-19,true,45474.43
TJ-0523,CU-0523,2022-02-12,true,26791.75
TJ-0524,CU-0524,2019-05-30,true,38208.48
TJ-0525,CU-0525,2023-07-11,true,28183.66
TJ-0526,CU-0526,2019-02-06,true,48656.45
TJ-0527,CU-0527,2019-08-19,true,34682.6
TJ-0528,CU-0528,2023-09-04,true,12451.02
TJ-0529,CU-0529,2018-11-11,true,29951.11
TJ-0530,CU-0530,2020-05-26,true,21568.3
TJ-0531,CU-0531,2022-09-19,true,45396.33
TJ-0532,CU-0532,2020-12-25,true,8779.94
TJ-0533,CU-0533,2021-07-18,true,4316.37
TJ-0534,CU-0534,2019-07-02,true,35646.47
TJ-0535,CU-0535,2022-05-20,true,4261.07
TJ-0536,CU-0536,2018-01-29,true,29797.83
TJ-0537,CU-0537,2018-09-29,true,36468.14
TJ-0538,CU-0538,2023-12-01,true,35877.67
TJ-0539,CU-0539,2023-05-17,true,24871.23
TJ-0540,CU-0540,2022-03-27,true,33258.14
TJ-0541,CU-0541,2021-12-10,true,10364.6
TJ-0542,CU-0542,2020-05-21,true,48850.5
TJ-0543,CU-0543,2022-10-19,true,36051.69
TJ-0544,CU-0544,2023-03-29,true,12186.31
TJ-0545,CU-0545,2019-10-05,true,21656.21
TJ-0546,CU-0546,2021-06-11,true,49773.67
TJ-0547,CU-0547,2019-10-26,true,22347.37
TJ-0548,CU-0548,2022-08-28,true,38795.55
TJ-0549,CU-0549,2022-12-18,true,11374.02
TJ-0550,CU-0550,2018-12-23,true,13843.57
TJ-0551,CU-0551,2019-06-29,true,41184.62
TJ-0552,CU-0552,2021-10-25,true,33270.64
TJ-0553,CU-0553,2023-06-13,true,34080.29
TJ-0554,CU-0554,2021-01-01,true,12728.36
TJ-0555,CU-0555,2018-06-03,true,49891.64
TJ-0556,CU-0556,2023-02-18,true,4547.77
TJ-0557,CU-0557,2022-07-22,true,7948.04
TJ-0558,CU-0558,2023-06-11,true,20642.31
TJ-0559,CU-0559,2020-11-28,true,24560.51
TJ-0560,CU-0560,2021-06-13,true,26565.05
TJ-0561,CU-0561,2018-04-26,true,32400.69
TJ-0562,CU-0562,2022-04-22,true,13296.04
TJ-0563,CU-0563,2019-04-28,true,12243.58
TJ-0564,CU-0564,2018-04-06,true,20641.05
TJ-0565,CU-0565,2022-05-31,true,45667.42
TJ-0566,CU-0566,2018-07-01,true,36485.52
TJ-0567,CU-0567,2023-07-25,true,8033.18
TJ-0568,CU-0568,2021-05-28,true,17343.89
TJ-0569,CU-0569,2020-04-08,true,49100.83
TJ-0570,CU-0570,2021-12-23,true,43672.72
TJ-0571,CU-0571,2018-01-27,true,30448.69
TJ-0572,CU-0572,2018-08-02,true,4731.95
TJ-0573,CU-0573,2020-12-02,true,39993.81
TJ-0574,CU-0574,2018-02-28,true,20710.38
TJ-0575,CU-0575,2018-10-21,true,3868.79
TJ-0576,CU-0576,2022-10-24,true,31705.46
TJ-0577,CU-0577,2022-02-01,true,34643.79
TJ-0578,CU-0578,2020-04-15,true,32437.39
TJ-0579,CU-0579,2020-06-09,true,34426.61
TJ-0580,CU-0580,2019-08-26,true,22068.4
TJ-0581,CU-0581,2020-07-17,true,24266.61
TJ-0582,CU-0582,2018-03-30,true,17431.06
TJ-0583,CU-0583,2021-04-18,true,11268.29
TJ-0584,CU-0584,2020-01-28,true,36278.79
TJ-0585,CU-0585,2018-02-11,true,48682.11
TJ-0586,CU-0586,2023-05-28,true,28444.65
TJ-0587,CU-0587,2022-05-13,true,47263.14
TJ-0588,CU-0588,2020-01-17,true,14878.57
TJ-0589,CU-0589,2018-08-16,true,19401.29
TJ-0590,CU-0590,2023-10-18,true,11027.56
TJ-0591,CU-0591,2023-01-26,true,40885.81
TJ-0592,CU-0592,2020-11-26,true,36125.34
TJ-0593,CU-0593,2023-11-22,true,24682.71
TJ-0594,CU-0594,2018-08-11,true,40070.41
TJ-0595,CU-0595,2020-05-25,true,37842.34
TJ-0596,CU-0596,2023-04-14,true,32276.05
TJ-0597,CU-0597,2018-09-24,true,3110.72
TJ-0598,CU-0598,2021-09-06,true,19470.5
TJ-0599,CU-0599,2018-06-19,true,37309.1
TJ-0600,CU-0600,2022-08-18,true,23058.9
TJ-0601,CU-0601,2021-06-05,true,6192.66
TJ-0602,CU-0602,2023-11-20,true,19862.68
TJ-0603,CU-0603,2021-07-27,true,33995.19
TJ-0604,CU-0604,2021-03-21,true,36547.03
TJ-0605,CU-0605,2023-07-23,true,35390.08
TJ-0606,CU-0606,2019-02-12,true,16487.0
TJ-0607,CU-0607,2022-02-23,true,49456.81
TJ-0608,CU-0608,2018-03-11,true,23237.66
TJ-0609,CU-0609,2023-07-08,true,48619.41
TJ-0610,CU-0610,2020-11-25,true,16002.5
TJ-0611,CU-0611,2022-03-21,true,31678.16
TJ-0612,CU-0612,2020-01-19,true,5696.84
TJ-0613,CU-0613,2019-05-07,true,28935.08
TJ-0614,CU-0614,2021-06-26,true,9142.81
TJ-0615,CU-0615,2021-02-02,true,36077.0
TJ-0616,CU-0616,2018-09-10,true,43020.65
TJ-0617,CU-0617,2020-03-11,true,20627.45
TJ-0618,CU-0618,2021-04-06,true,37476.21
TJ-0619,CU-0619,2018-11-21,true,29949.76
TJ-0620,CU-0620,2018-11-02,true,35904.86
TJ-0621,CU-0621,2022-10-12,true,3465.0
TJ-0622,CU-0622,2019-12-27,true,35713.25
TJ-0623,CU-0623,2019-09-14,true,21923.81
TJ-0624,CU-0624,2021-09-17,true,45537.37
TJ-0625,CU-0625,2022-09-25,true,25155.69
TJ-0626,CU-0626,2019-10-05,true,21577.1
TJ-0627,CU-0627,2019-07-05,true,15814.35
TJ-0628,CU-0628,2021-02-12,true,45121.31
TJ-0629,CU-0629,2019-02-03,true,44610.43
TJ-0630,CU-0630,2018-09-24,true,42608.19
TJ-0631,CU-0631,2023-11-12,true,34189.0
TJ-0632,CU-0632,2018-06-23,true,27322.39
TJ-0633,CU-0633,2022-05-14,true,18668.04
TJ-0634,CU-0634,2022-04-14,true,6063.84
TJ-0635,CU-0635,2022-07-27,true,31034.49
TJ-0636,CU-0636,2019-04-23,true,34908.42
TJ-0637,CU-0637,2020-06-29,true,41092.05
TJ-0638,CU-0638,2022-04-12,true,27376.74
TJ-0639,CU-0639,2022-01-24,true,24466.49
TJ-0640,CU-0640,2019-01-05,true,9350.53
TJ-0641,CU-0641,2019-12-13,true,35991.91
TJ-0642,CU-0642,2023-04-24,true,22004.5
TJ-0643,CU-0643,2018-02-18,true,34236.45
TJ-0644,CU-0644,2020-12-29,true,16107.14
TJ-0645,CU-0645,2023-04-27,true,40346.94
TJ-0646,CU-0646,2022-05-05,true,28672.69
TJ-0647,CU-0647,2018-09-18,true,12145.97
TJ-0648,CU-0648,2018-08-01,true,13443.59
TJ-0649,CU-0649,2018-08-03,true,25867.79
TJ-0650,CU-0650,2022-07-29,true,7886.79
TJ-0651,CU-0651,2023-11-03,true,38231.95
TJ-0652,CU-0652,2020-08-06,true,16553.32
TJ-0653,CU-0653,2021-09-03,true,32083.95
TJ-0654,CU-0654,2019-02-18,true,14802.9
TJ-0655,CU-0655,2023-03-28,true,2547.35
TJ-0656,CU-0656,2020-06-11,true,46274.27
TJ-0657,CU-0657,2018-12-07,true,36620.65
TJ-0658,CU-0658,2018-09-19,true,8379.66
TJ-0659,CU-0659,2021-10-04,true,12229.17
TJ-0660,CU-0660,2021-10-04,true,11507.07
TJ-0661,CU-0661,2019-07-06,true,36257.07
TJ-0662,CU-0662,2021-03-26,true,6844.73
TJ-0663,CU-0663,2022-10-03,true,21310.31
TJ-0664,CU-0664,2019-12-30,true,47843.87
TJ-0665,CU-0665,2018-07-05,true,21860.64
TJ-0666,CU-0666,2021-08-30,true,20209.34
TJ-0667,CU-0667,2018-06-27,true,42287.62
TJ-0668,CU-0668,2018-01-15,true,35693.73
TJ-0669,CU-0669,2023-10-11,true,27854.12
TJ-0670,CU-0670,2021-05-29,true,4362.61
TJ-0671,CU-0671,2018-11-12,true,36041.64
TJ-0672,CU-0672,2019-06-24,true,2411.79
TJ-0673,CU-0673,2022-01-09,true,2652.83
TJ-0674,CU-0674,2022-03-20,true,44001.62
TJ-0675,CU-0675,2021-10-05,true,19103.38
TJ-0676,CU-0676,2020-11-07,true,36300.39
TJ-0677,CU-0677,2023-03-15,true,49171.86
TJ-0678,CU-0678,2023-01-01,true,33860.4
TJ-0679,CU-0679,2019-01-09,true,32635.22
TJ-0680,CU-0680,2018-09-22,true,44763.73
TJ-0681,CU-0681,2021-06-30,true,45952.42
TJ-0682,CU-0682,2019-07-13,true,43793.76
TJ-0683,CU-0683,2023-04-17,true,20907.81
TJ-0684,CU-0684,2022-11-04,true,25842.12
TJ-0685,CU-0685,2023-09-24,true,2048.15
TJ-0686,CU-0686,2018-04-14,true,35683.94
TJ-0687,CU-0687,2020-10-30,true,46484.69
TJ-0688,CU-0688,2021-08-05,true,8655.04
TJ-0689,CU-0689,2018-04-24,true,17435.77
TJ-0690,CU-0690,2019-03-24,true,48510.28
TJ-0691,CU-0691,2023-08-18,true,47972.45
TJ-0692,CU-0692,2021-04-16,true,36951.67
TJ-0693,CU-0693,2022-04-24,true,14550.34
TJ-0694,CU-0694,2019-01-20,true,43470.32
TJ-0695,CU-0695,2023-06-15,true,8118.15
TJ-0696,CU-0696,2019-03-16,true,6169.22
TJ-0697,CU-0697,2019-11-17,true,11235.69
TJ-0698,CU-0698,2021-05-25,true,13844.49
TJ-0699,CU-0699,2023-12-25,true,20895.06
TJ-0700,CU-0700,2020-07-26,true,21350.84
TJ-0701,CU-0701,2023-08-28,true,2624.85
TJ-0702,CU-0702,2021-07-24,true,19011.39
TJ-0703,CU-0703,2021-11-07,true,38013.0
TJ-0704,CU-0704,2023-01-06,true,17133.01
TJ-0705,CU-0705,2020-01-25,true,42972.63
TJ-0706,CU-0706,2021-11-20,true,43854.91
TJ-0707,CU-0707,2023-06-27,true,2863.43
TJ-0708,CU-0708,2018-08-21,true,17971.19
TJ-0709,CU-0709,2019-07-26,true,26665.52
TJ-0710,CU-0710,2021-04-01,true,14903.89
TJ-0711,CU-0711,2020-02-29,true,44089.22
TJ-0712,CU-0712,2019-08-22,true,31464.42
TJ-0713,CU-0713,2018-05-14,true,35819.02
TJ-0714,CU-0714,2018-12-27,true,35603.04
TJ-0715,CU-0715,2022-10-12,true,3126.07
TJ-0716,CU-0716,2022-08-11,true,9722.29
TJ-0717,CU-0717,2020-10-05,true,28704.06
TJ-0718,CU-0718,2021-08-30,true,36672.37
TJ-0719,CU-0719,2022-11-12,true,5481.19
TJ-0720,CU-0720,2022-04-15,true,5559.96
TJ-0721,CU-0721,2019-02-23,true,1413.36
TJ-0722,CU-0722,2018-01-30,true,10976.28
TJ-0723,CU-0723,2020-11-22,true,31753.03
TJ-0724,CU-0724,2019-08-31,true,7079.87
TJ-0725,CU-0725,2019-09-08,true,49758.64
TJ-0726,CU-0726,2022-09-14,true,46498.86
TJ-0727,CU-0727,2023-10-01,true,39150.7
TJ-0728,CU-0728,2018-05-30,true,3409.25
TJ-0729,CU-0729,2023-07-26,true,23871.69
TJ-0730,CU-0730,2021-09-05,true,22915.11
TJ-0731,CU-0731,2019-01-17,true,18729.02
TJ-0732,CU-0732,2021-09-15,true,19901.0
TJ-0733,CU-0733,2020-02-11,true,29185.59
TJ-0734,CU-0734,2021-03-09,true,25339.74
TJ-0735,CU-0735,2021-06-18,true,44797.06
TJ-0736,CU-0736,2018-09-15,true,37097.12
TJ-0737,CU-0737,2021-10-13,true,23371.85
TJ-0738,CU-0738,2022-03-13,true,31350.04
TJ-0739,CU-0739,2018-01-29,true,29398.21
TJ-0740,CU-0740,2019-05-07,true,30514.49
TJ-0741,CU-0741,2018-04-29,true,29735.35
TJ-0742,CU-0742,2018-09-08,true,18554.9
TJ-0743,CU-0743,2018-03-14,true,42795.14
TJ-0744,CU-0744,2019-06-09,true,20097.81
TJ-0745,CU-0745,2022-07-21,true,38445.76
TJ-0746,CU-0746,2019-07-03,true,36659.71
TJ-0747,CU-0747,2021-10-25,true,36926.81
TJ-0748,CU-0748,2018-08-13,true,12408.94
TJ-0749,CU-0749,2022-01-31,true,42784.62
TJ-0750,CU-0750,2018-04-14,true,25950.01
TJ-0751,CU-0751,2018-05-18,true,12700.94
TJ-0752,CU-0752,2018-01-04,true,42564.96
TJ-0753,CU-0753,2019-10-27,true,14541.15
TJ-0754,CU-0754,2023-06-06,true,46315.76
TJ-0755,CU-0755,2022-09-12,true,33561.32
TJ-0756,CU-0756,2022-09-17,true,28130.61
TJ-0757,CU-0757,2022-12-31,true,36858.66
TJ-0758,CU-0758,2022-10-07,true,47030.14
TJ-0759,CU-0759,2019-01-03,true,3774.91
TJ-0760,CU-0760,2018-08-07,true,49195.22
TJ-0761,CU-0761,2018-09-29,true,1376.16
TJ-0762,CU-0762,2019-10-02,true,44947.76
TJ-0763,CU-0763,2022-11-13,true,25278.44
TJ-0764,CU-0764,2019-12-22,true,14905.01
TJ-0765,CU-0765,2023-11-30,true,17598.4
TJ-0766,CU-0766,2019-04-18,true,17722.09
TJ-0767,CU-0767,2023-01-10,true,2758.74
TJ-0768,CU-0768,2020-04-10,true,13653.09
TJ-0769,CU-0769,2021-03-05,true,39855.77
TJ-0770,CU-0770,2019-01-15,true,22515.21
TJ-0771,CU-0771,2018-11-11,true,33535.41
TJ-0772,CU-0772,2018-08-05,true,12428.96
TJ-0773,CU-0773,2021-11-04,true,41017.64
TJ-0774,CU-0774,2018-06-17,true,17393.12
TJ-0775,CU-0775,2023-12-28,true,12120.37
TJ-0776,CU-0776,2020-06-17,true,48230.32
TJ-0777,CU-0777,2021-06-15,true,42040.69
TJ-0778,CU-0778,2021-02-24,true,12971.79
TJ-0779,CU-0779,2023-06-21,true,14934.34
TJ-0780,CU-0780,2022-03-16,true,3885.49
TJ-0781,CU-0781,2020-05-02,true,20709.71
TJ-0782,CU-0782,2021-10-12,true,11222.47
TJ-0783,CU-0783,2020-01-24,true,25857.23
TJ-0784,CU-0784,2020-04-19,true,19415.44
TJ-0785,CU-0785,2020-08-10,true,13337.33
TJ-0786,CU-0786,2018-11-24,true,48591.19
TJ-0787,CU-0787,2022-01-30,true,7709.19
TJ-0788,CU-0788,2022-09-11,true,14181.94
TJ-0789,CU-0789,2019-02-20,true,32842.94
TJ-0790,CU-0790,2021-12-19,true,46969.29
TJ-0791,CU-0791,2022-11-03,true,47518.6
TJ-0792,CU-0792,2021-04-30,true,11362.87
TJ-0793,CU-0793,2020-07-20,true,41767.13
TJ-0794,CU-0794,2018-04-16,true,17917.88
TJ-0795,CU-0795,2018-09-07,true,37808.63
TJ-0796,CU-0796,2022-07-14,true,28928.6
TJ-0797,CU-0797,2022-02-23,true,5895.56
TJ-0798,CU-0798,2023-09-26,true,7900.49
TJ-0799,CU-0799,2019-12-24,true,23348.42
TJ-0800,CU-0800,2021-10-20,true,20913.0
