transaccionId,ubicacionId,fecha,distanciaUltimaTransaccion,alertaGeo
TX-00540,UB-0140,2024-11-20,4695.36,false
TX-00541,UB-0141,2023-07-20,4632.84,false
TX-00542,UB-0142,2023-07-19,4862.29,false
TX-00543,UB-0143,2023-12-16,2573.89,false
TX-00544,UB-0144,2023-07-01,4621.17,false
TX-00545,UB-0145,2024-04-04,2285.86,false
TX-00546,UB-0146,2023-06-22,3420.66,false
TX-00547,UB-0147,2023-08-01,2452.91,false
TX-00548,UB-0148,2023-04-25,1537.87,false
TX-00549,UB-0149,2024-01-12,1471.09,false
TX-00550,UB-0150,2023-10-02,4073.73,false
TX-00551,UB-0151,2023-10-04,4559.64,false
TX-00552,UB-0152,2023-12-25,886.07,false
TX-00553,UB-0153,2024-07-06,997.03,false
TX-00554,UB-0154,2023-02-02,2407.27,false
TX-00555,UB-0155,2023-04-08,4383.14,false
TX-00556,UB-0156,2023-01-03,142.06,false
TX-00557,UB-0157,2024-03-06,2748.2,false
TX-00558,UB-0158,2024-09-24,1833.53,false
TX-00559,UB-0159,2023-06-28,3605.77,false
TX-00560,UB-0160,2024-02-02,2538.64,false
TX-00561,UB-0161,2024-01-24,1397.01,false
TX-00562,UB-0162,2023-03-07,3731.41,false
TX-00563,UB-0163,2023-09-14,3296.98,false
TX-00564,UB-0164,2023-03-17,1127.16,false
TX-00565,UB-0165,2023-08-27,4517.66,false
TX-00566,UB-0166,2023-03-31,3283.4,false
TX-00567,UB-0167,2024-10-29,3609.94,false
TX-00568,UB-0168,2023-04-11,190.95,false
TX-00569,UB-0169,2024-08-18,4847.93,false
TX-00570,UB-0170,2023-03-25,1755.48,false
TX-00571,UB-0171,2023-07-16,3619.2,false
TX-00572,UB-0172,2024-05-20,4312.21,false
TX-00573,UB-0173,2024-06-19,3774.64,false
TX-00574,UB-0174,2024-07-21,1453.96,false
TX-00575,UB-0175,2023-04-27,1325.72,false
TX-00576,UB-0176,2024-12-19,4890.27,false
TX-00577,UB-0177,2023-03-18,2791.45,false
TX-00578,UB-0178,2024-08-10,2822.78,false
TX-00579,UB-0179,2023-11-22,3095.14,false
TX-00580,UB-0180,2023-05-06,2662.25,false
TX-00581,UB-0181,2024-02-01,531.68,false
TX-00582,UB-0182,2023-08-15,3837.6,false
TX-00583,UB-0183,2023-09-08,3288.45,false
TX-00584,UB-0184,2023-02-01,1744.87,false
TX-00585,UB-0185,2024-02-13,4978.75,false
TX-00586,UB-0186,2024-03-07,4915.62,false
TX-00587,UB-0187,2024-12-25,2077.38,false
TX-00588,UB-0188,2023-10-26,3778.61,false
TX-00589,UB-0189,2023-03-05,490.47,false
TX-00590,UB-0190,2024-06-07,2495.24,false
TX-00591,UB-0191,2024-12-19,2652.23,false
TX-00592,UB-0192,2023-03-08,3857.41,false
TX-00593,UB-0193,2023-08-28,1084.77,false
TX-00594,UB-0194,2023-01-10,885.59,false
TX-00595,UB-0195,2023-08-07,1406.77,false
TX-00596,UB-0196,2023-09-05,1979.05,false
TX-00597,UB-0197,2023-02-16,4728.15,false
TX-00598,UB-0198,2023-02-24,1489.43,false
TX-00599,UB-0199,2024-11-20,4023.63,false
TX-00600,UB-0200,2023-09-04,1059.21,false
TX-00601,UB-0001,2024-09-09,4548.91,false
TX-00602,UB-0002,2024-01-07,1398.15,false
TX-00603,UB-0003,2023-01-05,1094.92,false
TX-00604,UB-0004,2023-12-02,4339.24,false
TX-00605,UB-0005,2024-09-27,1455.28,false
TX-00606,UB-0006,2024-05-09,4155.52,false
TX-00607,UB-0007,2023-06-06,4649.01,false
TX-00608,UB-0008,2024-09-12,1042.62,false
TX-00609,UB-0009,2024-09-03,1937.14,false
TX-00610,UB-0010,2024-06-09,712.09,false
TX-00611,UB-0011,2023-02-25,3246.17,false
TX-00612,UB-0012,2023-05-01,4056.69,false
TX-00613,UB-0013,2023-06-14,2395.72,false
TX-00614,UB-0014,2023-12-21,1400.36,false
TX-00615,UB-0015,2023-06-29,3656.75,false
TX-00616,UB-0016,2023-06-28,2991.02,false
TX-00617,UB-0017,2023-08-27,1993.91,false
TX-00618,UB-0018,2023-06-04,2046.96,false
TX-00619,UB-0019,2024-05-07,192.96,false
TX-00620,UB-0020,2024-09-23,1038.97,false
TX-00621,UB-0021,2023-12-04,2369.44,false
TX-00622,UB-0022,2024-12-01,4318.76,false
TX-00623,UB-0023,2024-11-18,542.22,false
TX-00624,UB-0024,2023-08-16,3709.02,false
TX-00625,UB-0025,2023-03-29,4837.77,false
TX-00626,UB-0026,2023-02-21,1099.38,false
TX-00627,UB-0027,2023-09-24,1766.33,false
TX-00628,UB-0028,2023-04-17,1061.0,false
TX-00629,UB-0029,2023-06-24,2616.61,false
TX-00630,UB-0030,2024-12-21,1470.8,false
TX-00631,UB-0031,2023-04-18,3788.11,false
TX-00632,UB-0032,2024-06-15,2927.07,false
TX-00633,UB-0033,2024-07-21,4972.16,false
TX-00634,UB-0034,2024-09-02,4275.38,false
TX-00635,UB-0035,2024-04-04,2723.12,false
TX-00636,UB-0036,2023-09-10,2847.54,false
TX-00637,UB-0037,2023-08-25,1161.62,false
TX-00638,UB-0038,2023-09-14,2264.67,false
TX-00639,UB-0039,2024-03-26,1875.82,false
TX-00640,UB-0040,2024-06-03,2375.56,false
TX-00641,UB-0041,2023-05-08,3952.03,false
TX-00642,UB-0042,2023-08-26,55.89,false
TX-00643,UB-0043,2023-10-15,571.21,false
TX-00644,UB-0044,2023-12-29,3904.14,false
TX-00645,UB-0045,2023-08-29,331.66,false
TX-00646,UB-0046,2024-11-28,22.35,false
TX-00647,UB-0047,2023-08-27,4926.49,false
TX-00648,UB-0048,2023-04-06,618.11,false
TX-00649,UB-0049,2024-05-16,2071.24,false
TX-00650,UB-0050,2024-05-14,200.67,false
TX-00651,UB-0051,2024-10-08,655.52,false
TX-00652,UB-0052,2023-02-22,854.35,false
TX-00653,UB-0053,2024-05-03,4204.76,false
TX-00654,UB-0054,2023-11-02,3482.75,false
TX-00655,UB-0055,2023-11-25,3494.59,false
TX-00656,UB-0056,2023-01-25,2046.18,false
TX-00657,UB-0057,2023-05-13,4867.58,false
TX-00658,UB-0058,2024-07-15,1091.96,false
TX-00659,UB-0059,2024-12-19,3770.69,false
TX-00660,UB-0060,2023-09-27,4845.03,false
TX-00661,UB-0061,2024-07-05,3113.14,false
TX-00662,UB-0062,2023-09-24,3872.03,false
TX-00663,UB-0063,2024-03-05,2026.11,false
TX-00664,UB-0064,2024-02-08,2238.93,false
TX-00665,UB-0065,2023-01-25,1048.43,false
TX-00666,UB-0066,2023-12-24,4755.95,false
TX-00667,UB-0067,2023-09-18,129.16,false
TX-00668,UB-0068,2023-01-06,771.75,false
TX-00669,UB-0069,2024-12-31,1339.39,false
TX-00670,UB-0070,2023-08-05,2935.97,false
TX-00671,UB-0071,2023-01-20,4510.82,false
TX-00672,UB-0072,2023-05-18,3508.3,false
TX-00673,UB-0073,2024-04-26,1161.51,false
TX-00674,UB-0074,2023-04-20,4721.83,false
TX-00675,UB-0075,2023-05-01,2845.38,false
TX-00676,UB-0076,2023-01-23,261.9,false
TX-00677,UB-0077,2024-12-01,3241.76,false
TX-00678,UB-0078,2023-04-14,1539.78,false
TX-00679,UB-0079,2024-08-20,833.76,false
TX-00680,UB-0080,2023-04-13,903.39,false
TX-00681,UB-0081,2023-10-17,825.97,false
TX-00682,UB-0082,2023-03-28,929.7,false
TX-00683,UB-0083,2023-09-05,3704.04,false
TX-00684,UB-0084,2024-09-01,1289.12,false
TX-00685,UB-0085,2024-08-11,529.56,false
TX-00686,UB-0086,2024-08-12,1666.5,false
TX-00687,UB-0087,2023-12-14,3472.7,false
TX-00688,UB-0088,2024-08-16,1597.49,false
TX-00689,UB-0089,2024-10-21,2109.07,false
TX-00690,UB-0090,2024-08-08,4142.65,false
TX-00691,UB-0091,2023-06-01,737.58,false
TX-00692,UB-0092,2023-05-10,3382.14,false
TX-00693,UB-0093,2024-03-18,4842.41,false
TX-00694,UB-0094,2024-09-07,1433.78,false
TX-00695,UB-0095,2024-11-04,505.79,false
TX-00696,UB-0096,2023-01-16,4705.77,false
TX-00697,UB-0097,2023-01-27,195.46,false
TX-00698,UB-0098,2024-11-18,2072.71,false
TX-00699,UB-0099,2024-05-03,2760.01,false
TX-00700,UB-0100,2024-04-24,4216.44,false
TX-00701,UB-0101,2023-03-29,1516.5,false
TX-00702,UB-0102,2024-09-27,1117.86,false
TX-00703,UB-0103,2024-10-07,2702.1,false
TX-00704,UB-0104,2024-01-01,4801.06,false
TX-00705,UB-0105,2024-11-20,2573.74,false
TX-00706,UB-0106,2023-12-08,2993.97,false
TX-00707,UB-0107,2023-06-14,3980.05,false
TX-00708,UB-0108,2023-12-01,1681.73,false
TX-00709,UB-0109,2023-06-11,1664.4,false
TX-00710,UB-0110,2024-03-09,1061.34,false
TX-00711,UB-0111,2023-11-10,902.55,false
TX-00712,UB-0112,2024-01-05,1149.43,false
TX-00713,UB-0113,2023-08-18,1015.32,false
TX-00714,UB-0114,2023-04-19,152.64,false
TX-00715,UB-0115,2023-07-17,4770.15,false
TX-00716,UB-0116,2023-06-27,4538.55,false
TX-00717,UB-0117,2023-12-24,3178.35,false
TX-00718,UB-0118,2023-08-02,3828.21,false
TX-00719,UB-0119,2023-11-12,167.79,false
TX-00720,UB-0120,2023-07-02,1821.35,false
TX-00721,UB-0121,2023-04-11,4540.16,false
TX-00722,UB-0122,2024-09-17,2809.06,false
TX-00723,UB-0123,2024-03-06,1145.14,false
TX-00724,UB-0124,2024-04-18,4495.88,false
TX-00725,UB-0125,2023-03-26,2343.56,false
TX-00726,UB-0126,2023-03-02,3508.85,false
TX-00727,UB-0127,2024-08-16,545.02,false
TX-00728,UB-0128,2023-08-01,4646.06,false
TX-00729,UB-0129,2023-11-04,1130.64,false
TX-00730,UB-0130,2024-10-07,2862.15,false
TX-00731,UB-0131,2024-04-04,2368.51,false
TX-00732,UB-0132,2023-03-18,2312.26,false
TX-00733,UB-0133,2024-03-10,3183.27,false
TX-00734,UB-0134,2024-06-07,3844.79,false
TX-00735,UB-0135,2024-12-25,618.92,false
TX-00736,UB-0136,2024-08-31,1051.6,false
TX-00737,UB-0137,2024-05-14,4182.41,false
TX-00738,UB-0138,2023-10-29,584.67,false
TX-00739,UB-0139,2024-09-27,969.65,false
TX-00740,UB-0140,2024-05-12,4269.36,false
TX-00741,UB-0141,2023-03-21,4641.52,false
TX-00742,UB-0142,2024-09-01,657.46,false
TX-00743,UB-0143,2023-07-04,2952.32,false
TX-00744,UB-0144,2023-08-16,1122.5,false
TX-00745,UB-0145,2023-03-06,3338.11,false
TX-00746,UB-0146,2024-02-10,3241.51,false
TX-00747,UB-0147,2024-12-12,2481.17,false
TX-00748,UB-0148,2023-04-05,174.39,false
TX-00749,UB-0149,2023-01-07,3857.71,false
TX-00750,UB-0150,2023-08-30,2867.4,false
TX-00751,UB-0151,2023-01-06,2684.85,false
TX-00752,UB-0152,2024-07-18,1918.2,false
TX-00753,UB-0153,2023-09-25,1897.08,false
TX-00754,UB-0154,2023-10-04,2364.23,false
TX-00755,UB-0155,2024-10-27,3649.04,false
TX-00756,UB-0156,2023-02-12,4075.9,false
TX-00757,UB-0157,2023-02-03,4883.9,false
TX-00758,UB-0158,2023-03-13,2649.49,false
TX-00759,UB-0159,2023-06-04,3030.76,false
TX-00760,UB-0160,2024-09-13,4414.22,false
TX-00761,UB-0161,2023-12-07,4115.82,false
TX-00762,UB-0162,2023-11-14,395.42,false
TX-00763,UB-0163,2024-11-09,4046.53,false
TX-00764,UB-0164,2023-12-12,3066.87,false
TX-00765,UB-0165,2023-04-22,1340.88,false
TX-00766,UB-0166,2024-07-23,3037.9,false
TX-00767,UB-0167,2023-02-13,42.91,false
TX-00768,UB-0168,2023-11-30,3133.27,false
TX-00769,UB-0169,2023-10-13,1597.64,false
TX-00770,UB-0170,2024-05-20,1777.29,false
TX-00771,UB-0171,2023-02-14,1306.11,false
TX-00772,UB-0172,2023-07-01,1934.94,false
TX-00773,UB-0173,2023-09-18,2897.62,false
TX-00774,UB-0174,2023-01-06,3107.85,false
TX-00775,UB-0175,2023-02-15,3837.16,false
TX-00776,UB-0176,2024-04-28,730.31,false
TX-00777,UB-0177,2023-04-18,2855.43,false
TX-00778,UB-0178,2023-01-30,1726.88,false
TX-00779,UB-0179,2023-04-24,4879.6,false
TX-00780,UB-0180,2024-07-20,936.63,false
TX-00781,UB-0181,2023-04-16,2324.73,false
TX-00782,UB-0182,2024-05-14,4778.01,false
TX-00783,UB-0183,2023-08-27,1149.15,false
TX-00784,UB-0184,2023-06-04,1033.92,false
TX-00785,UB-0185,2024-05-11,2244.09,false
TX-00786,UB-0186,2023-02-25,2465.92,false
TX-00787,UB-0187,2023-10-02,2703.73,false
TX-00788,UB-0188,2024-06-30,4683.08,false
TX-00789,UB-0189,2023-12-17,3937.09,false
TX-00790,UB-0190,2023-01-15,4606.2,false
TX-00791,UB-0191,2023-02-09,3852.54,false
TX-00792,UB-0192,2024-10-31,1519.15,false
TX-00793,UB-0193,2024-09-25,1376.34,false
TX-00794,UB-0194,2024-01-23,3358.65,false
TX-00795,UB-0195,2023-12-22,4200.71,false
TX-00796,UB-0196,2023-02-25,1357.79,false
TX-00797,UB-0197,2023-05-28,76.9,false
TX-00798,UB-0198,2024-07-16,2038.18,false
TX-00799,UB-0199,2024-07-26,3456.36,false
TX-00800,UB-0200,2024-07-02,4400.5,false
TX-00801,UB-0001,2024-03-23,4450.12,false
TX-00802,UB-0002,2024-07-31,1157.37,false
TX-00803,UB-0003,2024-12-19,4700.42,false
TX-00804,UB-0004,2024-10-05,4749.41,false
TX-00805,UB-0005,2024-01-17,951.5,false
TX-00806,UB-0006,2024-10-12,1538.28,false
TX-00807,UB-0007,2023-01-16,45.2,false
TX-00808,UB-0008,2024-01-13,791.02,false
TX-00809,UB-0009,2023-02-21,4814.2,false
TX-00810,UB-0010,2023-12-03,4500.13,false
TX-00811,UB-0011,2023-07-04,1999.67,false
TX-00812,UB-0012,2023-01-03,4120.86,false
TX-00813,UB-0013,2023-05-24,79.19,false
TX-00814,UB-0014,2023-12-04,797.32,false
TX-00815,UB-0015,2024-11-19,2139.32,false
TX-00816,UB-0016,2024-09-29,1467.3,false
TX-00817,UB-0017,2024-01-03,1914.0,false
TX-00818,UB-0018,2023-01-04,173.91,false
TX-00819,UB-0019,2024-08-17,2032.23,false
TX-00820,UB-0020,2024-10-01,4419.72,false
TX-00821,UB-0021,2024-06-07,3438.98,false
TX-00822,UB-0022,2023-07-02,336.21,false
TX-00823,UB-0023,2024-02-26,4640.2,false
TX-00824,UB-0024,2023-07-30,3920.11,false
TX-00825,UB-0025,2023-03-13,3487.25,false
TX-00826,UB-0026,2023-08-01,1332.69,false
TX-00827,UB-0027,2023-11-19,445.77,false
TX-00828,UB-0028,2024-07-19,788.45,false
TX-00829,UB-0029,2023-04-22,4048.09,false
TX-00830,UB-0030,2024-07-17,706.79,false
TX-00831,UB-0031,2023-05-12,4171.28,false
TX-00832,UB-0032,2024-12-09,4872.43,false
TX-00833,UB-0033,2023-05-29,1064.84,false
TX-00834,UB-0034,2023-01-06,784.91,false
TX-00835,UB-0035,2024-03-15,3022.26,false
TX-00836,UB-0036,2023-02-13,1152.56,false
TX-00837,UB-0037,2024-03-12,359.59,false
TX-00838,UB-0038,2023-03-01,2020.99,false
TX-00839,UB-0039,2023-02-14,4065.32,false
TX-00840,UB-0040,2024-04-20,4614.28,false
TX-00841,UB-0041,2023-05-22,3088.19,false
TX-00842,UB-0042,2024-06-24,417.33,false
TX-00843,UB-0043,2024-08-10,998.5,false
TX-00844,UB-0044,2024-06-20,780.72,false
TX-00845,UB-0045,2023-06-17,927.02,false
TX-00846,UB-0046,2023-01-24,2997.79,false
TX-00847,UB-0047,2023-10-20,1498.64,false
TX-00848,UB-0048,2023-08-11,735.69,false
TX-00849,UB-0049,2023-01-05,3464.63,false
TX-00850,UB-0050,2024-04-11,774.87,false
TX-00851,UB-0051,2023-09-19,1281.91,false
TX-00852,UB-0052,2024-02-01,4393.33,false
TX-00853,UB-0053,2024-12-21,2315.18,false
TX-00854,UB-0054,2024-08-14,4808.65,false
TX-00855,UB-0055,2024-07-23,358.86,false
TX-00856,UB-0056,2024-12-23,3783.34,false
TX-00857,UB-0057,2024-06-22,1881.24,false
TX-00858,UB-0058,2023-11-24,2464.83,false
TX-00859,UB-0059,2023-10-18,1525.64,false
TX-00860,UB-0060,2023-10-04,1284.64,false
TX-00861,UB-0061,2023-04-24,880.82,false
TX-00862,UB-0062,2023-12-27,3851.92,false
TX-00863,UB-0063,2023-11-13,3680.37,false
TX-00864,UB-0064,2023-04-28,797.31,false
TX-00865,UB-0065,2024-09-21,2241.47,false
TX-00866,UB-0066,2023-11-20,3293.61,false
TX-00867,UB-0067,2024-02-16,1558.16,false
TX-00868,UB-0068,2023-06-15,887.54,false
TX-00869,UB-0069,2023-01-25,4818.74,false
TX-00870,UB-0070,2023-08-27,4564.77,false
TX-00871,UB-0071,2023-07-27,716.01,false
TX-00872,UB-0072,2023-09-16,2603.17,false
TX-00873,UB-0073,2024-03-17,798.58,false
TX-00874,UB-0074,2024-10-18,4699.42,false
TX-00875,UB-0075,2023-03-23,3144.64,false
TX-00876,UB-0076,2024-01-10,4462.85,false
TX-00877,UB-0077,2024-02-27,1681.43,false
TX-00878,UB-0078,2023-03-19,643.91,false
TX-00879,UB-0079,2023-04-19,4402.21,false
TX-00880,UB-0080,2023-11-15,38.77,false
TX-00881,UB-0081,2023-10-03,4994.4,false
TX-00882,UB-0082,2024-10-28,3317.04,false
TX-00883,UB-0083,2023-05-14,2457.89,false
TX-00884,UB-0084,2023-07-22,3368.04,false
TX-00885,UB-0085,2024-02-14,2361.12,false
TX-00886,UB-0086,2024-11-26,1935.6,false
TX-00887,UB-0087,2023-09-16,1473.12,false
TX-00888,UB-0088,2023-06-01,4655.61,false
TX-00889,UB-0089,2024-08-12,1557.08,false
TX-00890,UB-0090,2023-12-31,1095.28,false
TX-00891,UB-0091,2024-11-19,3015.2,false
TX-00892,UB-0092,2024-01-18,4084.95,false
TX-00893,UB-0093,2023-12-18,195.5,false
TX-00894,UB-0094,2023-07-11,3733.11,false
TX-00895,UB-0095,2024-06-26,3820.57,false
TX-00896,UB-0096,2023-10-08,2567.55,false
TX-00897,UB-0097,2023-05-18,781.93,false
TX-00898,UB-0098,2023-10-22,3198.48,false
TX-00899,UB-0099,2024-06-21,4972.31,false
TX-00900,UB-0100,2024-04-28,776.34,false
TX-00901,UB-0101,2024-09-27,842.8,false
TX-00902,UB-0102,2023-01-11,2011.88,false
TX-00903,UB-0103,2023-10-26,4090.15,false
TX-00904,UB-0104,2023-03-09,2623.31,false
TX-00905,UB-0105,2023-12-31,2529.46,false
TX-00906,UB-0106,2024-08-29,4301.36,false
TX-00907,UB-0107,2023-04-01,4133.11,false
TX-00908,UB-0108,2023-12-26,4955.8,false
TX-00909,UB-0109,2023-09-29,4831.14,false
TX-00910,UB-0110,2024-10-29,1579.66,false
TX-00911,UB-0111,2023-11-27,4742.68,false
TX-00912,UB-0112,2024-04-28,1424.53,false
TX-00913,UB-0113,2023-03-15,3504.64,false
TX-00914,UB-0114,2023-11-24,1472.25,false
TX-00915,UB-0115,2024-04-20,2736.25,false
TX-00916,UB-0116,2024-03-30,1705.85,false
TX-00917,UB-0117,2023-05-14,544.66,false
TX-00918,UB-0118,2024-12-31,2811.33,false
TX-00919,UB-0119,2024-05-22,2981.27,false
TX-00920,UB-0120,2024-09-28,287.68,false
TX-00921,UB-0121,2023-12-03,2087.57,false
TX-00922,UB-0122,2023-07-19,2355.04,false
TX-00923,UB-0123,2023-04-21,4750.9,false
TX-00924,UB-0124,2024-04-08,3745.0,false
TX-00925,UB-0125,2024-09-11,2262.37,false
TX-00926,UB-0126,2024-08-14,2281.96,false
TX-00927,UB-0127,2024-05-20,4724.17,false
TX-00928,UB-0128,2023-03-14,559.14,false
TX-00929,UB-0129,2023-08-07,3124.74,false
TX-00930,UB-0130,2024-03-09,4199.5,false
TX-00931,UB-0131,2023-01-21,1460.78,false
TX-00932,UB-0132,2024-09-17,2779.44,false
TX-00933,UB-0133,2024-04-20,976.65,false
TX-00934,UB-0134,2024-10-29,4134.06,false
TX-00935,UB-0135,2023-08-09,3339.2,false
TX-00936,UB-0136,2024-04-23,4126.43,false
TX-00937,UB-0137,2024-01-30,4992.73,false
TX-00938,UB-0138,2023-11-21,985.03,false
TX-00939,UB-0139,2023-07-31,2120.69,false
TX-00940,UB-0140,2024-09-09,3215.9,false
TX-00941,UB-0141,2023-10-02,4648.9,false
TX-00942,UB-0142,2023-11-20,106.68,false
TX-00943,UB-0143,2024-11-16,805.7,false
TX-00944,UB-0144,2024-05-19,1078.07,false
TX-00945,UB-0145,2024-02-28,3158.51,false
TX-00946,UB-0146,2024-07-08,3010.89,false
TX-00947,UB-0147,2023-04-02,1966.34,false
TX-00948,UB-0148,2023-04-18,1832.39,false
TX-00949,UB-0149,2024-02-17,4294.26,false
TX-00950,UB-0150,2023-10-04,3371.21,false
TX-00951,UB-0151,2024-01-16,1134.92,false
TX-00952,UB-0152,2024-10-19,4927.55,false
TX-00953,UB-0153,2024-08-25,3861.08,false
TX-00954,UB-0154,2024-03-19,4016.97,false
TX-00955,UB-0155,2024-09-18,4108.75,false
TX-00956,UB-0156,2024-05-11,2062.26,false
TX-00957,UB-0157,2024-04-18,2941.63,false
TX-00958,UB-0158,2023-01-01,2166.51,false
TX-00959,UB-0159,2023-03-05,4617.34,false
TX-00960,UB-0160,2023-02-21,3940.81,false
TX-00961,UB-0161,2024-04-15,1073.44,false
TX-00962,UB-0162,2024-08-10,1039.87,false
TX-00963,UB-0163,2024-08-31,2822.44,false
TX-00964,UB-0164,2024-02-01,967.3,false
TX-00965,UB-0165,2023-06-02,3771.87,false
TX-00966,UB-0166,2024-07-08,2363.63,false
TX-00967,UB-0167,2024-05-31,2110.52,false
TX-00968,UB-0168,2024-02-06,2924.38,false
TX-00969,UB-0169,2023-07-11,3567.62,false
TX-00970,UB-0170,2023-03-08,3093.27,false
TX-00971,UB-0171,2023-01-17,3377.59,false
TX-00972,UB-0172,2023-06-05,3428.76,false
TX-00973,UB-0173,2024-06-18,3913.79,false
TX-00974,UB-0174,2023-10-28,2437.35,false
TX-00975,UB-0175,2023-05-02,5.78,false
TX-00976,UB-0176,2024-11-17,1736.28,false
TX-00977,UB-0177,2023-08-30,250.39,false
TX-00978,UB-0178,2024-09-17,2347.19,false
TX-00979,UB-0179,2024-08-17,2669.84,false
TX-00980,UB-0180,2024-03-18,757.57,false
TX-00981,UB-0181,2024-07-13,92.18,false
TX-00982,UB-0182,2023-06-09,3605.24,false
TX-00983,UB-0183,2023-06-14,1528.96,false
TX-00984,UB-0184,2024-03-12,677.64,false
TX-00985,UB-0185,2023-10-26,3291.44,false
TX-00986,UB-0186,2023-04-16,1426.15,false
TX-00987,UB-0187,2023-01-03,1892.83,false
TX-00988,UB-0188,2023-12-19,4239.89,false
TX-00989,UB-0189,2024-05-06,2497.87,false
TX-00990,UB-0190,2023-10-19,2088.81,false
TX-00991,UB-0191,2024-06-16,4795.75,false
TX-00992,UB-0192,2023-07-02,3997.11,false
TX-00993,UB-0193,2023-04-13,621.89,false
TX-00994,UB-0194,2023-07-05,1176.06,false
TX-00995,UB-0195,2024-02-18,1714.83,false
TX-00996,UB-0196,2024-05-12,4032.75,false
TX-00997,UB-0197,2024-11-26,3738.74,false
TX-00998,UB-0198,2024-01-15,2031.86,false
TX-00999,UB-0199,2024-10-10,4081.89,false
TX-01000,UB-0200,2023-10-11,3992.61,false
TX-01001,UB-0001,2024-01-07,3807.4,false
TX-01002,UB-0002,2024-05-31,2715.87,false
TX-01003,UB-0003,2023-06-20,502.37,false
TX-01004,UB-0004,2023-09-15,122.47,false
TX-01005,UB-0005,2024-05-09,3011.41,false
TX-01006,UB-0006,2024-05-17,4464.73,false
TX-01007,UB-0007,2024-12-08,1982.63,false
TX-01008,UB-0008,2023-06-24,1300.35,false
TX-01009,UB-0009,2023-07-11,4954.41,false
TX-01010,UB-0010,2024-04-07,4627.36,false
TX-01011,UB-0011,2024-06-02,3990.95,false
TX-01012,UB-0012,2024-07-05,1883.11,false
TX-01013,UB-0013,2024-02-23,4809.93,false
TX-01014,UB-0014,2023-05-19,1112.59,false
TX-01015,UB-0015,2023-10-20,3102.76,false
TX-01016,UB-0016,2024-07-11,3378.52,false
TX-01017,UB-0017,2024-03-26,410.54,false
TX-01018,UB-0018,2024-12-07,4014.66,false
TX-01019,UB-0019,2024-07-17,4025.25,false
TX-01020,UB-0020,2023-08-17,2781.07,false
TX-01021,UB-0021,2024-01-08,2379.91,false
TX-01022,UB-0022,2023-12-07,3293.92,false
TX-01023,UB-0023,2024-07-08,1121.88,false
TX-01024,UB-0024,2023-05-15,3013.5,false
TX-01025,UB-0025,2024-07-26,2552.92,false
TX-01026,UB-0026,2024-10-29,4188.13,false
TX-01027,UB-0027,2024-11-04,49.06,false
TX-01028,UB-0028,2024-01-26,437.66,false
TX-01029,UB-0029,2023-07-09,307.08,false
TX-01030,UB-0030,2024-10-28,1136.34,false
TX-01031,UB-0031,2024-10-28,4386.3,false
TX-01032,UB-0032,2024-09-20,4613.39,false
TX-01033,UB-0033,2024-09-21,783.06,false
TX-01034,UB-0034,2024-06-15,3497.36,false
TX-01035,UB-0035,2023-10-17,273.05,false
TX-01036,UB-0036,2023-09-08,798.05,false
TX-01037,UB-0037,2024-07-25,1274.01,false
TX-01038,UB-0038,2024-05-14,3711.55,false
TX-01039,UB-0039,2024-12-28,4260.34,false
TX-01040,UB-0040,2023-08-18,671.39,false
TX-01041,UB-0041,2023-02-26,3504.86,false
TX-01042,UB-0042,2024-08-28,329.33,false
TX-01043,UB-0043,2023-09-25,1742.37,false
TX-01044,UB-0044,2024-04-28,1473.14,false
TX-01045,UB-0045,2024-01-31,3541.76,false
TX-01046,UB-0046,2024-12-03,1887.21,false
TX-01047,UB-0047,2023-01-18,2558.73,false
TX-01048,UB-0048,2024-07-18,2762.03,false
TX-01049,UB-0049,2023-08-12,4698.78,false
TX-01050,UB-0050,2023-06-21,998.63,false
TX-01051,UB-0051,2023-12-19,2211.7,false
TX-01052,UB-0052,2023-07-05,1325.69,false
TX-01053,UB-0053,2024-10-29,2321.38,false
TX-01054,UB-0054,2024-08-02,1819.1,false
TX-01055,UB-0055,2023-03-18,933.99,false
TX-01056,UB-0056,2023-08-30,3638.71,false
TX-01057,UB-0057,2023-06-10,3006.77,false
TX-01058,UB-0058,2023-07-29,2152.31,false
TX-01059,UB-0059,2024-02-16,4483.55,false
TX-01060,UB-0060,2024-08-13,4570.87,false
TX-01061,UB-0061,2023-12-13,255.97,false
TX-01062,UB-0062,2023-07-27,1914.57,false
TX-01063,UB-0063,2024-05-04,3451.66,false
TX-01064,UB-0064,2023-08-31,755.35,false
TX-01065,UB-0065,2024-01-06,189.29,false
TX-01066,UB-0066,2024-05-31,82.78,false
TX-01067,UB-0067,2023-05-26,1032.5,false
TX-01068,UB-0068,2024-06-15,3924.57,false
TX-01069,UB-0069,2023-01-19,3547.15,false
TX-01070,UB-0070,2024-11-22,2885.87,false
TX-01071,UB-0071,2023-04-11,4216.3,false
TX-01072,UB-0072,2024-01-20,4946.38,false
TX-01073,UB-0073,2023-01-17,4405.98,false
TX-01074,UB-0074,2023-12-18,268.52,false
TX-01075,UB-0075,2023-12-29,2940.62,false
TX-01076,UB-0076,2023-05-29,4082.19,false
TX-01077,UB-0077,2024-11-21,364.23,false
TX-01078,UB-0078,2023-06-18,703.52,false
TX-01079,UB-0079,2023-01-31,2521.64,false
TX-01080,UB-0080,2024-01-21,70.24,false
