clienteId,cuentaId,fechaAsignacion,esTitular,porcentajePropiedad
CL-0400,CU-0600,2017-03-12,false,45
CL-0401,CU-0601,2019-04-03,true,100
CL-0402,CU-0602,2016-07-25,true,100
CL-0403,CU-0604,2017-01-06,true,100
CL-0404,CU-0605,2023-12-14,true,100
CL-0405,CU-0607,2023-01-14,true,100
CL-0405,CU-0608,2016-05-24,false,30
CL-0406,CU-0608,2022-04-26,true,100
CL-0407,CU-0610,2020-08-11,true,100
CL-0408,CU-0611,2015-09-03,true,100
CL-0409,CU-0613,2015-12-03,true,100
CL-0410,CU-0614,2021-09-26,true,100
CL-0410,CU-0615,2020-10-26,false,28
CL-0411,CU-0616,2023-01-27,true,100
CL-0412,CU-0617,2019-12-19,true,100
CL-0412,CU-0618,2022-09-09,false,45
CL-0413,CU-0619,2019-01-14,true,100
CL-0413,CU-0620,2020-01-04,false,68
CL-0414,CU-0620,2017-10-07,true,100
CL-0414,CU-0621,2018-04-03,false,68
CL-0415,CU-0622,2016-09-05,true,100
CL-0416,CU-0623,2017-07-26,true,100
CL-0417,CU-0625,2017-02-10,true,100
CL-0418,CU-0626,2022-06-06,true,100
CL-0419,CU-0628,2021-03-01,true,100
CL-0420,CU-0629,2019-08-31,true,100
CL-0421,CU-0631,2021-07-04,true,100
CL-0421,CU-0632,2023-02-23,false,41
CL-0422,CU-0632,2019-01-07,true,100
CL-0423,CU-0634,2020-11-17,true,100
CL-0424,CU-0635,2019-05-17,true,100
CL-0424,CU-0636,2021-09-25,false,58
CL-0425,CU-0637,2017-04-25,true,100
CL-0425,CU-0638,2016-07-20,false,61
CL-0426,CU-0638,2018-07-16,true,100
CL-0426,CU-0639,2020-09-21,false,42
CL-0427,CU-0640,2019-10-15,true,100
CL-0427,CU-0641,2016-08-03,false,55
CL-0428,CU-0641,2022-04-07,true,100
CL-0429,CU-0643,2020-03-24,true,100
CL-0430,CU-0644,2022-01-04,true,100
CL-0431,CU-0646,2017-11-28,true,100
CL-0432,CU-0647,2019-05-27,true,100
CL-0432,CU-0648,2021-11-04,false,58
CL-0433,CU-0649,2018-11-25,true,100
CL-0433,CU-0650,2021-04-28,false,59
CL-0434,CU-0650,2021-10-01,true,100
CL-0435,CU-0652,2019-04-04,true,100
CL-0436,CU-0653,2015-04-26,true,100
CL-0436,CU-0654,2021-06-07,false,44
CL-0437,CU-0655,2020-11-18,true,100
CL-0437,CU-0656,2017-03-23,false,28
CL-0438,CU-0656,2016-08-25,true,100
CL-0438,CU-0657,2019-10-10,false,43
CL-0439,CU-0658,2023-01-30,true,100
CL-0439,CU-0659,2018-09-20,false,57
CL-0440,CU-0659,2016-12-27,true,100
CL-0440,CU-0660,2018-01-01,false,42
CL-0441,CU-0661,2019-05-12,true,100
CL-0441,CU-0662,2017-09-20,false,30
CL-0442,CU-0662,2023-03-01,true,100
CL-0443,CU-0664,2023-12-08,true,100
CL-0443,CU-0665,2016-07-26,false,68
CL-0444,CU-0665,2021-06-30,true,100
CL-0445,CU-0667,2020-02-22,true,100
CL-0446,CU-0668,2021-07-27,true,100
CL-0446,CU-0669,2017-10-03,false,68
CL-0447,CU-0670,2021-08-09,true,100
CL-0448,CU-0671,2022-09-08,true,100
CL-0449,CU-0673,2016-08-09,true,100
CL-0450,CU-0674,2015-06-05,true,100
CL-0451,CU-0676,2023-06-07,true,100
CL-0452,CU-0677,2018-10-29,true,100
CL-0453,CU-0679,2016-07-21,true,100
CL-0454,CU-0680,2015-11-17,true,100
CL-0454,CU-0681,2017-05-11,false,49
CL-0455,CU-0682,2015-05-12,true,100
CL-0455,CU-0683,2018-08-22,false,43
CL-0456,CU-0683,2023-01-07,true,100
CL-0457,CU-0685,2022-07-04,true,100
CL-0457,CU-0686,2018-09-21,false,35
CL-0458,CU-0686,2020-06-24,true,100
CL-0459,CU-0688,2015-01-06,true,100
CL-0460,CU-0689,2020-08-02,true,100
CL-0460,CU-0690,2020-05-04,false,48
CL-0461,CU-0691,2021-11-21,true,100
CL-0462,CU-0692,2023-06-03,true,100
CL-0463,CU-0694,2017-04-22,true,100
CL-0464,CU-0695,2016-10-10,true,100
CL-0465,CU-0697,2015-04-19,true,100
CL-0465,CU-0698,2020-05-02,false,40
CL-0466,CU-0698,2023-07-11,true,100
CL-0466,CU-0699,2020-03-16,false,57
CL-0467,CU-0700,2017-09-09,true,100
CL-0467,CU-0701,2016-10-20,false,52
CL-0468,CU-0701,2017-11-16,true,100
CL-0468,CU-0702,2020-12-18,false,44
CL-0469,CU-0703,2018-01-19,true,100
CL-0469,CU-0704,2022-02-17,false,39
CL-0470,CU-0704,2023-09-16,true,100
CL-0471,CU-0706,2017-05-05,true,100
CL-0472,CU-0707,2017-06-13,true,100
CL-0473,CU-0709,2021-02-09,true,100
CL-0474,CU-0710,2017-11-20,true,100
CL-0474,CU-0711,2017-09-21,false,53
CL-0475,CU-0712,2020-05-24,true,100
CL-0475,CU-0713,2017-08-25,false,28
CL-0476,CU-0713,2021-02-22,true,100
CL-0476,CU-0714,2018-11-05,false,59
CL-0477,CU-0715,2015-11-13,true,100
CL-0478,CU-0716,2023-05-04,true,100
CL-0478,CU-0717,2018-02-11,false,73
CL-0479,CU-0718,2021-10-03,true,100
CL-0479,CU-0719,2021-11-14,false,51
CL-0480,CU-0719,2016-07-21,true,100
CL-0481,CU-0721,2017-04-23,true,100
CL-0481,CU-0722,2016-01-17,false,33
CL-0482,CU-0722,2016-09-03,true,100
CL-0483,CU-0724,2019-02-06,true,100
CL-0483,CU-0725,2020-08-15,false,57
CL-0484,CU-0725,2023-04-01,true,100
CL-0485,CU-0727,2022-09-24,true,100
CL-0486,CU-0728,2015-03-27,true,100
CL-0487,CU-0730,2021-02-03,true,100
CL-0487,CU-0731,2016-05-04,false,42
CL-0488,CU-0731,2016-06-06,true,100
CL-0489,CU-0733,2020-03-29,true,100
CL-0489,CU-0734,2015-03-26,false,67
CL-0490,CU-0734,2020-01-20,true,100
CL-0490,CU-0735,2015-08-28,false,54
CL-0491,CU-0736,2021-12-13,true,100
CL-0491,CU-0737,2022-11-21,false,68
CL-0492,CU-0737,2018-05-14,true,100
CL-0493,CU-0739,2022-12-29,true,100
CL-0493,CU-0740,2018-11-08,false,44
CL-0494,CU-0740,2018-08-27,true,100
CL-0494,CU-0741,2022-05-03,false,63
CL-0495,CU-0742,2015-10-12,true,100
CL-0495,CU-0743,2016-02-27,false,39
CL-0496,CU-0743,2019-03-12,true,100
CL-0497,CU-0745,2023-12-23,true,100
CL-0497,CU-0746,2020-11-26,false,56
CL-0498,CU-0746,2016-04-24,true,100
CL-0499,CU-0748,2016-06-18,true,100
CL-0500,CU-0749,2016-10-06,true,100
CL-0500,CU-0750,2019-05-05,false,43
CL-0501,CU-0751,2021-09-29,true,100
CL-0501,CU-0752,2023-02-18,false,52
CL-0502,CU-0752,2021-05-31,true,100
CL-0503,CU-0754,2019-10-17,true,100
CL-0503,CU-0755,2020-12-04,false,43
CL-0504,CU-0755,2020-10-04,true,100
CL-0504,CU-0756,2017-05-25,false,70
CL-0505,CU-0757,2015-02-21,true,100
CL-0506,CU-0758,2017-02-26,true,100
CL-0507,CU-0760,2021-03-22,true,100
CL-0507,CU-0761,2022-08-14,false,47
CL-0508,CU-0761,2016-07-07,true,100
CL-0508,CU-0762,2019-03-29,false,37
CL-0509,CU-0763,2022-10-17,true,100
CL-0510,CU-0764,2018-12-04,true,100
CL-0510,CU-0765,2015-05-22,false,36
CL-0511,CU-0766,2022-02-09,true,100
CL-0511,CU-0767,2015-10-18,false,63
CL-0512,CU-0767,2019-05-12,true,100
CL-0513,CU-0769,2017-01-24,true,100
CL-0513,CU-0770,2016-03-28,false,72
CL-0514,CU-0770,2016-12-09,true,100
CL-0515,CU-0772,2021-03-01,true,100
CL-0516,CU-0773,2016-10-27,true,100
CL-0516,CU-0774,2020-10-15,false,60
CL-0517,CU-0775,2020-06-24,true,100
CL-0518,CU-0776,2019-11-16,true,100
CL-0519,CU-0778,2023-04-09,true,100
CL-0519,CU-0779,2023-09-16,false,70
CL-0520,CU-0779,2021-05-20,true,100
CL-0520,CU-0780,2020-07-14,false,27
CL-0521,CU-0781,2022-04-10,true,100
CL-0521,CU-0782,2022-01-03,false,45
CL-0522,CU-0782,2023-03-02,true,100
CL-0523,CU-0784,2021-04-25,true,100
CL-0524,CU-0785,2022-06-08,true,100
CL-0524,CU-0786,2022-01-26,false,42
CL-0525,CU-0787,2023-05-11,true,100
CL-0526,CU-0788,2018-11-16,true,100
CL-0527,CU-0790,2016-08-10,true,100
CL-0527,CU-0791,2017-02-12,false,62
CL-0528,CU-0791,2023-11-03,true,100
CL-0528,CU-0792,2015-04-20,false,36
CL-0529,CU-0793,2015-11-13,true,100
CL-0530,CU-0794,2020-09-14,true,100
CL-0531,CU-0796,2015-01-22,true,100
CL-0531,CU-0797,2022-09-12,false,27
CL-0532,CU-0797,2015-06-14,true,100
CL-0533,CU-0799,2017-01-02,true,100
CL-0534,CU-0800,2015-08-14,true,100
CL-0535,CU-0802,2017-08-23,true,100
CL-0535,CU-0803,2016-06-21,false,72
CL-0536,CU-0803,2015-06-24,true,100
CL-0537,CU-0805,2021-06-16,true,100
CL-0538,CU-0806,2019-04-20,true,100
CL-0538,CU-0807,2023-08-05,false,28
CL-0539,CU-0808,2018-04-08,true,100
CL-0540,CU-0809,2019-04-18,true,100
CL-0540,CU-0810,2015-10-18,false,53
CL-0541,CU-0811,2015-03-05,true,100
CL-0542,CU-0812,2018-03-17,true,100
CL-0543,CU-0814,2021-01-06,true,100
CL-0543,CU-0815,2017-01-12,false,41
CL-0544,CU-0815,2018-12-14,true,100
CL-0544,CU-0816,2021-05-04,false,64
CL-0545,CU-0817,2023-08-16,true,100
CL-0546,CU-0818,2020-06-18,true,100
CL-0547,CU-0820,2021-05-14,true,100
CL-0548,CU-0821,2023-11-13,true,100
CL-0549,CU-0823,2019-09-12,true,100
CL-0549,CU-0824,2018-08-20,false,28
CL-0550,CU-0824,2020-10-10,true,100
CL-0550,CU-0825,2020-12-14,false,65
CL-0551,CU-0826,2020-03-07,true,100
CL-0551,CU-0827,2023-01-15,false,52
CL-0552,CU-0827,2017-01-18,true,100
CL-0553,CU-0829,2017-03-17,true,100
CL-0553,CU-0830,2016-05-11,false,52
CL-0554,CU-0830,2017-09-04,true,100
CL-0555,CU-0832,2015-08-06,true,100
CL-0555,CU-0833,2016-09-21,false,69
CL-0556,CU-0833,2018-10-25,true,100
CL-0556,CU-0834,2015-03-05,false,50
CL-0557,CU-0835,2016-06-02,true,100
CL-0558,CU-0836,2023-10-19,true,100
CL-0558,CU-0837,2015-09-07,false,69
CL-0559,CU-0838,2016-09-24,true,100
CL-0559,CU-0839,2018-02-01,false,30
CL-0560,CU-0839,2021-10-28,true,100
CL-0560,CU-0840,2017-11-19,false,74
CL-0561,CU-0841,2019-11-02,true,100
CL-0561,CU-0842,2018-05-12,false,49
CL-0562,CU-0842,2019-04-01,true,100
CL-0562,CU-0843,2020-03-27,false,50
CL-0563,CU-0844,2019-08-14,true,100
CL-0563,CU-0845,2021-11-20,false,32
CL-0564,CU-0845,2016-11-10,true,100
CL-0564,CU-0846,2023-01-04,false,57
CL-0565,CU-0847,2015-02-04,true,100
CL-0565,CU-0848,2015-03-13,false,25
CL-0566,CU-0848,2022-10-28,true,100
CL-0567,CU-0850,2017-05-17,true,100
CL-0568,CU-0851,2017-12-13,true,100
CL-0568,CU-0852,2017-02-22,false,53
CL-0569,CU-0853,2020-06-26,true,100
CL-0569,CU-0854,2023-03-16,false,31
CL-0570,CU-0854,2023-07-02,true,100
CL-0571,CU-0856,2017-09-11,true,100
CL-0571,CU-0857,2020-09-10,false,36
CL-0572,CU-0857,2017-01-09,true,100
CL-0573,CU-0859,2018-08-24,true,100
CL-0574,CU-0860,2017-07-03,true,100
CL-0575,CU-0862,2019-10-18,true,100
CL-0575,CU-0863,2023-10-02,false,74
CL-0576,CU-0863,2022-03-15,true,100
CL-0577,CU-0865,2017-05-06,true,100
CL-0578,CU-0866,2018-01-05,true,100
CL-0579,CU-0868,2015-07-01,true,100
CL-0579,CU-0869,2016-04-18,false,46
CL-0580,CU-0869,2016-04-30,true,100
CL-0580,CU-0870,2020-04-12,false,56
CL-0581,CU-0871,2019-02-20,true,100
CL-0581,CU-0872,2020-03-06,false,59
CL-0582,CU-0872,2019-11-26,true,100
CL-0582,CU-0873,2015-11-18,false,27
CL-0583,CU-0874,2015-05-27,true,100
CL-0584,CU-0875,2018-12-10,true,100
CL-0585,CU-0877,2016-05-17,true,100
CL-0586,CU-0878,2016-10-28,true,100
CL-0586,CU-0879,2022-03-23,false,71
CL-0587,CU-0880,2020-08-08,true,100
CL-0587,CU-0881,2021-10-27,false,73
CL-0588,CU-0881,2021-12-27,true,100
CL-0589,CU-0883,2022-01-06,true,100
CL-0590,CU-0884,2018-05-19,true,100
CL-0591,CU-0886,2018-03-14,true,100
CL-0592,CU-0887,2016-06-09,true,100
CL-0593,CU-0889,2021-08-08,true,100
CL-0593,CU-0890,2022-03-15,false,68
CL-0594,CU-0890,2017-07-11,true,100
CL-0594,CU-0891,2015-12-20,false,45
CL-0595,CU-0892,2022-02-07,true,100
CL-0595,CU-0893,2018-12-08,false,68
CL-0596,CU-0893,2022-04-10,true,100
CL-0597,CU-0895,2020-08-23,true,100
CL-0598,CU-0896,2019-02-26,true,100
CL-0598,CU-0897,2020-08-02,false,74
CL-0599,CU-0898,2020-03-02,true,100
CL-0599,CU-0899,2018-09-07,false,31
CL-0600,CU-0899,2016-03-25,true,100
CL-0601,CU-0901,2023-04-01,true,100
CL-0602,CU-0902,2017-02-27,true,100
CL-0603,CU-0904,2015-08-11,true,100
CL-0603,CU-0905,2022-06-18,false,72
CL-0604,CU-0905,2018-01-29,true,100
CL-0604,CU-0906,2017-11-15,false,49
CL-0605,CU-0907,2015-03-09,true,100
CL-0605,CU-0908,2016-03-07,false,67
CL-0606,CU-0908,2022-01-28,true,100
CL-0607,CU-0910,2017-09-28,true,100
CL-0608,CU-0911,2023-01-07,true,100
CL-0608,CU-0912,2022-08-02,false,44
CL-0609,CU-0913,2021-02-27,true,100
CL-0610,CU-0914,2016-12-25,true,100
CL-0610,CU-0915,2021-11-28,false,39
CL-0611,CU-0916,2019-07-09,true,100
CL-0612,CU-0917,2018-08-16,true,100
CL-0612,CU-0918,2020-02-01,false,27
CL-0613,CU-0919,2020-04-08,true,100
CL-0614,CU-0920,2017-10-19,true,100
CL-0614,CU-0921,2017-07-25,false,56
CL-0615,CU-0922,2015-10-01,true,100
CL-0616,CU-0923,2019-09-26,true,100
CL-0617,CU-0925,2017-02-27,true,100
CL-0617,CU-0926,2019-07-04,false,27
CL-0618,CU-0926,2018-04-21,true,100
CL-0618,CU-0927,2023-11-10,false,71
CL-0619,CU-0928,2015-12-06,true,100
CL-0619,CU-0929,2017-01-23,false,55
CL-0620,CU-0929,2015-11-20,true,100
CL-0621,CU-0931,2020-12-27,true,100
CL-0622,CU-0932,2019-05-09,true,100
CL-0623,CU-0934,2022-04-05,true,100
CL-0624,CU-0935,2020-03-31,true,100
CL-0624,CU-0936,2018-07-08,false,51
CL-0625,CU-0937,2019-11-14,true,100
CL-0626,CU-0938,2018-05-16,true,100
CL-0627,CU-0940,2020-09-01,true,100
CL-0628,CU-0941,2021-11-29,true,100
CL-0628,CU-0942,2019-05-10,false,25
CL-0629,CU-0943,2019-04-23,true,100
CL-0629,CU-0944,2019-07-09,false,31
CL-0630,CU-0944,2023-04-07,true,100
CL-0631,CU-0946,2021-03-05,true,100
CL-0632,CU-0947,2015-12-23,true,100
CL-0633,CU-0949,2020-05-23,true,100
CL-0634,CU-0950,2020-08-20,true,100
CL-0634,CU-0951,2019-10-31,false,44
CL-0635,CU-0952,2019-01-18,true,100
CL-0636,CU-0953,2015-04-02,true,100
CL-0637,CU-0955,2018-08-10,true,100
CL-0637,CU-0956,2017-07-03,false,37
CL-0638,CU-0956,2017-03-22,true,100
CL-0638,CU-0957,2016-04-07,false,41
CL-0639,CU-0958,2020-08-16,true,100
CL-0640,CU-0959,2021-06-29,true,100
CL-0640,CU-0960,2016-01-22,false,58
CL-0641,CU-0961,2016-05-06,true,100
CL-0641,CU-0962,2022-05-24,false,55
CL-0642,CU-0962,2022-04-03,true,100
CL-0642,CU-0963,2019-06-05,false,59
CL-0643,CU-0964,2017-06-11,true,100
CL-0643,CU-0965,2017-10-22,false,45
CL-0644,CU-0965,2023-12-16,true,100
CL-0644,CU-0966,2021-08-19,false,49
CL-0645,CU-0967,2022-06-27,true,100
CL-0645,CU-0968,2022-09-02,false,35
CL-0646,CU-0968,2015-04-28,true,100
CL-0647,CU-0970,2023-08-11,true,100
CL-0647,CU-0971,2021-05-14,false,73
CL-0648,CU-0971,2018-10-17,true,100
CL-0649,CU-0973,2020-12-05,true,100
CL-0649,CU-0974,2023-09-05,false,40
CL-0650,CU-0974,2015-02-14,true,100
CL-0651,CU-0976,2023-12-20,true,100
CL-0652,CU-0977,2020-12-30,true,100
CL-0652,CU-0978,2015-08-30,false,67
CL-0653,CU-0979,2019-02-17,true,100
CL-0653,CU-0980,2019-07-20,false,65
CL-0654,CU-0980,2017-11-06,true,100
CL-0655,CU-0982,2021-12-02,true,100
CL-0655,CU-0983,2016-02-01,false,71
CL-0656,CU-0983,2020-09-07,true,100
CL-0657,CU-0985,2017-08-10,true,100
CL-0657,CU-0986,2018-04-03,false,60
CL-0658,CU-0986,2015-12-16,true,100
CL-0659,CU-0988,2019-12-10,true,100
CL-0660,CU-0989,2020-01-29,true,100
CL-0661,CU-0991,2020-09-03,true,100
CL-0661,CU-0992,2023-10-14,false,38
CL-0662,CU-0992,2015-07-12,true,100
CL-0662,CU-0993,2020-07-27,false,62
CL-0663,CU-0994,2016-07-17,true,100
CL-0664,CU-0995,2021-03-31,true,100
CL-0665,CU-0997,2019-05-01,true,100
CL-0666,CU-0998,2015-12-19,true,100
CL-0666,CU-0999,2020-07-04,false,53
CL-0667,CU-1000,2016-05-03,true,100
CL-0668,CU-1001,2017-07-14,true,100
CL-0669,CU-1003,2015-06-28,true,100
CL-0669,CU-1004,2016-12-15,false,28
CL-0670,CU-1004,2017-06-15,true,100
CL-0670,CU-1005,2019-11-24,false,29
CL-0671,CU-1006,2018-06-27,true,100
CL-0671,CU-1007,2018-08-01,false,54
CL-0672,CU-1007,2016-03-08,true,100
CL-0672,CU-1008,2020-04-24,false,65
CL-0673,CU-1009,2020-08-18,true,100
CL-0674,CU-1010,2022-03-01,true,100
CL-0674,CU-1011,2020-12-04,false,25
CL-0675,CU-1012,2023-11-20,true,100
CL-0676,CU-1013,2015-04-26,true,100
CL-0677,CU-1015,2016-01-05,true,100
CL-0678,CU-1016,2017-09-05,true,100
CL-0679,CU-1018,2022-09-15,true,100
CL-0680,CU-1019,2023-02-03,true,100
CL-0681,CU-1021,2018-02-05,true,100
CL-0682,CU-1022,2017-11-11,true,100
CL-0683,CU-1024,2015-11-23,true,100
CL-0684,CU-1025,2023-02-24,true,100
CL-0685,CU-1027,2023-10-30,true,100
CL-0686,CU-1028,2016-03-22,true,100
CL-0687,CU-1030,2022-05-29,true,100
CL-0687,CU-1031,2022-02-19,false,60
CL-0688,CU-1031,2021-07-04,true,100
CL-0689,CU-1033,2020-03-24,true,100
CL-0690,CU-1034,2016-08-26,true,100
CL-0690,CU-1035,2017-12-27,false,43
CL-0691,CU-1036,2022-03-27,true,100
CL-0692,CU-1037,2022-12-20,true,100
CL-0692,CU-1038,2019-09-19,false,43
CL-0693,CU-1039,2019-03-26,true,100
CL-0693,CU-1040,2015-11-06,false,58
CL-0694,CU-1040,2019-10-13,true,100
CL-0694,CU-1041,2021-04-16,false,61
CL-0695,CU-1042,2019-03-10,true,100
CL-0696,CU-1043,2017-04-25,true,100
CL-0697,CU-1045,2018-09-06,true,100
CL-0697,CU-1046,2021-12-18,false,73
CL-0698,CU-1046,2018-06-21,true,100
CL-0698,CU-1047,2020-06-19,false,27
CL-0699,CU-1048,2018-04-08,true,100
CL-0700,CU-1049,2023-04-28,true,100
CL-0700,CU-1050,2022-09-17,false,32
CL-0701,CU-1051,2022-10-27,true,100
CL-0702,CU-1052,2020-09-23,true,100
CL-0703,CU-1054,2017-07-01,true,100
CL-0704,CU-1055,2023-05-14,true,100
CL-0705,CU-1057,2018-11-24,true,100
CL-0705,CU-1058,2019-09-25,false,32
CL-0706,CU-1058,2020-12-30,true,100
CL-0706,CU-1059,2022-02-14,false,74
CL-0707,CU-1060,2021-02-03,true,100
CL-0707,CU-1061,2015-10-16,false,33
CL-0708,CU-1061,2019-07-10,true,100
CL-0708,CU-1062,2019-08-13,false,68
CL-0709,CU-1063,2019-04-27,true,100
CL-0710,CU-1064,2023-03-04,true,100
CL-0711,CU-1066,2020-01-30,true,100
CL-0711,CU-1067,2022-07-23,false,26
CL-0712,CU-1067,2022-10-21,true,100
CL-0712,CU-1068,2023-10-20,false,49
CL-0713,CU-1069,2020-02-11,true,100
CL-0713,CU-1070,2023-11-15,false,43
CL-0714,CU-1070,2019-03-01,true,100
CL-0714,CU-1071,2021-09-11,false,53
CL-0715,CU-1072,2022-06-11,true,100
CL-0715,CU-1073,2018-08-02,false,63
CL-0716,CU-1073,2020-07-01,true,100
CL-0716,CU-1074,2019-11-12,false,55
CL-0717,CU-1075,2022-10-04,true,100
CL-0718,CU-1076,2015-06-10,true,100
CL-0719,CU-1078,2018-07-26,true,100
CL-0719,CU-1079,2015-05-20,false,71
CL-0720,CU-1079,2020-11-18,true,100
CL-0720,CU-1080,2016-06-29,false,37
CL-0721,CU-1081,2023-10-02,true,100
CL-0722,CU-1082,2017-08-20,true,100
CL-0722,CU-1083,2017-07-06,false,61
CL-0723,CU-1084,2018-02-16,true,100
CL-0724,CU-1085,2023-08-30,true,100
CL-0724,CU-1086,2018-03-03,false,69
CL-0725,CU-1087,2022-06-13,true,100
CL-0726,CU-1088,2019-11-13,true,100
CL-0727,CU-1090,2021-04-22,true,100
CL-0727,CU-1091,2020-08-10,false,50
CL-0728,CU-1091,2020-01-13,true,100
CL-0728,CU-1092,2015-08-02,false,53
CL-0729,CU-1093,2022-03-25,true,100
CL-0730,CU-1094,2017-12-07,true,100
CL-0730,CU-1095,2019-07-08,false,25
CL-0731,CU-1096,2016-09-28,true,100
CL-0731,CU-1097,2015-11-30,false,54
CL-0732,CU-1097,2016-07-08,true,100
CL-0733,CU-1099,2017-10-15,true,100
CL-0734,CU-1100,2015-01-13,true,100
CL-0735,CU-1102,2020-10-06,true,100
CL-0735,CU-1103,2023-12-14,false,53
CL-0736,CU-1103,2023-12-17,true,100
CL-0737,CU-1105,2016-11-04,true,100
CL-0738,CU-1106,2021-08-07,true,100
CL-0739,CU-1108,2018-09-28,true,100
CL-0739,CU-1109,2023-09-19,false,73
CL-0740,CU-1109,2019-06-20,true,100
CL-0740,CU-1110,2021-12-08,false,73
CL-0741,CU-1111,2015-08-14,true,100
CL-0742,CU-1112,2020-08-02,true,100
CL-0743,CU-1114,2019-12-02,true,100
CL-0744,CU-1115,2022-10-17,true,100
CL-0745,CU-1117,2019-09-06,true,100
CL-0746,CU-1118,2017-02-10,true,100
CL-0747,CU-1120,2018-11-17,true,100
CL-0748,CU-1121,2017-07-09,true,100
CL-0748,CU-1122,2023-09-01,false,44
CL-0749,CU-1123,2022-01-02,true,100
CL-0749,CU-1124,2015-11-19,false,61
CL-0750,CU-1124,2018-06-24,true,100
CL-0750,CU-1125,2020-02-04,false,25
CL-0751,CU-1126,2021-01-25,true,100
CL-0751,CU-1127,2023-04-30,false,50
CL-0752,CU-1127,2016-05-23,true,100
CL-0752,CU-1128,2016-04-02,false,70
CL-0753,CU-1129,2023-06-18,true,100
CL-0753,CU-1130,2023-08-26,false,35
CL-0754,CU-1130,2021-11-02,true,100
CL-0754,CU-1131,2020-12-04,false,65
CL-0755,CU-1132,2021-07-27,true,100
CL-0755,CU-1133,2019-03-25,false,40
CL-0756,CU-1133,2017-04-07,true,100
CL-0756,CU-1134,2019-09-27,false,48
CL-0757,CU-1135,2021-12-02,true,100
CL-0758,CU-1136,2016-03-03,true,100
CL-0758,CU-1137,2019-09-07,false,34
CL-0759,CU-1138,2020-02-08,true,100
CL-0759,CU-1139,2017-01-01,false,42
CL-0760,CU-1139,2020-09-01,true,100
CL-0761,CU-1141,2016-11-02,true,100
CL-0761,CU-1142,2021-04-11,false,67
CL-0762,CU-1142,2015-08-21,true,100
CL-0762,CU-1143,2015-12-08,false,70
CL-0763,CU-1144,2016-08-07,true,100
CL-0764,CU-1145,2019-03-05,true,100
CL-0765,CU-1147,2019-10-03,true,100
CL-0765,CU-1148,2020-01-13,false,28
CL-0766,CU-1148,2022-08-04,true,100
CL-0767,CU-1150,2020-09-23,true,100
CL-0768,CU-1151,2016-05-01,true,100
CL-0768,CU-1152,2020-03-18,false,32
CL-0769,CU-1153,2018-01-01,true,100
CL-0770,CU-1154,2023-01-10,true,100
CL-0770,CU-1155,2021-11-04,false,61
CL-0771,CU-1156,2023-01-13,true,100
CL-0772,CU-1157,2020-05-05,true,100
CL-0773,CU-1159,2020-10-13,true,100
CL-0774,CU-1160,2016-09-05,true,100
CL-0775,CU-1162,2015-11-19,true,100
CL-0776,CU-1163,2016-03-04,true,100
CL-0777,CU-1165,2015-05-13,true,100
CL-0777,CU-1166,2018-07-06,false,27
CL-0778,CU-1166,2018-07-03,true,100
CL-0779,CU-1168,2016-03-22,true,100
CL-0779,CU-1169,2022-02-09,false,30
CL-0780,CU-1169,2017-09-01,true,100
CL-0780,CU-1170,2018-04-24,false,30
CL-0781,CU-1171,2022-12-04,true,100
CL-0781,CU-1172,2017-11-17,false,30
CL-0782,CU-1172,2019-07-28,true,100
CL-0782,CU-1173,2018-11-15,false,48
CL-0783,CU-1174,2018-09-04,true,100
CL-0783,CU-1175,2015-12-18,false,36
CL-0784,CU-1175,2017-04-25,true,100
CL-0785,CU-1177,2019-01-31,true,100
CL-0785,CU-1178,2021-08-01,false,29
CL-0786,CU-1178,2023-11-26,true,100
CL-0786,CU-1179,2023-06-20,false,44
CL-0787,CU-1180,2018-11-30,true,100
CL-0788,CU-1181,2019-07-22,true,100
CL-0788,CU-1182,2017-03-03,false,26
CL-0789,CU-1183,2019-04-14,true,100
CL-0790,CU-1184,2017-08-11,true,100
CL-0791,CU-1186,2023-01-07,true,100
CL-0791,CU-1187,2018-06-14,false,57
CL-0792,CU-1187,2018-09-25,true,100
CL-0792,CU-1188,2015-03-20,false,28
CL-0793,CU-1189,2018-04-21,true,100
CL-0793,CU-1190,2017-12-08,false,38
CL-0794,CU-1190,2017-01-04,true,100
CL-0794,CU-1191,2018-07-22,false,66
CL-0795,CU-1192,2015-09-21,true,100
CL-0796,CU-1193,2019-08-20,true,100
CL-0797,CU-1195,2017-08-04,true,100
CL-0797,CU-1196,2019-06-17,false,41
CL-0798,CU-1196,2015-03-22,true,100
CL-0798,CU-1197,2019-05-29,false,66
CL-0799,CU-1198,2021-11-17,true,100
CL-0799,CU-1199,2019-10-16,false,65
CL-0800,CU-1199,2020-06-11,true,100
CL-0800,CU-1200,2020-09-08,false,65
CL-0801,CU-1201,2017-05-01,true,100
CL-0802,CU-1202,2015-09-22,true,100
CL-0802,CU-1203,2018-06-19,false,75
CL-0803,CU-1204,2016-09-05,true,100
CL-0803,CU-1205,2018-01-27,false,42
CL-0804,CU-1205,2018-01-30,true,100
CL-0804,CU-1206,2023-08-24,false,62
CL-0805,CU-1207,2022-09-07,true,100
CL-0806,CU-1208,2017-06-04,true,100
CL-0806,CU-1209,2018-11-18,false,26
CL-0807,CU-1210,2022-07-01,true,100
CL-0808,CU-1211,2017-03-15,true,100
CL-0808,CU-1212,2018-12-09,false,72
