transaccionId,monto,fecha,descripcion,estado,esSospechosa,canal,moneda,categoriaGasto,horaLocal
TX-00603,2448.58,2023-01-05,Aperiam facilis aliquid.,aprobada,false,app_movil,USD,salud,10
TX-00604,5787.61,2023-12-02,Et doloribus.,aprobada,false,POS,GTQ,retiro_efectivo,23
TX-00605,32216.74,2024-09-27,Incidunt cumque blanditiis.,aprobada,false,app_movil,GTQ,transferencia,8
TX-00606,29952.16,2024-05-09,Doloribus placeat veritatis perspiciatis dignissimos.,aprobada,false,online,USD,entretenimiento,1
TX-00607,22351.16,2023-06-06,Distinctio quas.,aprobada,false,transferencia,GTQ,retiro_efectivo,8
TX-00608,43939.4,2024-09-12,Facere placeat ullam.,aprobada,false,ATM,GTQ,entretenimiento,23
TX-00609,4751.51,2024-09-03,Asperiores quasi ex.,aprobada,false,app_movil,GTQ,educacion,20
TX-00610,36986.28,2024-06-09,Architecto expedita.,aprobada,false,app_movil,GTQ,transferencia,5
TX-00611,37258.93,2023-02-25,Eum excepturi illo.,aprobada,false,transferencia,GTQ,salud,23
TX-00612,48001.73,2023-05-01,Ea doloribus est et.,aprobada,false,POS,GTQ,transferencia,4
TX-00613,7434.52,2023-06-14,Aperiam temporibus cupiditate.,aprobada,false,ATM,GTQ,transporte,17
TX-00614,24923.48,2023-12-21,Ratione libero laudantium.,aprobada,false,app_movil,GTQ,salud,15
TX-00615,6173.09,2023-06-29,Fuga similique ullam eos officia.,aprobada,false,online,GTQ,transporte,13
TX-00616,9482.08,2023-06-28,Quisquam atque.,revertida,false,online,GTQ,servicios,2
TX-00617,32531.4,2023-08-27,Minima laudantium maiores sapiente maiores.,aprobada,false,ATM,GTQ,educacion,10
TX-00618,44795.61,2023-06-04,Sit voluptates aut eos.,aprobada,false,POS,GTQ,educacion,21
TX-00619,11930.61,2024-05-07,Tempora nobis aliquid ipsa.,aprobada,false,app_movil,GTQ,ropa,19
TX-00620,30884.5,2024-09-23,Veniam corrupti quasi commodi doloremque.,aprobada,false,app_movil,GTQ,ropa,2
TX-00621,6805.72,2023-12-04,Recusandae cumque.,aprobada,false,online,GTQ,alimentacion,18
TX-00622,17951.11,2024-12-01,Est consequatur libero officiis nemo.,rechazada,false,transferencia,GTQ,servicios,11
TX-00623,19775.11,2024-11-18,Provident ipsum libero.,aprobada,false,transferencia,USD,servicios,7
TX-00624,22697.04,2023-08-16,Rerum doloribus sit dolorum illo.,aprobada,false,transferencia,GTQ,transporte,11
TX-00625,29153.94,2023-03-29,Iste iure dolorem quam ad.,aprobada,false,POS,GTQ,transporte,4
TX-00626,32783.58,2023-02-21,Perferendis quaerat.,aprobada,false,POS,GTQ,servicios,7
TX-00627,2227.12,2023-09-24,Voluptatibus doloribus fugiat.,aprobada,false,online,GTQ,transferencia,21
TX-00628,35576.18,2023-04-17,Fugit beatae delectus.,aprobada,false,transferencia,GTQ,entretenimiento,9
TX-00629,11415.08,2023-06-24,Voluptatem eos rem tenetur laborum.,rechazada,false,ATM,USD,retiro_efectivo,5
TX-00630,37632.93,2024-12-21,Omnis reprehenderit quia esse iste.,aprobada,false,ATM,USD,servicios,16
TX-00631,10367.91,2023-04-18,Ipsam cupiditate nobis dolores.,aprobada,false,transferencia,GTQ,alimentacion,9
TX-00632,43900.04,2024-06-15,Fuga cupiditate ullam ex.,revertida,false,online,GTQ,transferencia,17
TX-00633,21218.3,2024-07-21,Molestiae cumque.,aprobada,false,ATM,GTQ,viajes,3
TX-00634,30867.37,2024-09-02,Commodi nesciunt earum.,aprobada,false,transferencia,GTQ,transporte,0
TX-00635,3734.91,2024-04-04,Facere quisquam iusto dolorum.,aprobada,false,transferencia,USD,educacion,7
TX-00636,27960.01,2023-09-10,Nulla nostrum nostrum.,aprobada,false,transferencia,GTQ,salud,17
TX-00637,21889.17,2023-08-25,A mollitia.,aprobada,false,online,GTQ,transporte,20
TX-00638,3069.39,2023-09-14,Quaerat molestias nihil est.,aprobada,false,ATM,GTQ,viajes,14
TX-00639,15436.23,2024-03-26,Voluptas eaque perspiciatis perferendis.,aprobada,false,online,USD,alimentacion,10
TX-00640,16102.25,2024-06-03,Temporibus deleniti id laudantium.,aprobada,false,ATM,GTQ,salud,11
TX-00641,5064.87,2023-05-08,Fuga beatae dolore accusamus.,pendiente,false,transferencia,USD,alimentacion,23
TX-00642,32598.97,2023-08-26,Voluptatem debitis tempora.,aprobada,false,ATM,GTQ,ropa,18
TX-00643,45535.76,2023-10-15,Cupiditate exercitationem rem.,aprobada,false,ATM,GTQ,transferencia,23
TX-00644,25777.11,2023-12-29,Occaecati corrupti eum.,revertida,false,ATM,GTQ,transporte,10
TX-00645,5024.74,2023-08-29,Deserunt quam facilis.,revertida,false,app_movil,GTQ,alimentacion,9
TX-00646,20554.16,2024-11-28,Ratione perferendis temporibus impedit.,aprobada,false,POS,USD,alimentacion,12
TX-00647,38279.88,2023-08-27,Harum nam sed vero hic.,aprobada,false,app_movil,GTQ,transferencia,6
TX-00648,21543.14,2023-04-06,Commodi illo molestias mollitia tempora.,rechazada,false,POS,USD,transferencia,22
TX-00649,29752.55,2024-05-16,Cupiditate sequi repellendus.,aprobada,false,ATM,GTQ,transporte,0
TX-00650,2863.04,2024-05-14,Enim quam accusantium dolore rem.,rechazada,false,online,GTQ,transporte,21
TX-00651,24287.41,2024-10-08,Nihil labore voluptatem.,revertida,false,POS,GTQ,alimentacion,6
TX-00652,6864.95,2023-02-22,In qui ratione.,aprobada,false,transferencia,USD,educacion,18
TX-00653,6488.22,2024-05-03,Quod minima quos.,revertida,false,online,GTQ,transporte,16
TX-00654,48688.97,2023-11-02,Illo vitae.,aprobada,false,online,GTQ,viajes,14
TX-00655,7380.09,2023-11-25,Labore mollitia eveniet blanditiis.,aprobada,false,app_movil,GTQ,viajes,7
TX-00656,33031.91,2023-01-25,Distinctio rem ex officiis.,pendiente,false,ATM,GTQ,salud,18
TX-00657,31790.43,2023-05-13,Blanditiis impedit laudantium cum recusandae.,aprobada,false,app_movil,GTQ,servicios,19
TX-00658,17285.73,2024-07-15,Eveniet ipsum unde soluta nihil.,revertida,false,POS,USD,transferencia,19
TX-00659,34769.22,2024-12-19,Voluptatem fugit sapiente.,aprobada,false,ATM,GTQ,retiro_efectivo,10
TX-00660,26984.95,2023-09-27,Reiciendis optio sequi tenetur commodi.,aprobada,false,transferencia,GTQ,viajes,13
TX-00661,34854.16,2024-07-05,Mollitia necessitatibus eum neque.,aprobada,false,app_movil,USD,servicios,23
TX-00662,48486.95,2023-09-24,Veniam voluptas sapiente consectetur.,aprobada,false,ATM,GTQ,ropa,1
TX-00663,33302.4,2024-03-05,Ad rem veritatis.,pendiente,false,online,GTQ,educacion,22
TX-00664,5860.99,2024-02-08,Eveniet repudiandae nam.,aprobada,false,ATM,GTQ,ropa,1
TX-00665,12144.29,2023-01-25,Inventore cum id laudantium voluptas.,aprobada,false,transferencia,GTQ,educacion,21
TX-00666,43657.62,2023-12-24,Quaerat eum.,rechazada,false,POS,USD,retiro_efectivo,9
TX-00667,28549.85,2023-09-18,Quas id facere aliquam.,aprobada,false,app_movil,USD,educacion,0
TX-00668,25962.17,2023-01-06,Dolores facere unde recusandae.,revertida,false,online,USD,alimentacion,9
TX-00669,1134.7,2024-12-31,Culpa rerum repellendus.,aprobada,false,online,GTQ,ropa,1
TX-00670,26425.87,2023-08-05,Quibusdam odit.,aprobada,false,app_movil,GTQ,retiro_efectivo,12
TX-00671,18070.47,2023-01-20,Nihil recusandae odit.,rechazada,false,online,GTQ,retiro_efectivo,5
TX-00672,19821.81,2023-05-18,Officiis maxime quidem est.,aprobada,false,ATM,GTQ,viajes,9
TX-00673,1985.74,2024-04-26,Explicabo qui provident.,aprobada,false,ATM,GTQ,transporte,16
TX-00674,8540.21,2023-04-20,Quam aut illum exercitationem.,aprobada,false,transferencia,USD,viajes,3
TX-00675,27848.07,2023-05-01,Ullam asperiores distinctio.,aprobada,false,online,GTQ,ropa,1
TX-00676,5451.39,2023-01-23,Vel consequuntur harum et.,aprobada,false,online,GTQ,transporte,7
TX-00677,31601.36,2024-12-01,Similique accusantium temporibus.,rechazada,false,online,GTQ,servicios,2
TX-00678,40929.74,2023-04-14,Explicabo earum accusantium veniam quas.,rechazada,false,app_movil,GTQ,salud,6
TX-00679,12382.77,2024-08-20,Eum dolores vero.,rechazada,false,ATM,GTQ,servicios,22
TX-00680,48170.81,2023-04-13,Repellendus tenetur aspernatur totam.,aprobada,false,online,GTQ,educacion,9
TX-00681,29689.78,2023-10-17,Perspiciatis quas rerum ut maxime.,pendiente,false,online,GTQ,retiro_efectivo,12
TX-00682,34162.36,2023-03-28,Fugit omnis quas.,aprobada,false,ATM,USD,retiro_efectivo,8
TX-00683,43341.89,2023-09-05,Magnam quam magnam quidem dolorum.,aprobada,false,transferencia,USD,entretenimiento,2
TX-00684,46677.55,2024-09-01,Omnis modi.,aprobada,false,online,USD,entretenimiento,15
TX-00685,35854.81,2024-08-11,Velit ratione numquam expedita.,rechazada,false,app_movil,GTQ,educacion,23
TX-00686,45475.35,2024-08-12,Porro nihil nihil.,pendiente,false,online,USD,alimentacion,16
TX-00687,15483.71,2023-12-14,Mollitia inventore.,pendiente,false,transferencia,USD,retiro_efectivo,21
TX-00688,44099.65,2024-08-16,Nihil sequi possimus magnam ut.,aprobada,false,app_movil,GTQ,educacion,7
TX-00689,28011.89,2024-10-21,Asperiores voluptates laudantium dolor.,aprobada,false,transferencia,USD,salud,15
TX-00690,40142.28,2024-08-08,Veritatis asperiores perspiciatis.,aprobada,false,app_movil,GTQ,salud,13
TX-00691,12419.09,2023-06-01,Ut quaerat omnis.,aprobada,false,POS,GTQ,transferencia,10
TX-00692,6139.74,2023-05-10,Hic doloremque.,aprobada,false,transferencia,USD,transferencia,14
TX-00693,40338.5,2024-03-18,Commodi quos est voluptas.,aprobada,false,app_movil,GTQ,viajes,13
TX-00694,29420.49,2024-09-07,In autem corrupti tenetur expedita.,rechazada,false,transferencia,GTQ,ropa,2
TX-00695,17132.15,2024-11-04,Repudiandae hic molestiae.,aprobada,false,online,GTQ,salud,4
TX-00696,24815.91,2023-01-16,Culpa nobis enim veniam.,aprobada,false,app_movil,GTQ,ropa,18
TX-00697,28762.34,2023-01-27,Tempore voluptas quae reprehenderit.,aprobada,false,app_movil,GTQ,viajes,10
TX-00698,29564.8,2024-11-18,Temporibus temporibus.,aprobada,false,ATM,USD,viajes,23
TX-00699,39257.0,2024-05-03,Reprehenderit earum iste.,aprobada,false,online,USD,transporte,8
TX-00700,42295.06,2024-04-24,Illum similique architecto fugiat quidem.,aprobada,false,online,USD,alimentacion,14
TX-00701,923.4,2023-03-29,Debitis maiores reprehenderit repellendus.,aprobada,false,online,GTQ,educacion,23
TX-00702,31998.58,2024-09-27,Amet laudantium maiores.,aprobada,false,online,GTQ,retiro_efectivo,1
TX-00703,18516.41,2024-10-07,Quia voluptatibus consequuntur excepturi aliquam.,aprobada,false,online,GTQ,educacion,4
TX-00704,27483.23,2024-01-01,Non aspernatur.,pendiente,false,online,GTQ,ropa,23
TX-00705,47112.24,2024-11-20,Consectetur occaecati eum doloribus.,aprobada,false,app_movil,GTQ,salud,12
TX-00706,171.17,2023-12-08,Nihil minus perspiciatis.,rechazada,false,online,GTQ,transferencia,5
TX-00707,34294.43,2023-06-14,Unde nihil iure explicabo voluptatibus.,pendiente,false,ATM,GTQ,servicios,0
TX-00708,19459.78,2023-12-01,Similique tempora excepturi.,aprobada,false,ATM,GTQ,retiro_efectivo,15
TX-00709,49548.97,2023-06-11,Ipsa nam error.,aprobada,false,transferencia,USD,viajes,18
TX-00710,20493.32,2024-03-09,Eos dolores impedit repellendus suscipit.,rechazada,false,POS,USD,retiro_efectivo,7
TX-00711,21764.59,2023-11-10,Porro nostrum odit.,aprobada,false,ATM,GTQ,entretenimiento,14
TX-00712,9835.33,2024-01-05,Iure sint ipsa tempore vero.,aprobada,false,transferencia,GTQ,servicios,9
TX-00713,21623.28,2023-08-18,Numquam numquam.,aprobada,false,app_movil,GTQ,servicios,3
TX-00714,13916.89,2023-04-19,Nulla ratione perferendis illo hic.,aprobada,false,online,GTQ,educacion,4
TX-00715,5593.7,2023-07-17,Expedita labore.,aprobada,false,POS,USD,viajes,18
TX-00716,23542.1,2023-06-27,Nihil officiis.,aprobada,false,POS,GTQ,entretenimiento,21
TX-00717,30325.84,2023-12-24,Ullam inventore in nam.,aprobada,false,POS,GTQ,servicios,12
TX-00718,25486.14,2023-08-02,Eveniet debitis.,aprobada,false,app_movil,GTQ,alimentacion,19
TX-00719,10795.79,2023-11-12,Harum quos.,aprobada,false,POS,USD,transferencia,6
TX-00720,14989.59,2023-07-02,Dolore beatae provident aliquam.,aprobada,false,ATM,USD,viajes,15
TX-00721,31179.65,2023-04-11,Delectus rem praesentium.,aprobada,false,ATM,GTQ,transporte,8
TX-00722,17629.39,2024-09-17,Quos numquam eligendi qui.,aprobada,false,transferencia,GTQ,transporte,20
TX-00723,42354.03,2024-03-06,Quis laboriosam recusandae animi.,aprobada,false,ATM,USD,alimentacion,18
TX-00724,7792.93,2024-04-18,Nesciunt ratione illo.,aprobada,false,POS,USD,transporte,17
TX-00725,17450.43,2023-03-26,Facilis numquam.,aprobada,false,online,GTQ,alimentacion,18
TX-00726,40681.93,2023-03-02,Fugiat id dolores.,rechazada,false,ATM,USD,transferencia,18
TX-00727,21641.34,2024-08-16,Quos nam recusandae facere.,revertida,false,app_movil,GTQ,salud,21
TX-00728,27885.64,2023-08-01,Non tempora quam.,aprobada,false,online,USD,ropa,6
TX-00729,26499.76,2023-11-04,Qui earum sequi quasi.,pendiente,false,online,GTQ,servicios,5
TX-00730,31394.14,2024-10-07,Dolorum labore error saepe.,aprobada,false,ATM,USD,alimentacion,9
TX-00731,8973.74,2024-04-04,Commodi voluptates harum.,aprobada,false,POS,GTQ,entretenimiento,23
TX-00732,28776.99,2023-03-18,Minima quibusdam incidunt eius.,aprobada,false,POS,GTQ,ropa,14
TX-00733,9901.41,2024-03-10,In dolore explicabo nostrum.,aprobada,false,online,GTQ,transferencia,11
TX-00734,38703.53,2024-06-07,Est reprehenderit minus ratione officiis.,aprobada,false,online,GTQ,servicios,21
TX-00735,23073.74,2024-12-25,Praesentium harum dolores.,aprobada,false,transferencia,GTQ,salud,22
TX-00736,41607.39,2024-08-31,Quod dolore mollitia fugiat.,aprobada,false,transferencia,GTQ,entretenimiento,18
TX-00737,8295.42,2024-05-14,Nihil repellat voluptatum provident.,rechazada,false,app_movil,GTQ,servicios,14
TX-00738,4182.42,2023-10-29,Eveniet sapiente iste consequuntur.,rechazada,false,app_movil,GTQ,viajes,19
TX-00739,18863.95,2024-09-27,Harum totam molestias.,aprobada,false,ATM,USD,viajes,19
TX-00740,37185.35,2024-05-12,In debitis a molestias excepturi.,aprobada,false,online,GTQ,retiro_efectivo,3
TX-00741,1019.18,2023-03-21,Itaque esse dolor quibusdam natus.,aprobada,false,POS,USD,alimentacion,9
TX-00742,3462.37,2024-09-01,Soluta quasi esse id.,aprobada,false,POS,USD,educacion,18
TX-00743,2820.89,2023-07-04,Quaerat adipisci dicta quae alias.,aprobada,false,ATM,GTQ,servicios,14
TX-00744,31019.99,2023-08-16,Impedit explicabo temporibus.,aprobada,false,POS,USD,ropa,9
TX-00745,18507.88,2023-03-06,Sapiente in quam vel blanditiis.,aprobada,false,transferencia,GTQ,alimentacion,6
TX-00746,15114.12,2024-02-10,Nesciunt possimus suscipit.,pendiente,false,online,GTQ,salud,16
TX-00747,23862.71,2024-12-12,Voluptatibus sequi corrupti.,revertida,false,POS,GTQ,transporte,7
TX-00748,28365.69,2023-04-05,Nisi asperiores quibusdam.,revertida,false,app_movil,USD,servicios,8
TX-00749,49946.31,2023-01-07,Exercitationem enim impedit nulla.,aprobada,false,POS,GTQ,transporte,15
TX-00750,22662.68,2023-08-30,Quam fugiat.,aprobada,false,app_movil,USD,servicios,6
TX-00751,42074.56,2023-01-06,Labore reiciendis repellat aspernatur.,rechazada,false,POS,GTQ,educacion,2
TX-00752,3846.69,2024-07-18,Minus rerum sit culpa.,aprobada,false,app_movil,GTQ,entretenimiento,5
TX-00753,33866.59,2023-09-25,Delectus sint.,pendiente,false,ATM,GTQ,alimentacion,23
TX-00754,19069.59,2023-10-04,Odio quos explicabo quae.,aprobada,false,ATM,USD,transferencia,16
TX-00755,8561.83,2024-10-27,Tenetur porro nesciunt.,aprobada,false,app_movil,GTQ,transporte,1
TX-00756,17076.16,2023-02-12,Vero molestiae.,revertida,false,online,USD,servicios,7
TX-00757,42672.33,2023-02-03,Voluptatum esse odio illum quidem.,aprobada,false,transferencia,USD,ropa,22
TX-00758,12128.74,2023-03-13,Repellendus incidunt provident.,aprobada,false,online,USD,transferencia,23
TX-00759,20328.16,2023-06-04,Ullam illum itaque temporibus.,pendiente,false,transferencia,GTQ,transferencia,20
TX-00760,49834.53,2024-09-13,Dolorum eveniet occaecati aspernatur.,rechazada,false,online,GTQ,alimentacion,15
TX-00761,42135.55,2023-12-07,Neque hic placeat.,rechazada,false,online,GTQ,ropa,16
TX-00762,8465.36,2023-11-14,Distinctio rerum molestias.,aprobada,false,POS,GTQ,educacion,8
TX-00763,43837.6,2024-11-09,Nemo porro.,rechazada,false,app_movil,USD,retiro_efectivo,18
TX-00764,38006.47,2023-12-12,Cum possimus atque.,aprobada,false,POS,USD,transporte,23
TX-00765,38861.01,2023-04-22,Asperiores facilis iusto nostrum.,aprobada,false,ATM,USD,educacion,15
TX-00766,2785.28,2024-07-23,Rerum amet.,aprobada,false,POS,GTQ,transporte,12
TX-00767,45525.3,2023-02-13,Quibusdam reiciendis sint nesciunt.,aprobada,false,online,GTQ,viajes,11
TX-00768,42515.39,2023-11-30,Culpa laudantium.,aprobada,false,transferencia,USD,educacion,12
TX-00769,45116.4,2023-10-13,Eveniet labore minima quod.,aprobada,false,online,USD,transferencia,2
TX-00770,37438.51,2024-05-20,Quae dicta odit numquam.,revertida,false,online,USD,alimentacion,4
TX-00771,17333.96,2023-02-14,Nam at ipsa.,aprobada,false,POS,GTQ,transporte,22
TX-00772,20758.4,2023-07-01,Rem iste asperiores.,aprobada,false,transferencia,GTQ,educacion,21
TX-00773,14672.78,2023-09-18,Impedit architecto maxime incidunt.,pendiente,false,app_movil,GTQ,transferencia,1
TX-00774,7501.88,2023-01-06,Deserunt officiis.,aprobada,false,POS,GTQ,viajes,9
TX-00775,32672.53,2023-02-15,Assumenda quae illum exercitationem.,aprobada,false,POS,GTQ,transporte,14
TX-00776,18003.76,2024-04-28,Repellendus aliquam ducimus eos delectus.,pendiente,false,ATM,GTQ,salud,13
TX-00777,20561.71,2023-04-18,Possimus assumenda.,aprobada,false,app_movil,GTQ,ropa,12
TX-00778,16129.08,2023-01-30,Est necessitatibus fugiat odio culpa.,aprobada,false,app_movil,USD,viajes,2
TX-00779,37891.07,2023-04-24,Eum a animi molestias.,aprobada,false,app_movil,USD,retiro_efectivo,11
TX-00780,45630.35,2024-07-20,Impedit itaque mollitia quisquam.,pendiente,false,POS,GTQ,retiro_efectivo,14
TX-00781,22833.11,2023-04-16,Sint voluptatibus.,aprobada,false,online,GTQ,viajes,11
TX-00782,21679.1,2024-05-14,Dolor incidunt.,pendiente,false,app_movil,GTQ,transporte,1
TX-00783,27666.15,2023-08-27,Perferendis deserunt.,aprobada,false,ATM,GTQ,transporte,5
TX-00784,29597.58,2023-06-04,Deserunt at magnam.,aprobada,false,POS,GTQ,entretenimiento,20
TX-00785,18183.55,2024-05-11,Dolores harum atque ab.,aprobada,false,ATM,GTQ,salud,23
TX-00786,39259.43,2023-02-25,Enim voluptatum.,aprobada,false,app_movil,USD,transferencia,8
TX-00787,29654.5,2023-10-02,Vitae ducimus dicta molestiae.,aprobada,false,POS,USD,servicios,11
TX-00788,36728.37,2024-06-30,Eaque sed.,aprobada,false,app_movil,USD,retiro_efectivo,18
TX-00789,38712.67,2023-12-17,Recusandae unde nesciunt.,aprobada,false,ATM,USD,entretenimiento,21
TX-00790,4810.87,2023-01-15,Nobis natus.,aprobada,false,ATM,USD,retiro_efectivo,13
TX-00791,41191.89,2023-02-09,Omnis dolore.,aprobada,false,online,USD,viajes,15
TX-00792,2372.8,2024-10-31,Blanditiis eius voluptas.,pendiente,false,ATM,GTQ,salud,22
TX-00793,46354.63,2024-09-25,Voluptates aliquam.,aprobada,false,ATM,GTQ,transferencia,11
TX-00794,21911.2,2024-01-23,Ex impedit.,aprobada,false,POS,USD,viajes,12
TX-00795,20299.41,2023-12-22,Repellat a.,aprobada,false,ATM,GTQ,viajes,18
TX-00796,42795.48,2023-02-25,Facilis illo illo.,pendiente,false,ATM,GTQ,ropa,12
TX-00797,24413.95,2023-05-28,Architecto amet explicabo quisquam.,aprobada,false,app_movil,USD,transferencia,16
TX-00798,17985.75,2024-07-16,Eius odit perspiciatis maxime.,aprobada,false,online,USD,alimentacion,8
TX-00799,30630.47,2024-07-26,Reprehenderit maiores placeat corporis.,aprobada,false,online,USD,servicios,0
TX-00800,45569.05,2024-07-02,Cupiditate numquam officiis quidem.,rechazada,false,transferencia,USD,educacion,15
TX-00801,31989.7,2024-03-23,Illum exercitationem ea voluptatibus.,pendiente,false,POS,GTQ,retiro_efectivo,1
TX-00802,42583.99,2024-07-31,Dicta quia dolorum doloremque ipsum.,aprobada,false,online,GTQ,alimentacion,7
TX-00803,3108.26,2024-12-19,Maiores deserunt laboriosam earum.,rechazada,false,online,USD,viajes,13
TX-00804,34818.68,2024-10-05,Laborum placeat possimus.,aprobada,false,transferencia,GTQ,alimentacion,19
TX-00805,12256.36,2024-01-17,Sequi illo tenetur.,aprobada,false,transferencia,GTQ,alimentacion,21
TX-00806,48876.59,2024-10-12,Similique reiciendis voluptatem neque repellat.,aprobada,false,app_movil,USD,ropa,19
TX-00807,13147.6,2023-01-16,Neque veniam molestiae.,aprobada,false,ATM,GTQ,retiro_efectivo,1
TX-00808,21278.39,2024-01-13,Illo hic adipisci expedita ab.,aprobada,false,ATM,GTQ,salud,14
TX-00809,46057.4,2023-02-21,Eum reiciendis nemo.,aprobada,false,POS,USD,transporte,10
TX-00810,45778.69,2023-12-03,Est magni ex.,pendiente,false,transferencia,GTQ,salud,10
TX-00811,27101.54,2023-07-04,Nihil eum ab quos consequatur.,pendiente,false,transferencia,GTQ,alimentacion,0
TX-00812,25073.66,2023-01-03,Porro doloribus.,aprobada,false,transferencia,GTQ,ropa,5
TX-00813,18528.86,2023-05-24,Vitae suscipit voluptatum nam.,aprobada,false,ATM,USD,ropa,0
TX-00814,5862.15,2023-12-04,Voluptas rerum.,aprobada,false,online,GTQ,servicios,1
TX-00815,25512.14,2024-11-19,Sed tempore cumque nulla.,aprobada,false,app_movil,USD,ropa,17
TX-00816,10421.12,2024-09-29,At sit aliquid corrupti labore.,aprobada,false,online,USD,transporte,3
TX-00817,25648.97,2024-01-03,Amet sed ipsam voluptatum.,pendiente,false,online,USD,educacion,2
TX-00818,46816.71,2023-01-04,Eos quaerat vel.,aprobada,false,POS,GTQ,alimentacion,22
TX-00819,16567.72,2024-08-17,Et ipsa.,revertida,false,online,GTQ,salud,2
TX-00820,20364.22,2024-10-01,Incidunt voluptas.,aprobada,false,ATM,GTQ,viajes,15
TX-00821,22409.19,2024-06-07,Sint fuga dignissimos a.,aprobada,false,transferencia,GTQ,transferencia,8
TX-00822,33722.52,2023-07-02,Vero earum sint cum.,aprobada,false,transferencia,USD,transferencia,4
TX-00823,20644.68,2024-02-26,Exercitationem reprehenderit ad cumque.,aprobada,false,POS,USD,servicios,11
TX-00824,10187.25,2023-07-30,Rem corrupti quaerat soluta nisi.,aprobada,false,online,GTQ,educacion,3
TX-00825,15653.76,2023-03-13,Perspiciatis aliquam perspiciatis.,aprobada,false,ATM,GTQ,viajes,20
TX-00826,21539.66,2023-08-01,Molestiae unde optio maxime distinctio.,aprobada,false,online,USD,ropa,6
TX-00827,32892.79,2023-11-19,Illum possimus consequuntur.,aprobada,false,ATM,GTQ,transferencia,2
TX-00828,47616.76,2024-07-19,Culpa laudantium maxime.,revertida,false,online,USD,ropa,11
TX-00829,15987.53,2023-04-22,Nulla natus illum eos.,aprobada,false,transferencia,USD,viajes,18
TX-00830,22392.84,2024-07-17,Voluptatibus corrupti debitis.,aprobada,false,POS,GTQ,viajes,17
TX-00831,37985.14,2023-05-12,Possimus sequi commodi.,rechazada,false,ATM,GTQ,educacion,21
TX-00832,40648.7,2024-12-09,Unde ea recusandae.,aprobada,false,ATM,GTQ,salud,7
TX-00833,213.33,2023-05-29,Ea laboriosam itaque laborum.,aprobada,false,transferencia,GTQ,transferencia,12
TX-00834,817.57,2023-01-06,Eius ea.,aprobada,false,ATM,GTQ,educacion,15
TX-00835,46444.57,2024-03-15,Nostrum at.,aprobada,false,transferencia,GTQ,servicios,13
TX-00836,7650.07,2023-02-13,Accusamus harum.,aprobada,false,app_movil,USD,servicios,20
TX-00837,20929.06,2024-03-12,Et nesciunt sit in aspernatur.,aprobada,false,transferencia,GTQ,retiro_efectivo,19
TX-00838,9684.67,2023-03-01,Quisquam inventore placeat.,aprobada,false,ATM,USD,retiro_efectivo,15
TX-00839,9503.46,2023-02-14,Molestiae sequi mollitia error id.,revertida,false,ATM,GTQ,alimentacion,6
TX-00840,8494.59,2024-04-20,Culpa debitis ducimus.,aprobada,false,transferencia,GTQ,servicios,17
TX-00841,46110.38,2023-05-22,Occaecati soluta.,aprobada,false,transferencia,GTQ,transferencia,22
TX-00842,20194.21,2024-06-24,Expedita quia placeat.,aprobada,false,app_movil,USD,entretenimiento,6
TX-00843,27226.7,2024-08-10,Mollitia quibusdam ab repellat.,aprobada,false,POS,GTQ,alimentacion,13
TX-00844,34049.82,2024-06-20,Labore voluptates unde.,aprobada,false,app_movil,GTQ,entretenimiento,16
TX-00845,36348.34,2023-06-17,Perferendis iusto.,aprobada,false,POS,GTQ,retiro_efectivo,9
TX-00846,25183.99,2023-01-24,Veniam tempore fugiat nulla reprehenderit.,aprobada,false,app_movil,GTQ,transporte,10
TX-00847,7847.57,2023-10-20,Placeat repudiandae delectus fuga qui.,aprobada,false,transferencia,GTQ,transferencia,4
TX-00848,22148.86,2023-08-11,Voluptate odit consequatur nihil.,aprobada,false,app_movil,GTQ,retiro_efectivo,19
TX-00849,27942.65,2023-01-05,Asperiores aliquid ab velit sapiente.,aprobada,false,ATM,GTQ,ropa,8
TX-00850,45417.35,2024-04-11,Quos maiores.,pendiente,false,online,GTQ,alimentacion,8
TX-00851,12341.71,2023-09-19,Magni omnis dignissimos.,pendiente,false,online,GTQ,ropa,17
TX-00852,31723.73,2024-02-01,Facilis debitis commodi consequuntur quisquam.,aprobada,false,app_movil,GTQ,transporte,23
TX-00853,1487.33,2024-12-21,Illum itaque modi.,aprobada,false,transferencia,GTQ,viajes,22
TX-00854,30295.97,2024-08-14,Eaque dolorem inventore.,aprobada,false,online,GTQ,educacion,20
TX-00855,24940.01,2024-07-23,Assumenda alias explicabo.,aprobada,false,POS,GTQ,salud,16
TX-00856,38799.31,2024-12-23,Perferendis sunt sit placeat.,aprobada,false,ATM,USD,salud,20
TX-00857,36750.29,2024-06-22,Veniam eius magnam.,aprobada,false,ATM,GTQ,alimentacion,13
TX-00858,39328.11,2023-11-24,Odit labore vitae eos odio.,aprobada,false,POS,GTQ,transporte,10
TX-00859,35723.12,2023-10-18,Saepe corporis.,aprobada,false,app_movil,USD,transporte,6
TX-00860,49109.42,2023-10-04,Nihil commodi.,rechazada,false,online,GTQ,transferencia,12
TX-00861,9827.7,2023-04-24,Rerum unde.,aprobada,false,online,GTQ,retiro_efectivo,7
TX-00862,40361.94,2023-12-27,Delectus neque ipsum.,aprobada,false,ATM,GTQ,transferencia,23
